max_are,compl,dim_penalty,age,minus_spearman,valid,max_ae,q75_are,n_params,eqs_orig,minus_r2,mse,mare,ms_processed_e,recursive_compl,mae,eqs_orig_rounded
52.419467933707296,1.0,0,84.0,100.0,true,1.4775099197709165e-5,8.26122949946144,1.0,3.41267669635374e-6,0.0006236011177138678,1.818904283678758e-11,8.746075154925121,1.818904283678758e-11,1.0,3.205936662708629e-6,3.41e-6
52.40443762395159,2.0,0,614.0,-0.48253155898228345,true,1.4776059401728904e-5,8.258623723824206,1.0,pow2(0.00184708323914598),0.0006124037843819874,1.8188839294940872e-11,8.7435017795632,1.8188839294940872e-11,2.0,3.2055525811007335e-6,pow2(0.00185)
19.06883217679086,3.0,0,2534.0,-0.9700328174169122,true,1.0495250467441889e-5,5.958588985052727,1.0,(1.2820875711035e-6*v1),-0.5339142084975748,8.472371047200938e-12,3.99485649376209,8.472371047200938e-12,3.0,2.380002752939154e-6,(1.28e-6*v1)
1.4930527735813162,4.0,0,3332.0,-0.9699892335027729,true,6.176038612906958e-6,0.5947489215711255,1.0,pow3((0.00381695779505992*v1)),-0.8547903894516058,2.639577782922262e-12,0.4151597499613532,2.639577782922262e-12,8.0,9.642097731455184e-7,pow3((0.00382*v1))
1.0308377205523849,5.0,0,2475.0,-0.9755956432029508,true,6.409338454493131e-6,0.7755629552721156,1.0,pow2((9.87066838993422e-5*pow2(v1))),-0.8575005649375544,2.590313006482782e-12,0.4785834520501021,2.590313006482782e-12,32.0,9.221227603088407e-7,pow2((9.87e-5*pow2(v1)))
3.9390220598858217,6.0,0,1393.0,-0.9699892335027729,true,6.153646671155955e-6,0.9954685243745505,2.0,(1.5148204513454e-7/exp((-0.733777213783612*v1))),-0.8652102151464162,2.450169242385078e-12,0.750643919603589,2.450169242385078e-12,9.0,8.953253478607179e-7,(1.51e-7/exp((-0.734*v1)))
1.021030012161709,7.0,0,2394.0,-0.9761628602764659,true,6.302030837579159e-6,0.6743410970500379,1.0,(6.76214725149578e-8*(pow2(pow2(v1))/v2)),-0.8710661199056083,2.3437223202915795e-12,0.4322757811961979,2.3437223202915795e-12,34.0,8.454339797984604e-7,(6.76e-8*(pow2(pow2(v1))/v2))
8.521804801224633,8.0,0,45.0,-0.936797434341655,true,6.130418003358486e-6,0.5878710538945446,2.0,exp(((-14.4700225137824+v1)-(0.404570333534381*v2))),-0.8766006574496347,2.2431171173384845e-12,0.7742033317898317,2.2431171173384845e-12,64.0,8.434474430773102e-7,exp(((-14.5+v1)-(0.405*v2)))
3.7546731017923123,9.0,0,85.0,-0.9583148777641911,true,6.24907513573749e-6,0.5012268940353145,2.0,(exp((v1-16.7437956704436))*sqrt_abs((-6.66623272089558+v2))),-0.8806831668211832,2.1689064573483182e-12,0.4641944312121609,2.1689064573483182e-12,65.0,7.807123930699768e-7,(exp((v1-16.7))*sqrt_abs((-6.67+v2)))
1.0264330198044127,10.0,0,1.0,-0.9765462125152906,true,6.381951779246727e-6,0.7303208325898377,2.0,(sqrt_abs((-6.51208894922434+v2))*(1.39180960231403e-8*pow2(pow2(v1)))),-0.8848754859416035,2.0926997078956457e-12,0.4154963866106131,2.0926997078956457e-12,137.0,7.839620281743971e-7,(sqrt_abs((-6.51+v2))*(1.39e-8*pow2(pow2(v1))))
1.006173516917032,12.0,0,755.0,-0.9640654902859789,true,6.2559862578691984e-6,0.8547683349843853,2.0,pow2(((pow2((0.000851593755821458*v1))*pow3(v2))*(-6.60560251135611+v2))),-0.8870445252428149,2.0532715465767036e-12,0.45784774365368974,2.0532715465767036e-12,1.2676506002282294e30,7.967095068313834e-7,pow2(((pow2((0.000852*v1))*pow3(v2))*(-6.61+v2)))
4.7991901908079235,13.0,0,1897.0,-0.954966145272808,true,6.2863138426347354e-6,0.6974524931760329,3.0,(5.614867651905631e-9*pow2(((pow2(v1)*(-6.59044301751875+v2))*(-3.79936301063824+v2)))),-0.8877326613994792,2.0407628090083223e-12,0.5556202002327653,2.0407628090083223e-12,1.099511627777e12,7.9189063290209e-7,(5.61e-9*pow2(((pow2(v1)*(-6.59+v2))*(-3.8+v2))))
1.0198017707219316,14.0,0,483.0,-0.9590124078807735,true,6.340721313094505e-6,0.5578576114664598,3.0,pow2((1.67511749002782e-6*((exp((0.469292419397344*v1))*pow3(v2))*(6.63080162218599-v2)))),-0.8893847129953876,2.01073229882148e-12,0.37041743615690104,2.01073229882148e-12,2.535301200456459e30,7.489342031248856e-7,pow2((1.68e-6*((exp((0.469*v1))*pow3(v2))*(6.63-v2))))
1.0478930233096468,16.0,0,823.0,-0.9569680866155995,true,6.296270897069725e-6,0.5944860794592858,4.0,pow2((0.000278618579477747*((exp((0.468552043997289*v1))*pow3((0.182603206862553*v2)))*(-6.63446491474138+v2)))),-0.8896817306333467,2.0053331991659403e-12,0.3769929001072124,2.0053331991659403e-12,2.008672555323738e59,7.558276588333096e-7,pow2((0.000279*((exp((0.469*v1))*pow3((0.183*v2)))*(-6.63+v2))))
1.6063783950861779,18.0,0,523.0,-0.9599490450070155,true,6.451546686995713e-6,0.36467099633254463,3.0,pow2((((-6.63989158123858+v2)*(1.75910040371902e-6*v1))*(exp(v1)+(v2*pow3((0.605515997016392*v2)))))),-0.8902037812915898,1.9958435151577363e-12,0.36843188203986943,1.9958435151577363e-12,3.291009114642412e63,7.317352179577866e-7,pow2((((-6.64+v2)*(1.76e-6*v1))*(exp(v1)+(v2*pow3((0.606*v2))))))
