time_stamp,max_are,compl,dim_penalty,age,minus_spearman,valid,max_ae,q75_are,n_params,eqs_orig,minus_r2,mse,mare,custom_compl,ms_processed_e,mae,eqs_orig_rounded
11777.091742992401,6.396082600544072,2.0,0.0,91.0,-0.04805036327010418,true,0.45289120841062874,1.0024240471617203,1.0,-2.21315893712625e-5,1.9769972376959544e-6,0.002997861107379022,1.0008939600664901,2.0,0.002997861107379022,0.03468171504380385,-2.21e-5
491.0552649497986,945.8367259896004,4.0,0.0,195.0,-0.017949981031640812,true,0.4507194514176261,1.3229087083167015,1.0,(-0.00670717855169706/v2),-0.025114617293762964,0.0029225651950640233,1.2600685831158562,4.0,0.0029225651950640233,0.0351339880633383,(-0.00671/v2)
1178.4542169570923,4600.808981271511,5.0,0.0,184.0,-0.8334743433775554,true,0.3942084624433742,2.150274585574324,1.0,(-0.0096282177915949/sin(v2)),-0.11540403210408035,0.002651890605119078,1.908133882403545,6.0,0.002651890605119078,0.03647707793231029,(-0.00963/sin(v2))
6780.420855045319,6350.339406268764,7.0,0.0,129.0,-0.8334749386926313,true,0.40581061829679105,1.292395287249342,1.0,(-0.04778155564859*cos((v2+v2))),-0.3529007695175672,0.0019399097804819014,1.4752341830401594,8.0,0.0019399097804819014,0.02410292257676389,(-0.0478*cos((v2+v2)))
702.8214619159698,5069.825231731021,8.0,0.0,192.0,-0.8334746777907237,true,0.35366217327080945,1.2221226236502771,2.0,((-0.786730190525107+sin(v2))/5.76803726580068),-0.4861503188698343,0.001540446928639913,1.740290424069375,9.0,0.001540446928639913,0.02229376277687951,((-0.787+sin(v2))/5.77)
6819.225609064102,7034.8118870825565,9.0,1.0,129.0,-0.845380101078638,true,0.2499063907034746,1.311100281665952,1.0,((sin(v2)-0.805654911103616)/(v1+v1)),-0.6423605668545685,0.0010721512274517535,2.0540411748985217,10.0,0.0010721512274517535,0.02044786832433836,((sin(v2)-0.806)/(v1+v1))
18465.106507062912,6035.215677984476,10.0,0.0,40.0,-0.8458252069736929,true,0.26360060839353266,1.1238981436358706,2.0,(0.444469449293219*((sin(v2)-0.808351808282472)/v1)),-0.6523777137377691,0.0010421212717728434,1.8372266645249884,11.0,0.0010421212717728434,0.019428286457101845,(0.444*((sin(v2)-0.808)/v1))
16306.20747590065,5997.495345775047,12.0,0.0,57.0,-0.8387054375549212,true,0.36568427258445835,0.8448487672575755,2.0,(0.779248162390636*(((sin(v2)-0.827751419234857)/v1)/v1)),-0.690086098552511,0.0009290769950028698,1.5601615532103212,13.0,0.0009290769950028698,0.018431891574239485,(0.779*(((sin(v2)-0.828)/v1)/v1))
22809.92646598816,6128.625835792425,12.0,2.0,5.0,-0.8400366174365707,true,0.3191795892337996,0.8469683825641717,2.0,((sin(v2)-0.824663196928477)/(v1*(0.425655179983492+v1))),-0.6984917471665342,0.0009038780777587851,1.6122609711942517,13.0,0.0009038780777587851,0.018246536972885054,((sin(v2)-0.825)/(v1*(0.426+v1)))
11293.74804186821,2734.2192103650445,13.0,0.0,95.0,-0.8241852604780229,true,0.2390865760083552,1.1991626308079244,3.0,(0.441109988081498*(0.0981247473772487-((1.01731127546389-sin(v2))/v1))),-0.7128745023448004,0.000860760660635921,1.4030622018812289,14.0,0.000860760660635921,0.018255450609207052,(0.441*(0.0981-((1.02-sin(v2))/v1)))
18373.299123048782,9388.50406586718,15.0,0.0,41.0,-0.8490853878738648,true,0.21156670899545738,1.2399214867426527,3.0,((((0.247296283881214*cos(v2))/v1)--0.0563915989166826)*(-0.848727550573595+v2)),-0.7671403312306714,0.0006980795643793613,1.622980331254796,16.0,0.0006980795643793613,0.017539773141366972,((((0.247*cos(v2))/v1)--0.0564)*(-0.849+v2))
7044.33571600914,6317.6600372386165,17.0,0.0,127.0,-0.8542354904283141,true,0.23137863145649423,1.1000608593744579,4.0,((((-0.191607547753113*(-1.54601425628889+v2))/v1)--0.0536672677745367)*(-0.838252615856371+v2)),-0.7794482990472392,0.0006611820592974653,1.3447062104265133,17.0,0.0006611820592974653,0.01645796403734392,((((-0.192*(-1.55+v2))/v1)--0.0537)*(-0.838+v2))
21923.63502597809,9338.752820386764,17.0,0.0,12.0,-0.870436065566011,true,0.34053685252262683,0.7114770480165291,3.0,((0.85858868927396-v2)*((((-0.414487782479578*cos(v2))/v1)-0.106499737773082)/v1)),-0.7858355736784904,0.0006420339349540776,1.021330324891867,18.0,0.0006420339349540776,0.014437281623657362,((0.859-v2)*((((-0.414*cos(v2))/v1)-0.106)/v1))
22452.304537057877,6379.445557267481,17.0,1.0,8.0,-0.8474930771670461,true,0.1981011461675024,1.2518414426675604,3.0,((sin((v2+((-1.26467339121623+v2)/v1)))-0.581966832618065)*(0.236068586832974/v1)),-0.8020260470746432,0.0005934972404066074,1.7334506036190613,18.0,0.0005934972404066074,0.016114640580087974,((sin((v2+((-1.26+v2)/v1)))-0.582)*(0.236/v1))
16355.99313902855,7834.220836605865,19.0,2.0,57.0,-0.8596421457943937,true,0.24361913212639535,1.0356936079550467,3.0,((sin((v2+(((v2-1.13813214674773)/v1)/v1)))-0.670169795158791)*(0.276658756420482/v1)),-0.8220757583254064,0.0005333911096634194,1.4107824903541482,20.0,0.0005333911096634194,0.014587734438350706,((sin((v2+(((v2-1.14)/v1)/v1)))-0.67)*(0.277/v1))
