time_stamp,max_are,compl,dim_penalty,age,minus_spearman,valid,max_ae,q75_are,n_params,eqs_orig,minus_r2,mse,mare,ms_processed_e,recursive_compl,mae,eqs_orig_rounded
1799.9774289131165,0.16593395553363863,8.0,0.0,0.0,-0.9957264957264957,true,6.647917506747461,0.06790629475211604,2.0,(-1.99660983246071*log((0.00644168476290492*v1))),-0.8702730074821958,3.19786091421048,0.04916733943503164,3.19786091421048,9.0,1.3021868526349583,(-2.0*log((0.00644*v1)))
1800.4424710273743,0.16591733226078398,8.0,0.0,0.0,-0.9957264957264957,true,6.647251518003479,0.06791777773882571,2.0,(-1.99673597491667*log((v1/155.35128776042))),-0.8702670636787243,3.1980074331147907,0.04917451640245335,3.1980074331147907,9.0,1.3023364368607022,(-2.0*log((v1/155.0)))
1800.510570049286,0.16593371399725942,8.0,0.0,0.0,-0.9957264957264957,true,6.647907829922012,0.06790648488686626,2.0,(-1.99661146014605*log((0.00644162809469512*v1))),-0.8702729119122296,3.1978632700768554,0.04916742723837578,3.1978632700768554,9.0,1.3021887426835368,(-2.0*log((0.00644*v1)))
1799.9932959079742,0.16611748239918522,9.0,0.0,0.0,-0.9957264957264957,true,6.655270260187841,0.06780606084677589,2.0,(10.0447525432572+(-3.98996665117022*log(sqrt_abs(v1)))),-0.8703273935637141,3.1965202593399007,0.04906932137454279,3.1965202593399007,18.0,1.3002123552222866,(10.0+(-3.99*log(sqrt_abs(v1))))
1800.350755929947,0.1659338761289574,9.0,0.0,0.0,-0.9957264957264957,true,6.647914325507259,0.06790635731244735,2.0,(-3.99322073417022*log(sqrt_abs((-0.00644166615887818*v1)))),-0.8702729760424963,3.1978616892210163,0.04916736826212956,3.1978616892210163,257.0,1.3021874733298944,(-3.99*log(sqrt_abs((-0.00644*v1))))
1799.8182899951935,0.16591769612608348,10.0,0.0,1.0,-0.9957264957264957,true,6.647266095770199,0.06791757414231081,2.0,(11.4588835743693+(-1.99673279306778*log((v1+v1)))),-0.8702671748747399,3.198004692055391,0.049174325515351294,3.198004692055391,18.0,1.302332581440372,(11.5+(-2.0*log((v1+v1))))
1798.554116010666,0.15252302104173376,11.0,0.0,2.0,-0.9957264957264957,true,6.110626715939404,0.0627560421867418,3.0,(14.353924077036+(-2.21777459817026*log((1.50082913664552e6+v1)))),-0.8884818860559781,2.7489993476809733,0.04591916397787886,2.7489993476809733,10.0,1.2202199341725128,(14.4+(-2.22*log((1.5e6+v1))))
1798.5965240001678,0.15250750576325842,11.0,0.0,2.0,-0.9957264957264957,true,6.110005117478337,0.06275497765339397,3.0,((-2.21802665939408*log((1.50304260077255e6+v1)))--14.3587945077287),-0.8884991963659022,2.748572636458854,0.04591357496007876,2.748572636458854,10.0,1.2200887173572195,((-2.22*log((1.5e6+v1)))--14.4)
1799.9517300128937,0.14498066486384684,11.0,0.0,0.0,-0.9957264957264957,true,5.808452507436705,0.07436190704069592,3.0,(-2.21802660815098*log(((1.50277503655508e6+v1)/565.507777573869))),-0.8795997169977214,2.967951014666627,0.04512854663411878,2.967951014666627,17.0,1.2265200852993305,(-2.22*log(((1.5e6+v1)/566.0)))
1799.4746220111847,0.14686342448764197,11.0,0.0,1.0,-0.9957264957264957,true,5.883882702683799,0.03536518246106979,3.0,(-2.56690250639027*log((1839.00254864719+(0.000209944653057404*v1)))),-0.9208163718089317,1.95193170459756,0.03196023756622576,1.95193170459756,17.0,0.8827326622982324,(-2.57*log((1840.0+(0.00021*v1))))
1800.1405169963837,0.16590429993003544,11.0,0.0,0.0,-0.9957264957264957,true,6.646729395455033,0.06791535345569516,2.0,((-1.99698192464662*log((v1+sqrt_abs(v1))))--10.0797807599816),-0.8702857839984789,3.197545964166171,0.04917193536001815,3.197545964166171,66.0,1.3022682857115169,((-2.0*log((v1+sqrt_abs(v1))))--10.1)
1800.5065569877625,0.16591733238327427,11.0,0.0,0.0,-0.9957264957264957,true,6.647251522910885,0.06791777768918225,3.0,(-5.61249402838232+(-1.99673597367907*log((v1/2582.52595199238)))),-0.8702670637086402,3.198007432377344,0.049174516324823704,3.198007432377344,10.0,1.3023364353328706,(-5.61+(-2.0*log((v1/2580.0))))
1797.809257030487,0.1659176213400622,12.0,0.0,3.0,-0.9957264957264957,true,6.647263099570303,0.06791762957621394,3.0,((3.99346665464363*log(sqrt_abs((24254.8702969544/v1))))-10.0849013724725),-0.870267146614255,3.1980053886960698,0.04917435513352428,3.1980053886960698,258.0,1.302333208477034,((3.99*log(sqrt_abs((24300.0/v1))))-10.1)
1799.9505438804626,0.06049760823575083,12.0,0.0,0.0,-0.9957264957264957,true,1.2065046268585107,0.028747943854264622,3.0,(310.228791970887+(-30.0418345411519*log((58567.7401105291+sqrt_abs(v1))))),-0.9805318696758273,0.47990300112664364,0.024305447356317438,0.47990300112664364,34.0,0.6043848960111324,(310.0+(-30.0*log((58600.0+sqrt_abs(v1)))))
1799.9809818267822,0.06049760823604469,12.0,0.0,0.0,-0.9957264957264957,true,1.2065046268506663,0.028747943854383368,3.0,((-30.0418345416116*log((58567.740111705+sqrt_abs(v1))))--310.228791976528),-0.9805318696759037,0.4799030011247589,0.02430544735629431,0.4799030011247589,34.0,0.6043848960098882,((-30.0*log((58600.0+sqrt_abs(v1))))--310.0)
