time_stamp,max_are,compl,dim_penalty,age,minus_spearman,valid,max_ae,q75_are,n_params,eqs_orig,minus_r2,mse,mare,ms_processed_e,recursive_compl,mae,eqs_orig_rounded
80.83672714233398,0.9892734127194537,1.0,1.0,5672.0,-0.9372636262513905,true,1466.687313151326,0.9877690911826588,0.0,v1,3.1337351319821005,770756.3490779634,0.9860217486498578,770756.3490779634,2.0,767.6211960833036,v1
506.6168041229248,4.249611319468043,2.0,0.0,4243.0,100.0,true,774.9762047775259,0.9828763337652955,1.0,711.093469021034,0.024272385398345087,190980.89718497798,0.9486614202707772,190980.89718497798,1.0,390.0370402993706,711.0
387.5000319480896,0.6413685983507901,4.0,0.0,4647.0,-0.9372636262513905,true,328.699732325626,0.15391527035438557,1.0,(v1/0.0142031815179912),-0.9293271415314655,13177.320905413822,0.13658445966580202,13177.320905413822,3.0,90.3730007127104,(v1/0.0142)
384.8522689342499,0.7085990031823776,7.0,0.0,4656.0,-0.9372636262513905,true,326.20782691995737,0.14341982010041238,2.0,(20.7537155046039+(v1/0.0144775464933821)),-0.9305602286159793,12947.405424859233,0.13636519124806484,12947.405424859233,4.0,88.91289431871186,(20.8+(v1/0.0145))
639.3900260925293,0.7448846627631355,8.0,2.0,3790.0,-0.9372636262513905,true,316.38506986094785,0.1540310029103405,1.0,((v1+log(sqrt_abs(v1)))/0.0155239187545838),-0.9307205205936414,12917.51815449847,0.13557574904981318,12917.51815449847,19.0,88.19854779102903,((v1+log(sqrt_abs(v1)))/0.0155)
1672.5081090927124,0.7402840574730938,9.0,0.0,415.0,-0.9372636262513905,true,311.8719889986785,0.14879770097078926,2.0,(v1*(12441.3271047319/(161.742557730671+v1))),-0.9311876105144972,12830.426816859395,0.13437642953576104,12830.426816859395,9.0,87.75683064304758,(v1*(12400.0/(162.0+v1)))
69.22398209571838,0.7853447159032219,10.0,0.0,5710.0,-0.9372636262513905,true,326.6829226508737,0.13755881781755952,2.0,(pow2((302.879654604489-v1))/(1159.26916390761/v1)),-0.9331962644178564,12455.902881560243,0.13483652380994327,12455.902881560243,25.0,85.97075126943888,(pow2((303.0-v1))/(1160.0/v1))
146.80550813674927,0.7201117648185255,10.0,1.5,5452.0,-0.9372636262513905,true,325.95185021568113,0.16768220653786187,2.0,(v1*(70.2486873613114+sqrt_abs((-17.4218026526205+v1)))),-0.9355186477091936,12022.882475162698,0.13221429236792143,12022.882475162698,19.0,85.04483366093443,(v1*(70.2+sqrt_abs((-17.4+v1))))
444.20070004463196,0.7022748811830395,11.0,0.0,4456.0,-0.9648498331479421,true,225.5430801451812,0.15457201612068258,2.0,((73.0990398114498*v1)+(v1/(-17.4679740016942+v1))),-0.9563171678203621,8144.8905585828,0.11840290704407859,8144.8905585828,10.0,72.47074112779552,((73.1*v1)+(v1/(-17.5+v1)))
1764.3104720115662,0.7499056833287863,12.0,0.0,116.0,-0.9670745272525028,true,228.72717356538624,0.1477541914374817,2.0,(v1*(75.6905594368355-sqrt_abs((v1/(17.392204974532-v1))))),-0.9577785244446636,7872.41303874049,0.11756752452293015,7872.41303874049,259.0,70.00954386239843,(v1*(75.7-sqrt_abs((v1/(17.4-v1)))))
1550.123918056488,0.7256316435546762,13.0,0.0,814.0,-0.9666295884315906,true,217.9098653899223,0.15435732810120018,3.0,(v1*(74.042883261408-pow2((1.89895573017907/(v1-17.8270294691217))))),-0.9579455180187334,7841.276220981249,0.11816979533781316,7841.276220981249,35.0,71.32861878379937,(v1*(74.0-pow2((1.9/(v1-17.8)))))
1280.4207570552826,0.729312893111386,14.0,1.0,1695.0,-0.9666295884315906,true,193.35357842933195,0.14941917148904965,2.0,(v1*(76.3064956549727-sqrt_abs((v1+(v1/(-17.3923010580773+v1)))))),-0.9582864648642059,7777.704913808496,0.11786057785396485,7777.704913808496,1027.0,70.51698942734153,(v1*(76.3-sqrt_abs((v1+(v1/(-17.4+v1))))))
1175.9457049369812,0.705969545075458,15.0,0.0,2035.0,-0.9666295884315906,true,200.31706673220492,0.1453854124392422,3.0,(v1*(75.9752614957431-sqrt_abs((8.2201282384079+(v1/(-17.3920241675789+v1)))))),-0.9597306980280824,7508.420151948812,0.11519302012084227,7508.420151948812,515.0,68.13473973002394,(v1*(76.0-sqrt_abs((8.22+(v1/(-17.4+v1))))))
1455.0791449546814,0.6900884800776252,15.0,1.5,1125.0,-0.9697441601779755,true,177.7780192311575,0.1311996671305847,3.0,((v1/(-0.768755439327157+sqrt_abs((16.9033744518696-v1))))+(72.1252646807326*v1)),-0.9656461852558701,6405.446886092585,0.11312894231763378,6405.446886092585,22.0,65.37935857656991,((v1/(-0.769+sqrt_abs((16.9-v1))))+(72.1*v1))
799.5768070220947,0.7236214379619949,16.0,0.0,3258.0,-0.9719688542825361,true,193.80250140739827,0.12355770771554131,4.0,((36.988336572963/(-0.780812714530977+sqrt_abs((-16.9759910547482+v1))))-(-71.1416889117797*v1)),-0.9692539554367937,5732.759429306324,0.11005458712628184,5732.759429306324,13.0,59.4768749217744,((37.0/(-0.781+sqrt_abs((-17.0+v1))))-(-71.1*v1))
534.2412109375,0.7575810255935116,19.0,1.5,4148.0,-0.9724137931034482,true,190.56454348580633,0.10749712086738526,4.0,((33.0151738143431/(-0.779597405356078+sqrt_abs((16.9609491403537-v1))))-(v1*(-75.1156897147817+sqrt_abs(v1)))),-0.9694787484235335,5690.8456113605625,0.11110654459382345,5690.8456113605625,21.0,59.59432456179838,((33.0/(-0.78+sqrt_abs((17.0-v1))))-(v1*(-75.1+sqrt_abs(v1))))
