run,compl,age,dim_penalty,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,1.0,11084.0,0,-0.097087435364483,9.093706753122116e48,7.901083644553586e-10,6.248739129995731e-18,4.75e-10
1,1.0,6091.0,0,-0.10586611353771336,9.399559330866731e48,8.043896421962882e-10,6.251468717042266e-18,4.91e-10
2,1.0,3242.0,0,-0.050682219647488154,3.336053628036929e48,5.297422611263391e-10,6.29267314151516e-18,1.74e-10
3,1.0,7495.0,0,100.0,9.47845538988363e48,8.080735625339675e-10,6.252255704417137e-18,4.95e-10
4,1.0,907.0,0,-0.047729857337925743,3.0707373768155974e48,5.182386527281377e-10,6.299060610726411e-18,1.6e-10
5,1.0,10379.0,0,-0.097087435364483,9.174570630947232e48,7.938841688214524e-10,6.249411127972483e-18,4.79e-10
6,1.0,1527.0,0,-0.3045015018249694,7.333247646317418e48,7.084684634728299e-10,6.242959697702121e-18,3.83e-10
7,1.0,9127.0,0,-0.10586611353771336,9.318983260203496e48,8.006272765072362e-10,6.250700054659925e-18,4.87e-10
8,1.0,5818.0,0,-0.3045015018249694,9.492776564456483e48,8.087422659765196e-10,6.25240220285394e-18,4.96e-10
9,1.0,7896.0,0,-0.10586611353771336,9.446815496942386e48,8.065961903237375e-10,6.251936014553264e-18,4.94e-10
10,1.0,7256.0,0,-0.0026878709990495633,3.705130890273317e48,5.457462543577462e-10,6.284426901654862e-18,1.94e-10
12,1.0,4150.0,0,-0.10586611353771336,3.6642335016350476e48,5.439715167134554e-10,6.285304021110154e-18,1.91e-10
13,1.0,8727.0,0,-0.10586611353771336,9.398158901706265e48,8.043242514843818e-10,6.251455054794425e-18,4.91e-10
14,1.0,8249.0,0,-0.11789647402650938,3.669375405695014e48,5.441944599008959e-10,6.285193241588404e-18,1.92e-10
15,1.0,6641.0,0,-0.3044659105091065,6.539292466636242e48,6.722787226461151e-10,6.245890464828899e-18,3.42e-10
16,1.0,8554.0,0,-0.3045015018249694,9.325289034942555e48,8.009217141774509e-10,6.250758930466232e-18,4.87e-10
17,1.0,4744.0,0,-0.1015202717127888,9.492678712309772e48,8.087376969331752e-10,6.25240119807558e-18,4.96e-10
18,1.0,5699.0,0,-0.1015202717127888,9.410547748069482e48,8.049027280730292e-10,6.251576289063402e-18,4.92e-10
19,1.0,8608.0,0,-0.20479949984046672,8.75831632134919e48,7.744478657173073e-10,6.2463331240322586e-18,4.58e-10
20,1.0,2209.0,0,-0.1015202717127888,9.368205681966558e48,8.029256356757716e-10,6.251165402555801e-18,4.9e-10
21,1.0,2717.0,0,-0.097087435364483,9.450745528011776e48,8.067796965921702e-10,6.2519754263060525e-18,4.94e-10
22,1.0,7757.0,0,100.0,9.374126721630013e48,8.032021087811231e-10,6.251222271413053e-18,4.9e-10
23,1.0,3138.0,0,-0.1015202717127888,6.586457417605353e48,6.744285761836437e-10,6.245620195685883e-18,3.44e-10
24,1.0,8573.0,0,-0.06320705222747244,8.910541593569956e48,7.81555771780432e-10,6.2473490229287104e-18,4.66e-10
25,1.0,1591.0,0,-0.2499575515745306,9.256563920446598e48,7.977127091884083e-10,6.250128969570807e-18,4.84e-10
26,1.0,9341.0,0,-0.10586611353771336,9.304793853111785e48,7.99964725728197e-10,6.250568364898714e-18,4.86e-10
27,1.0,1480.0,0,-0.3045015018249694,3.7412748257160486e48,5.473535695847786e-10,6.28365933138559e-18,1.95e-10
28,1.0,3606.0,0,-0.06974802374042868,8.483624305842066e48,7.61621578636122e-10,6.2448201062665446e-18,4.43e-10
29,1.0,666.0,0,-0.3689209347050355,7.133806098229018e48,6.993776002602538e-10,6.243372175325428e-18,3.73e-10
30,1.0,1664.0,0,-0.07442061532080725,3.7603742070212346e48,5.482029161216927e-10,6.283256608347181e-18,1.96e-10
