run,compl,age,dim_penalty,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,9.0,711.0,0,-1.0,6.408416517630194e-16,3.677613769070831e-16,2.3303752327085554e-31,log(0.4 + 0.3exp(0.693v1))
1,9.0,3454.0,0,-1.0,4.880124676560916e-15,1.5612511283791268e-15,2.964776556389713e-30,log(0.4 + 0.3exp(0.693v1))
2,9.0,1482.0,0,-1.0,1.5943713725296218e-15,9.020562075079397e-16,1.0153502666809507e-30,log(0.4 + 0.3exp(0.693v1))
3,9.0,352.0,0,-1.0,5.913512772214115e-16,2.914335439641036e-16,2.049189460828019e-31,log(0.4 + 0.3exp(0.693v1))
5,9.0,934.0,0,-1.0,8.237472860453231e-16,2.220446049250313e-16,8.936314941956775e-32,log(0.4 + 0.3exp(0.693v1))
6,9.0,148.0,0,-1.0,9.592379280870046e-16,5.342948306008566e-16,4.317934935316183e-31,log(0.4 + 0.3exp(0.693v1))
7,9.0,896.0,0,-1.0,1.1370418490238532e-15,5.065392549852277e-16,3.0083025731328624e-31,log(0.4 + 0.3 / exp(-0.693v1))
8,9.0,829.0,0,-1.0,5.995795662519348e-16,1.8041124150158794e-16,5.777789833161708e-32,log(0.4 + 0.3exp(0.693v1))
9,9.0,95.0,0,-1.0,6.700232530097583e-16,4.926614671774132e-16,3.1469695291287434e-31,log(0.4 + 0.3exp(0.693v1))
12,9.0,255.0,0,-1.0,3.8575904882502856e-15,1.0338951916821772e-15,1.767618502958606e-30,log(0.4 + 0.3exp(0.693v1))
13,9.0,276.0,0,-1.0,2.543329363532295e-15,7.077671781985374e-16,7.418682145779636e-31,log(0.4 + 0.3exp(0.693v1))
15,9.0,2478.0,0,-1.0,3.3245141071284977e-16,3.191891195797325e-16,2.727116801252326e-31,log(0.4 + 0.3 / exp(-0.693v1))
16,9.0,532.0,0,-1.0,5.917183673367002e-16,2.42861286636753e-16,1.5445958153985632e-31,log(0.4 + 0.3exp(0.6944444444444444v1))
17,9.0,112.0,0,-1.0,9.97893702163303e-16,3.469446951953614e-16,2.303412213487134e-31,log(0.4 + 0.3exp(0.6944444444444444v1))
18,9.0,84.0,0,-1.0,5.226622101797173e-16,2.914335439641036e-16,1.5253365159546908e-31,log(0.4 + 0.3 / exp(-0.693v1))
19,9.0,204.0,0,-1.0,1.6820142119989958e-16,1.5959455978986625e-16,7.280015189783752e-32,log(0.4 + 0.3exp(0.693v1))
21,9.0,416.0,0,-1.0,4.951613131967889e-16,3.469446951953614e-16,3.250969746125654e-31,log(0.4 + 0.3exp(0.693v1))
23,9.0,594.0,0,-1.0,1.4968762805621938e-15,5.689893001203927e-16,4.398823992980447e-31,log(0.4 + 0.3exp(0.693v1))
25,9.0,4750.0,0,-1.0,4.543684878083146e-17,4.163336342344337e-17,1.3866695599588098e-32,log(0.4 + 0.3exp(0.693v1))
26,9.0,990.0,0,-1.0,5.437275864038526e-15,1.658395643033828e-15,3.487088757307532e-30,log(0.4 + 0.3exp(0.693v1))
27,9.0,1448.0,0,-1.0,1.688181395045773e-16,1.5959455978986625e-16,4.968899256519069e-32,log(0.4 + 0.3 / exp(-0.693v1))
28,9.0,2168.0,0,-1.0,8.237472860453231e-16,2.220446049250313e-16,8.936314941956775e-32,log(0.4 + 0.3exp(0.693v1))
29,9.0,677.0,0,-1.0,5.913512772214115e-16,2.914335439641036e-16,2.049189460828019e-31,log(0.4 + 0.3exp(0.693v1))
30,9.0,62.0,0,-1.0,4.900963309170338e-16,4.163336342344337e-16,2.611561004589092e-31,log(0.4 + 0.3exp(0.693v1))
