run,compl,age,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,6.0,3138.0,-0.9915461624026697,3.0507810741021073,1987.817365064905,8.256522959437434e6,(13.8 + v1 / v3)^3
3,5.0,3640.0,-0.9915461624026697,0.18959753534569435,739.7353541648595,1.0895449114331726e6,(2300.0v1) / v3
6,5.0,3192.0,-0.9915461624026697,0.19229063826386336,746.3265631861267,1.092423819768716e6,(2290.0v1) / v3
8,5.0,2537.0,-0.9915461624026697,0.1894274840057805,739.3191636367669,1.0895156745291715e6,(2300.0v1) / v3
9,5.0,170.0,-0.9915461624026697,0.19061922335983564,742.2358747392115,1.0901020554724704e6,(2290.0v1) / v3
10,5.0,310.0,-0.9915461624026697,0.1916470804329985,744.7514937181585,1.0913226009343064e6,(2290.0v1) / v3
12,5.0,3609.0,-0.9915461624026697,0.14704432780659432,722.314959595345,1.8213262180105604e6,(2450.0v1) / v3
13,5.0,866.0,-0.9915461624026697,0.19166120794732497,744.7860699681966,1.0913439890494805e6,(2290.0v1) / v3
15,5.0,689.0,-0.9915461624026697,0.19316138895214843,748.4576736435764,1.094326927607289e6,(2290.0v1) / v3
19,5.0,4748.0,-0.9915461624026697,0.1896150953980256,739.7783313472605,1.0895489627293001e6,(2300.0v1) / v3
20,5.0,401.0,-0.9915461624026697,0.20188798808274916,769.8155053575276,1.1396403872355728e6,(2260.0v1) / v3
21,5.0,3976.0,-0.9915461624026697,0.15161278814216939,713.5003943600135,1.6630511824228838e6,(2430.0v1) / v3
23,5.0,4030.0,-0.9915461624026697,0.189228889606321,738.833115670141,1.089504468165837e6,(2300.0v1) / v3
25,5.0,1823.0,-0.9915461624026697,0.1899339858018076,740.5587966209872,1.0896561498329318e6,(2300.0v1) / v3
26,5.0,3005.0,-0.9915461624026697,0.1893551884065242,739.1422244627007,1.0895087341920987e6,(2300.0v1) / v3
28,6.0,4252.0,-0.9550611790878755,0.4730573494608247,1265.5076304092524,4.911724275727567e6,sqrt(abs(-3.76e8v1)) / v3
29,5.0,2967.0,-0.9915461624026697,0.20827346855869192,785.4435885749255,1.203031463637685e6,(2240.0v1) / v3
