run,compl,age,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,5.0,3793.0,-1.0,0.0051337384591023305,4.670798577182474,46.68869298973587,sqrt(abs(-134217.72800000003(v1^3)))
1,5.0,2202.0,-1.0,0.005132452210544247,4.672404914308018,46.68860692338552,367.0(sqrt(abs(v1))^3)
2,5.0,3537.0,-1.0,0.003107520925634981,7.201249187506174,251.39914890969513,sqrt(abs(133432.831(v1^3)))
3,5.0,2815.0,-1.0,0.005132364248658301,4.672514765893183,46.688607072642775,367.0(sqrt(abs(v1))^3)
4,5.0,3983.0,-1.0,0.0054997477974898035,4.213706217448151,53.42498479887956,sqrt(abs(-51.2v1))^3
5,5.0,1922.0,-1.0,0.0051329706184125665,4.671757498378848,46.68862173796456,sqrt(abs(-134000.0(v1^3)))
6,5.0,4113.0,-1.0,0.005132884481952737,4.6718650702732445,46.68861741746404,sqrt(abs(51.2v1))^3
7,5.0,2784.0,-1.0,0.005132771643174304,4.672005989474028,46.68861287855157,sqrt(abs(-134000.0(v1^3)))
8,5.0,4021.0,-1.0,0.005499733846557583,4.213723640131005,53.42447311256728,sqrt(abs(-135000.0(v1^3)))
9,5.0,4337.0,-1.0,0.005132366390890315,4.672512090557437,46.68860705982285,sqrt(abs(51.2v1))^3
10,5.0,1523.0,-1.0,0.005132501635889726,4.672343189249818,46.688607178541254,sqrt(abs(51.2v1))^3
11,5.0,2256.0,-1.0,0.005132421277023804,4.672443545769728,46.68860688779409,367.061696(sqrt(abs(v1))^3)
12,5.0,1745.0,-1.0,0.0029104778346677553,7.4473273116766805,293.17829024001026,365.52587500000004(sqrt(abs(v1))^3)
13,5.0,3837.0,-1.0,0.005142264544829268,4.660150737808323,46.693440384934775,sqrt(abs(51.2v1))^3
14,5.0,4343.0,-1.0,0.005499697873240904,4.213768565564472,53.42315378833806,sqrt(abs(-135000.0(v1^3)))
15,5.0,2073.0,-1.0,0.005132353401730309,4.672528312126708,46.68860714455666,sqrt(abs(-51.2v1))^3
16,5.0,1594.0,-1.0,0.00280136782345086,7.605308616030105,318.8871922906869,sqrt(abs(51.1v1))^3
17,5.0,3559.0,-1.0,0.005499931834292837,4.213476382283733,53.43173664104979,367.0sqrt(abs(v1^3))
18,5.0,927.0,-1.0,0.005132752815474934,4.672029502528486,46.68861224497683,sqrt(abs(-134000.0(v1^3)))
19,5.0,4430.0,-1.0,0.005132906044373491,4.671838141949844,46.68861842949355,sqrt(abs(134217.72800000003(v1^3)))
20,5.0,1504.0,-1.0,0.005132049595559163,4.6729077217894455,46.68861393144951,sqrt(abs(-134000.0(v1^3)))
21,5.0,1093.0,-1.0,0.005133191545567672,4.67148159253662,46.68863620636861,sqrt(abs(51.2v1))^3
22,5.0,4059.0,-1.0,0.005132437384322884,4.672423430099559,46.68860689440762,sqrt(abs(-134000.0(v1^3)))
23,5.0,2665.0,-1.0,0.005132897675064363,4.671848593998573,46.688618031173206,sqrt(abs(-51.2v1))^3
24,5.0,3970.0,-1.0,0.00549983673349217,4.213595149333639,53.42824721230857,sqrt(abs(-134217.72800000003(v1^3)))
25,5.0,1777.0,-1.0,0.005132727158657848,4.672061544156063,46.688611438571336,367.061696(sqrt(abs(v1))^3)
26,5.0,4191.0,-1.0,0.002800942838263257,7.608191608343309,319.0845731356049,sqrt(abs(-51.1v1))^3
27,5.0,4316.0,-1.0,0.00550927741714886,4.2018051103440115,53.77904875111185,sqrt(abs(-135000.0(v1^3)))
28,5.0,2368.0,-1.0,0.005132374028674757,4.672502552076921,46.688607017869344,sqrt(abs(134000.0(v1^3)))
29,5.0,4094.0,-1.0,0.005132255580923556,4.672650476067808,46.68860832381841,sqrt(abs(-51.2v1))^3
30,5.0,1298.0,-1.0,0.005133163291258497,4.671516878054251,46.68863408422485,sqrt(abs(-134217.72800000003(v1^3)))
