run,compl,age,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,6.0,4287.0,-1.0,0.3465415714908456,0.1337647969015276,0.02032051601030084,exp(0.23752969121140144v1) - 1.12
1,6.0,500.0,-1.0,0.2971463553335984,0.1321911000571736,0.020131873872785977,exp(0.24096385542168672v1) - 1.15
3,6.0,930.0,-1.0,0.2539499893449809,0.13152231307105394,0.021225958080836528,exp(0.243v1) - 1.18
4,6.0,4113.0,-1.0,0.29721990641203566,0.1321947164098006,0.020130508785528363,exp(0.241v1) - 1.15
5,6.0,1165.0,-1.0,0.33367960023126136,0.13364813870992623,0.020346434186888234,exp(0.23752969121140144v1) - 1.13
6,6.0,2728.0,-1.0,0.3337128794965967,0.13365020002954445,0.020348194746922368,exp(0.23752969121140144v1) - 1.13
17,6.0,145.0,-1.0,0.3986680706147664,0.13835428846827358,0.025827157302792277,exp(0.244v1) - 1.09
18,6.0,4061.0,-1.0,0.3320563572707792,0.13362482526231712,0.020346336700316887,exp(0.23752969121140144v1) - 1.13
24,6.0,4835.0,-1.0,0.33364848528094604,0.13364977958289936,0.02034872365289644,exp(0.23752969121140144v1) - 1.13
29,6.0,3702.0,-1.0,0.2537573252171656,0.13151812565613621,0.021232963827615726,exp(0.243v1) - 1.18
30,6.0,997.0,-1.0,0.2398712369531029,0.13200460691316063,0.022029441249867464,exp(0.242v1) - 1.19
