run,compl,age,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
5,6.0,818.0,-1.0,0.20203804151508464,0.13285124248708902,0.024009178616942524,exp(0.244v1) - 1.22
11,6.0,3153.0,-1.0,0.25986028735682587,0.13245930726457725,0.02143045600338843,exp(0.24v1) - 1.18
13,6.0,386.0,-1.0,0.26070037007511815,0.13165662888367508,0.020994030904158797,exp(0.242v1) - 1.18
14,6.0,396.0,-1.0,0.21280467559403907,0.13283358331147072,0.023778980782850342,exp(0.242v1) - 1.21
15,6.0,3973.0,-1.0,0.20602112447538312,0.13223347899240095,0.02367557120611108,exp(0.244v1) - 1.21
17,6.0,736.0,-1.0,0.3098256918348944,0.14542319353012323,0.030159408587354834,exp(0.249v1) - 1.15
19,6.0,1764.0,-1.0,0.20840416105105514,0.13185770546889658,0.02348236023461524,exp(0.24330900243309v1) - 1.21
20,6.0,2259.0,-1.0,0.2418214773022972,0.13204948593024488,0.02196198824106479,exp(0.241v1) - 1.19
22,6.0,724.0,-1.0,0.3889658321767818,0.1387736211703785,0.02585618603316494,exp(0.244v1) - 1.1
30,6.0,1412.0,-1.0,0.25453428323131183,0.13153247386833472,0.021205158960811224,exp(0.24271844660194175v1) - 1.18
