run,compl,age,dim_penalty,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,13.0,2139.0,0,-0.9965366381772761,0.007748400252933052,2.5210579581513382e-8,2.4542562583293145e-15,(9.112499999999998e-8(v1^3)) / (v1 + (-(v1^3)) / (v2^2))
1,11.0,321.0,0,-0.9965366381772761,0.0074895201206493355,2.4919464480734074e-8,2.4992266927680695e-15,(9.120400000000001e-8(v2^2)) / ((v2 / v1)^2 - 1.0)
2,13.0,496.0,0,-0.9965366381772761,0.007846910498215755,2.5391561453535218e-8,2.46433243520717e-15,(-9.1e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
3,13.0,1517.0,0,-0.9965366381772761,0.008890211701251876,2.789534665525994e-8,2.8762572070680017e-15,(-9.07e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
4,11.0,3.0,0,-0.9965366381772761,0.007538417079670655,2.4878726316775905e-8,2.459463393709074e-15,(9.120400000000001e-8(v1^2)) / (1.0 - ((v1 / v2)^2))
5,13.0,1401.0,0,-0.9965366381772761,0.007763237171019749,2.523783779412529e-8,2.4551312976787483e-15,(9.120400000000001e-8v2*(v1^2)) / (v2 + (-(v1^2)) / v2)
6,15.0,252.0,0,-0.9965366381772761,0.007963647700907643,2.56217742838459e-8,2.4937339595406113e-15,(9.120400000000001e-8v2*(v1^2)) / (v2 + (-(v1^2)) / v2)
7,13.0,331.0,0,-0.9965366381772761,0.007500959433111135,2.5023639896783484e-8,2.570566616898231e-15,(-9.13e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
9,11.0,792.0,0,-0.9965366381772761,0.00796602523371481,2.559630247075463e-8,2.4866320025863617e-15,(-9.1e-8(v1^2)) / ((v1 / v2)^2 - 1.0)
10,11.0,509.0,0,-0.9965366381772761,0.007918839187072257,2.5528555784302912e-8,2.479140441899367e-15,(-9.1e-8(v1^2)) / ((v1 / v2)^2 - 1.0)
11,13.0,7.0,0,-0.9965366381772761,0.0077855414339231335,2.5278814925414922e-8,2.456875514176142e-15,(-9.11e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
12,13.0,473.0,0,-0.9965366381772761,0.0075704035937345475,2.4901583236217434e-8,2.4626116190543937e-15,(9.120400000000001e-8v2*(v1^2)) / (v2 + (-(v1^2)) / v2)
14,11.0,175.0,0,-0.9965366381772761,0.007728149096919164,2.5138038339954224e-8,2.4530015683103983e-15,(9.120400000000001e-8(v1^2)) / (1.0 - ((v1 / v2)^2))
15,11.0,849.0,0,-0.9965366381772761,0.007598688384115749,2.492755339357769e-8,2.4589717034270294e-15,(v1^2) / (1.097694840834248e7(1.0 - ((v1 / v2)^2)))
16,14.0,51.0,0,-0.9965366381772761,0.0078064005802070255,2.53171371053304e-8,2.458972733441518e-15,(-9.11e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
17,13.0,1345.0,0,-0.9965366381772761,0.00780811355049617,2.5320284154337833e-8,2.459164971591225e-15,(-9.11e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
18,12.0,886.0,0,-0.9965366381772761,0.007788687594638878,2.5284595015134534e-8,2.4571629911550763e-15,(-9.112499999999998e-8(v1^3)) / ((v1^3) / (v2^2) - v1)
19,11.0,622.0,0,-0.9965366381772761,0.00754756318223937,2.5264109108459302e-8,2.63285441698509e-15,(-9.14e-8(v1^2)) / ((v1 / v2)^2 - 1.0)
20,13.0,374.0,0,-0.9965366381772761,0.007828864034243686,2.5358406700710608e-8,2.4617349579162434e-15,(9.1e-8v2*(v1^2)) / (v2 + (-(v1^2)) / v2)
23,11.0,473.0,0,-0.9965366381772761,0.007485770411809309,2.520864752147564e-8,2.502705176209358e-15,(9.120400000000001e-8(v1^2)) / (1.0 - ((v1 / v2)^2))
24,11.0,1155.0,0,-0.9965366381772761,0.007575373628975093,2.4917692313257106e-8,2.458054945743838e-15,(9.120400000000001e-8(v1^2)) / (1.0 - ((v1 / v2)^2))
25,13.0,76.0,0,-0.9965366381772761,0.0076890422968170745,2.5101527837845274e-8,2.4530349862153083e-15,(v2*(v1^2)) / (-1.097694840834248e7((v1^2) / v2 - v2))
26,11.0,387.0,0,-0.9965366381772761,0.007714125809256539,2.51352824548229e-8,2.452986698954268e-15,(9.120400000000001e-8(v1^2)) / (1.0 - ((v1 / v2)^2))
27,13.0,198.0,0,-0.9965366381772761,0.007807644484273712,2.53194223913527e-8,2.4591120286187376e-15,(v2*(v1^2)) / (-1.097694840834248e7((v1^2) / v2 - v2))
28,13.0,3.0,0,-0.9965366381772761,0.007568003869119115,2.5334571876902393e-8,2.7190150831459842e-15,(-9.14e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
29,15.0,19.0,0,-0.9965366381772761,0.007755720601710366,2.5150408656475407e-8,2.453168819653411e-15,(1.5129e-6(v1^2)) / (16.5 + (-16.5(v1^2)) / (v2^2))
30,11.0,391.0,0,-0.9965366381772761,0.00876053497386101,2.699400415455329e-8,2.698434589136599e-15,(9.07e-8(v1^2)) / (1.0 - ((v1 / v2)^2))
