run,compl,age,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,8.0,1497.0,-0.9995550611790879,0.10340380960887202,4.351977706713207e24,1.821051876423607e50,(v2*v3) / (1.6384e10(v1^2))
1,8.0,2233.0,-0.9995550611790879,0.10340006911343573,4.3528547779147495e24,1.8210399495007941e50,(v2*v3) / (1.63e10(v1^2))
2,8.0,1611.0,-0.9995550611790879,0.0833971785976564,1.205277334756314e25,3.640336206975231e51,(6.6e-11v2*v3) / (v1^2)
3,8.0,6332.0,-0.9995550611790879,0.10335718991361663,4.3629090907587355e24,1.8209743506302552e50,(6.15e-11v2*v3) / (v1^2)
4,8.0,5107.0,-0.9995550611790879,0.08430340485277715,1.5410528993647729e25,6.496808732933992e51,(6.75e-11v2*v3) / (v1^2)
5,8.0,4042.0,-0.9995550611790879,0.08367902654309105,1.4216528990554555e25,5.4920898116949575e51,(v2*v3) / (1.49e10(v1^2))
6,8.0,2813.0,-0.9995550611790879,0.10314087112891603,4.4136315096608435e24,1.822638378961913e50,v2*v3*((7.84e-6 / v1)^2)
7,8.0,6057.0,-0.9995550611790879,0.10335713090084224,4.3629229280714377e24,1.8209743505063504e50,(v2*v3) / (1.6384e10(v1^2))
8,8.0,2128.0,-0.9995550611790879,0.10380413216703702,4.258110091289504e24,1.8280836493724993e50,(v2*v3) / (1.63e10(v1^2))
9,8.0,7157.0,-0.9995550611790879,0.10335713089071617,4.3629229304457933e24,1.8209743505063544e50,(6.15e-11v2*v3) / (v1^2)
10,8.0,1543.0,-0.9995550611790879,0.10342014458376128,4.3481474825362476e24,1.8211156299536793e50,(6.15e-11v2*v3) / (v1^2)
11,8.0,6913.0,-0.9995550611790879,0.10335713089703855,4.3629229289633107e24,1.820974350506349e50,(v2*v3) / (1.6384e10(v1^2))
12,8.0,219.0,-0.9995550611790879,0.10335701723763327,4.362949579815579e24,1.8209743509660326e50,(v2*v3) / (1.6384e10(v1^2))
13,8.0,7166.0,-0.9995550611790879,0.08366810354553958,1.4195640918518857e25,5.4752873733681896e51,(v2*v3) / (1.4884e10(v1^2))
14,8.0,7108.0,-0.9995550611790879,0.08370148028664073,1.4259467333305814e25,5.52671318841182e51,(6.71e-11v2*v3) / (v1^2)
15,8.0,5573.0,-0.9995550611790879,0.10335723152550494,4.3628993336050353e24,1.8209743508666071e50,(v2*v3) / (1.63e10(v1^2))
16,8.0,8793.0,-0.9995550611790879,0.10335713090106304,4.3629229280196473e24,1.8209743505063488e50,(6.15e-11v2*v3) / (v1^2)
17,8.0,6174.0,-0.9995550611790879,0.10335713088907715,4.3629229308300796e24,1.820974350506347e50,(6.15e-11v2*v3) / (v1^2)
18,8.0,6689.0,-0.9995550611790879,0.10335713090157402,4.362922927899838e24,1.8209743505063492e50,(6.15e-11v2*v3) / (v1^2)
19,8.0,4995.0,-0.9995550611790879,0.08370663694176889,1.426932841615164e25,5.534680569454069e51,(6.71e-11v2*v3) / (v1^2)
20,8.0,4286.0,-0.9995550611790879,0.1035020029896446,4.328953327208411e24,1.8217211064835996e50,(6.15e-11v2*v3) / (v1^2)
21,8.0,74.0,-0.9995550611790879,0.10406855694845095,4.196107780442919e24,1.8389824876544912e50,(6.14e-11v2*v3) / (v1^2)
22,8.0,1708.0,-0.9995550611790879,0.10406996752183414,4.195777029259502e24,1.839053969382304e50,(6.14e-11v2*v3) / (v1^2)
23,8.0,81.0,-0.9995550611790879,0.10335729938206618,4.3628834226016114e24,1.8209743515163253e50,(6.15e-11v2*v3) / (v1^2)
24,8.0,76.0,-0.9995550611790879,0.1034150263892908,4.349347596545327e24,1.8210936115772847e50,(6.134969325153374e-11v2*v3) / (v1^2)
25,8.0,5177.0,-0.9995550611790879,0.10335713364380013,4.362922284902779e24,1.8209743505066175e50,(6.15e-11v2*v3) / (v1^2)
26,8.0,5222.0,-0.9995550611790879,0.08369801925754229,1.4252848799813983e25,5.521368992359179e51,(6.711409395973154e-11v2*v3) / (v1^2)
27,8.0,7224.0,-0.9995550611790879,0.10335713091699138,4.3629229242847636e24,1.8209743505063446e50,(6.15e-11v2*v3) / (v1^2)
28,8.0,6539.0,-0.9995550611790879,0.10335713092033785,4.362922923500085e24,1.8209743505063477e50,(6.15e-11v2*v3) / (v1^2)
29,8.0,407.0,-0.9995550611790879,0.1044731823598681,4.101231232182352e24,1.8652921006526902e50,(v2*v3) / (1.63e10(v1^2))
30,8.0,650.0,-0.9995550611790879,0.10361130286282765,4.303324697863053e24,1.823272956565792e50,(6.15e-11v2*v3) / (v1^2)
