run,compl,age,dim_penalty,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,3.0,1439.0,0,-0.8464961067853171,0.39695428374802927,175.99376759474353,51502.160434161924,70.4v1
1,3.0,546.0,0,-0.8464961067853171,0.3929765758570571,178.21330443630632,51762.314257399084,69.0v1
2,3.0,2120.0,0,-0.8464961067853171,0.4015297512591217,174.04728320754037,51903.83975807253,72.0v1
3,3.0,2689.0,0,-0.8464961067853171,0.4214175361415486,173.66889101659726,57075.00347660817,76.33587786259541v1
4,3.0,4541.0,0,-0.8464961067853171,0.38973557096657513,180.82335367584284,52748.06996514104,67.56756756756756v1
5,3.0,4330.0,0,-0.8464961067853171,0.39648382703625173,176.2562795822428,51501.03091443867,70.3v1
6,3.0,2967.0,0,-0.8464961067853171,0.3994734074688265,174.58811186033077,51653.80385244486,71.3v1
7,3.0,4581.0,0,-0.8464961067853171,0.39601325540687454,176.51885569306472,51508.46194972548,70.1v1
8,3.0,1218.0,0,-0.8464961067853171,0.4027853596024868,173.97049488619317,52087.383805168756,72.3v1
9,3.0,248.0,0,-0.8464961067853171,0.39625056447154977,176.38643867645098,51503.64432650891,70.2v1
10,3.0,2851.0,0,-0.8464961067853171,0.4066732019529165,173.84141086580792,52769.355102078385,72.99270072992701v1
11,3.0,1069.0,0,-0.8464961067853171,0.40326159001447853,173.94137041110943,52165.974593728686,72.4v1
12,3.0,3501.0,0,-0.8464961067853171,0.40013000183451136,174.22173619259823,51733.6400707816,71.6v1
13,3.0,529.0,0,-0.8464961067853171,0.39091019321908177,179.71688463396725,52251.5368606516,68.1v1
14,3.0,3384.0,0,-0.8464961067853171,0.398788880506064,174.97007374756305,51588.319135445745,71.1v1
15,3.0,4314.0,0,-0.8464961067853171,0.3925343813818773,178.46004626745605,51829.01956101791,68.9v1
16,3.0,2984.0,0,-0.8464961067853171,0.4053416526967632,173.85699099807763,52530.59756160178,73.0v1
17,3.0,1708.0,0,-0.8464961067853171,0.4186486062339858,173.70128958841588,56033.93179270505,75.75757575757576v1
18,3.0,314.0,0,-0.8464961067853171,0.3977056494803082,175.57451008011665,51521.71228788783,70.7v1
19,3.0,2352.0,0,-0.8464961067853171,0.38909566686578106,181.42612965406641,53071.2988733459,67.11409395973155v1
20,3.0,3960.0,0,-0.8464961067853171,0.3918418014015677,178.84650168956347,51948.68948871574,68.4931506849315v1
21,3.0,778.0,0,-0.8464961067853171,0.4079053777993862,173.82699347750713,53012.44252881892,73.5v1
22,3.0,2151.0,0,-0.8464961067853171,0.3978371178578825,175.5011515240022,51527.37714490022,70.8v1
23,3.0,2538.0,0,-0.8464961067853171,0.38550541220962076,184.80807276046824,55574.51863887392,65.35947712418302v1
24,3.0,4011.0,0,-0.8464961067853171,0.39022571278114193,180.36165056849094,52525.642744235876,67.56756756756756v1
25,3.0,355.0,0,-0.8464961067853171,0.390064315410917,180.5136834396654,52596.475595802316,67.56756756756756v1
26,3.0,3303.0,0,-0.8464961067853171,0.3976818465028698,175.58779199694203,51520.75808977452,70.7v1
27,3.0,3602.0,0,-0.8464961067853171,0.3950447753082021,177.05926170533183,51550.69924566143,69.8v1
28,3.0,530.0,0,-0.8464961067853171,0.39468000309722295,177.26280238333982,51576.00969799527,69.44444444444444v1
29,3.0,3218.0,0,-0.8464961067853171,0.3979732061241209,175.4252150980756,51533.94498982026,70.8v1
30,3.0,1668.0,0,-0.8464961067853171,0.38967552033669006,180.87992008497653,52776.821474678625,67.4v1
