run,compl,age,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,10.0,2714.0,-1.0,1.925012054709309e-15,2.5005638585403525e-14,8.442025318026705e-28,15.7 - 0.905log(v1)
1,6.0,297.0,-1.0,2.2470588659972035e-15,2.862667368110404e-14,9.819497821758779e-28,15.6 - 0.905log(v1)
2,6.0,1232.0,-1.0,2.2470588659972035e-15,2.862667368110404e-14,9.819497821758779e-28,15.6 - 0.905log(v1)
3,6.0,2998.0,-1.0,2.2656982137335422e-15,2.8899959348704076e-14,9.894743015795246e-28,15.6 - 0.905log(v1)
4,6.0,3034.0,-1.0,2.2598674935699224e-15,2.8831637931804064e-14,9.837702304186957e-28,-0.905log(3.09e-8v1)
5,6.0,1222.0,-1.0,2.2470588659972035e-15,2.862667368110404e-14,9.819497821758779e-28,15.6 - 0.905log(v1)
6,6.0,2330.0,-1.0,2.2614759047668476e-15,2.8831637931804064e-14,9.937220141460991e-28,15.6 - 0.905log(v1)
7,6.0,718.0,-1.0,2.250214161482117e-15,2.8694995098004045e-14,9.944501934432262e-28,15.6 - 0.9090909090909091log(v1)
8,6.0,3090.0,-1.0,2.2470588659972035e-15,2.862667368110404e-14,9.819497821758779e-28,15.6 - 0.905log(v1)
9,6.0,1679.0,-1.0,2.2470588659972035e-15,2.862667368110404e-14,9.819497821758779e-28,15.6 - 0.905log(v1)
10,6.0,2331.0,-1.0,2.247052958352008e-15,2.862667368110404e-14,9.904452073090272e-28,15.6 - 0.905log(v1)
11,6.0,2236.0,-1.0,2.242395014829381e-15,2.8558352264204026e-14,9.92265655551845e-28,15.6 - 0.905log(v1)
12,6.0,316.0,-1.0,2.237976070616686e-15,2.8558352264204026e-14,9.920229291194692e-28,15.7 - 0.905log(v1)
13,6.0,2048.0,-1.0,2.2656982137335422e-15,2.8899959348704076e-14,9.894743015795246e-28,15.6 - 0.905log(v1)
14,6.0,2560.0,-1.0,2.2350510373080348e-15,2.849003084730402e-14,9.838915936348835e-28,-0.9090909090909091log(3.09e-8v1)
15,6.0,2485.0,-1.0,2.2470588659972035e-15,2.862667368110404e-14,9.819497821758779e-28,15.6 - 0.905log(v1)
16,6.0,1619.0,-1.0,2.2660002112966523e-15,2.8899959348704076e-14,9.853479522291377e-28,15.6 - 0.905log(v1)
17,6.0,3095.0,-1.0,2.247052958352008e-15,2.862667368110404e-14,9.904452073090272e-28,15.6 - 0.905log(v1)
18,6.0,1025.0,-1.0,2.2660002112966523e-15,2.8899959348704076e-14,9.853479522291377e-28,15.6 - 0.905log(v1)
19,6.0,362.0,-1.0,2.2614759047668476e-15,2.8831637931804064e-14,9.937220141460991e-28,15.6 - 0.905log(v1)
20,6.0,1108.0,-1.0,2.241849066123483e-15,2.8558352264204026e-14,9.908092969575908e-28,15.6 - 0.9090909090909091log(v1)
21,6.0,619.0,-1.0,2.257647807397999e-15,2.876331651490406e-14,9.868043108233918e-28,-0.905log(3.09e-8v1)
22,6.0,1580.0,-1.0,2.2660002112966523e-15,2.8899959348704076e-14,9.853479522291377e-28,15.6 - 0.905log(v1)
23,6.0,1582.0,-1.0,2.2773902562999277e-15,2.9036602182504095e-14,9.989406324421767e-28,-0.905log(3.09e-8v1)
24,6.0,2514.0,-1.0,2.2660002112966523e-15,2.8899959348704076e-14,9.853479522291377e-28,15.6 - 0.905log(v1)
25,6.0,186.0,-1.0,2.2656982137335422e-15,2.8899959348704076e-14,9.894743015795246e-28,15.6 - 0.905log(v1)
26,7.0,2377.0,-1.0,2.242395014829381e-15,2.8558352264204026e-14,9.92265655551845e-28,15.625 - 0.905log(v1)
27,6.0,926.0,-1.0,2.242395014829381e-15,2.8558352264204026e-14,9.92265655551845e-28,15.6 - 0.905log(v1)
28,6.0,2520.0,-1.0,2.2470588659972035e-15,2.862667368110404e-14,9.819497821758779e-28,15.6 - 0.905log(v1)
29,6.0,907.0,-1.0,2.2660002112966523e-15,2.8899959348704076e-14,9.853479522291377e-28,15.6 - 0.905log(v1)
30,6.0,2442.0,-1.0,2.2668934256803864e-15,2.8899959348704076e-14,9.926297452004086e-28,15.6 - 0.9090909090909091log(v1)
