run,compl,age,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,13.0,3032.0,-1.0,1.5515924851581147e-8,3.6305274072653314e-7,1.5283320872799232e-13,1.2log(exp(-3.324786324786325e-9v1) / v1) - 2.35
1,10.0,230.0,-1.0,5.01870056438645e-17,1.1842378929335002e-15,5.142204419218447e-30,1.2log(0.141 / v1) - 4.0e-9v1
2,11.0,503.0,-1.0,3.206802733275957e-14,7.714651962521236e-13,7.008184185207986e-25,-0.4(1.0e-8v1 + log(353.35689045936397(v1^3)))
3,12.0,1523.0,-1.0,2.4249888051063682e-8,5.895978995235291e-7,5.170832138593711e-13,-2.7(1.4814814814814814e-9v1 + 0.445log(7.092198581560284v1))
4,10.0,511.0,-1.0,0.0020053948972080797,0.05347809976652637,0.007241425061789798,-2.35 - 3.85e-9v1 - 1.2log(v1)
5,10.0,3800.0,-1.0,3.048210228693728e-8,8.549854925113912e-7,2.0011273299472356e-12,-2.35 - 4.0e-9v1 - 1.2log(v1)
6,10.0,1712.0,-1.0,0.005894687064327286,0.13750944878653432,0.022177091740140466,-3.79e-9v1 - 1.29log(2v1)
7,10.0,857.0,-1.0,0.002085319837905143,0.0676056605841928,0.021790152555141742,-2.35 - 3.79e-9v1 - 1.2log(v1)
8,10.0,2240.0,-1.0,6.33637006805936e-5,0.001622844824506323,3.5884637130554654e-6,1.2(-3.33e-9v1 - log(7.01v1))
9,10.0,153.0,-1.0,1.3236421126515924e-6,3.255121640611526e-5,1.4604094460409498e-9,1.2(-1.96 - 3.3333333333333334e-9v1 - log(v1))
10,14.0,233.0,-1.0,3.055008460579384e-8,8.370711047110422e-7,2.0110641377680005e-12,-0.00030674846625766873(7660.0 + 1.3054830287206266e-5(v1 + 3.01e8log(v1)))
12,12.0,315.0,-1.0,1.830604550159996e-8,4.794516890171963e-7,5.312512671416256e-13,-0.549(7.299270072992701e-9v1 - 2.18log(0.141 / v1))
13,12.0,1280.0,-1.0,1.1286033937456326e-9,2.7559013573266012e-8,1.2666909126104258e-15,1.2(-1.96 - 3.3333333333333334e-9v1 - log(v1))
14,12.0,1635.0,-1.0,4.4657518836893626e-10,1.2587916026413276e-8,5.039047083477011e-16,1.2004801920768309(-3.3283582089552237e-9v1 - log(7.092198581560284v1))
15,10.0,376.0,-1.0,3.4351836252941564e-16,8.552829226741947e-15,1.1266102409378598e-28,-4.0e-9v1 - 1.2(1.96 + log(v1))
16,15.0,156.0,-1.0,5.389833439188459e-16,1.3552944774683393e-14,3.21154039636643e-28,-1.2004801920768309(1.96 + 3.307949e-9v1 + log(v1))
17,12.0,637.0,-1.0,1.1944223733729169e-8,2.7316314596301136e-7,1.046269943094105e-13,-1.2(0.537(3.64 + 6.2111801242236026e-9v1) + log(v1))
18,11.0,68.0,-1.0,3.9240858886567586e-15,9.197580968450186e-14,1.0245608568728247e-26,-0.4(1.0e-8v1 + log(353.35689045936397(v1^3)))
19,12.0,9.0,-1.0,2.7542211784543923e-8,6.747144487233241e-7,7.646603565673944e-13,-0.0002631578947368421(8910.0 + 1.5197568389057751e-5v1 + 4560.0log(v1))
20,12.0,3049.0,-1.0,1.1905045020558064e-9,2.8778876236822692e-8,1.2394933519787141e-15,-2.35 - 4.0e-9v1 - 1.2log(v1)
21,17.0,1740.0,-1.0,2.2954491304857053e-12,5.7124083241433254e-11,5.620663574874314e-21,((1130.0 + (3.7869822485207104e-6v1) / log(v1))*log(v1)) / -945.0 - 2.35
22,12.0,1978.0,-1.0,2.842966214737071e-10,8.408752081465906e-9,2.895009984313677e-16,1.2log(0.141 / v1) - 3.9956568946796956e-9v1
23,10.0,131.0,-1.0,4.2339405639382207e-7,1.3726053430850192e-5,8.981374210000612e-10,1.2log(0.141 / v1) - 4.0e-9v1
24,12.0,2285.0,-1.0,1.279911390351442e-9,3.203314670309333e-8,1.648336564255724e-15,1.2(-1.96 - 3.333333333333333e-9v1 - log(v1))
25,10.0,142.0,-1.0,1.6285166035440572e-6,5.2403843284309914e-5,1.3176359405336075e-8,-4.0e-9v1 - 1.2log(7.092198581560284v1)
26,10.0,120.0,-1.0,4.9951661507557796e-8,1.229496032227349e-6,2.6282778956994684e-12,-2.35 - 4.0e-9v1 - 1.2log(v1)
28,19.0,1651.0,-1.0,1.038780314876518e-9,2.3713313913310264e-8,7.017185449593462e-16,log(v1) / (-0.304 / ((-log(v1)) / (9.174311926605505e-9(v1 - 0.89)) - 0.364) - 0.833) - 2.35
29,10.0,98.0,-1.0,9.053305546220205e-9,2.392617793765971e-7,1.315205244011273e-13,1.2log(0.141 / v1) - 4.0e-9v1
30,12.0,1489.0,-1.0,9.216295443350022e-9,2.115015799699062e-7,5.363845186071623e-14,-1.2(3.3333333333333334e-9v1 + log(7.092198581560284v1))
