run,compl,age,dim_penalty,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,14.0,1116.0,0,-1.0,2.694160033135483e-15,5.346630781746754e-21,4.818606843890596e-41,(-9.12e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
1,11.0,172.0,0,-1.0,3.1342413419588735e-7,4.4910740210196924e-13,2.998731184074999e-25,(9.12e-8(v1^2)) / (1.0 - ((v1 / v2)^2))
2,13.0,1070.0,0,-1.0,2.9907253183476216e-15,6.3029839187560625e-21,6.771417497741275e-41,(-9.12e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
3,13.0,578.0,0,-1.0,2.705803483018315e-15,6.232044909423515e-21,7.013751047669288e-41,(v2*(v1^2)) / (-1.0964912280701755e7((v1^2) / v2 - v2))
4,11.0,766.0,0,-1.0,2.7474725145422294e-5,4.058455170820663e-11,2.450772892176422e-21,(9.120400000000001e-8(v1^2)) / (1.0 - ((v1 / v2)^2))
5,12.0,404.0,0,-1.0,4.613738718332618e-5,6.967502495970249e-11,7.339329266142262e-21,(-9.11e-8(v1^2)) / ((v1 / v2)^2 - 1.0)
6,11.0,337.0,0,-1.0,3.856358095999134e-5,5.6122517907253416e-11,4.669749130330631e-21,(9.12e-8(v1^2)) / (1.0 - ((v1 / v2)^2))
7,16.0,590.0,0,-1.0,2.90890982426741e-15,6.038021424943077e-21,6.241057207885164e-41,(9.12e-8(v1^2)*(v2^2)) / ((v1 + v2)*(v2 - v1))
8,13.0,2974.0,0,-1.0,3.064521763526721e-15,6.091490379738504e-21,6.479050936469162e-41,(-9.12e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
9,13.0,3241.0,0,-1.0,2.75018591750154e-15,5.387658940129384e-21,4.857238190279719e-41,(-9.12e-8(v1^3)) / (v1*((v1 / v2)^2) - v1)
10,11.0,757.0,0,-1.0,4.970049434832544e-5,7.302314100997133e-11,7.918435032249916e-21,(-9.11e-8(v1^2)) / ((v1 / v2)^2 - 1.0)
11,13.0,2225.0,0,-1.0,3.1740201880228545e-15,6.0822259568779104e-21,6.53981088755767e-41,(-9.12e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
12,13.0,19.0,0,-1.0,3.064521763526721e-15,6.091490379738504e-21,6.479050936469162e-41,(-9.12e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
13,11.0,259.0,0,-1.0,3.752779870615502e-6,5.510796730261597e-12,4.509003159139776e-23,(9.12e-8(v1^2)) / (1.0 - ((v1 / v2)^2))
14,15.0,171.0,0,-1.0,4.27483417739831e-5,6.469239203384969e-11,6.340873601716294e-21,(9.12e-8v2*(v1^2)) / (v2 + (-(v1^2)) / v2)
15,13.0,1636.0,0,-1.0,2.5351735721155556e-15,5.205017460877675e-21,4.5470075258597755e-41,(-9.12e-8v1*v2) / (v1 / v2 + (-v2) / v1)
16,11.0,1357.0,0,-1.0,3.494147471094667e-5,5.145770115300187e-11,3.9350743927237416e-21,(9.120400000000001e-8(v1^2)) / (1.0 - ((v1 / v2)^2))
17,13.0,1708.0,0,-1.0,3.013148603919875e-15,6.3617468294718296e-21,6.888646624020529e-41,(-9.12e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
18,13.0,3850.0,0,-1.0,2.998530373185865e-15,6.1711644163396115e-21,6.532515027103163e-41,(-9.12e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
19,13.0,1578.0,0,-1.0,3.010489809994144e-15,6.171693811931646e-21,6.486630209538079e-41,(v2*(v1^2)) / (-1.0964912280701755e7((v1^2) / v2 - v2))
20,11.0,2936.0,0,-1.0,8.188256660366351e-8,1.6641892630888882e-13,4.4361541395406644e-26,(v1^2) / (-1.0964912280701755e7((v1 / v2)^2 - 1.0))
21,11.0,570.0,0,-1.0,7.156170786406507e-8,1.4946708477209978e-13,3.6550335173275126e-26,(9.120400000000001e-8(v1^2)) / (1.0 - ((v1 / v2)^2))
22,13.0,3292.0,0,-1.0,3.064521763526721e-15,6.091490379738504e-21,6.479050936469162e-41,(-9.12e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
23,11.0,304.0,0,-1.0,4.73644349004243e-5,6.90488983260095e-11,7.06933345196764e-21,(-9.11e-8(v1^2)) / ((v1 / v2)^2 - 1.0)
24,13.0,44.0,0,-1.0,2.4563775924380024e-8,7.295529626560117e-14,1.199387348947125e-26,(9.112499999999998e-8(v1^2)) / (1.0 - ((v1 / v2)^2))
25,11.0,3340.0,0,-1.0,4.9580923995187115e-5,7.014997502206419e-11,7.370963276811045e-21,(-9.11e-8(v1^2)) / ((v1 / v2)^2 - 1.0)
26,16.0,14.0,0,-1.0,4.082280205470968e-12,1.3659557974586063e-17,4.654333486019942e-34,(-9.112499999999998e-8(v1^3)) / ((v1^3) / (v2^2) - v1)
27,17.0,845.0,0,-1.0,2.856992757597079e-15,5.933201097720357e-21,6.108017931682165e-41,(9.12e-8(v1^2)*(v2^2)) / ((v1 + v2)*(v2 - v1))
28,11.0,1591.0,0,-1.0,5.177892954709523e-5,7.381474743675079e-11,8.120597928165566e-21,(-9.11e-8(v1^2)) / ((v1 / v2)^2 - 1.0)
29,13.0,567.0,0,-1.0,3.076755639490088e-15,6.35909985151166e-21,6.961949247338592e-41,(-9.12e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
30,13.0,1851.0,0,-1.0,3.0712708070479545e-15,6.354864686775389e-21,6.95002139481026e-41,(-9.12e-8v2*(v1^2)) / ((v1^2) / v2 - v2)
