run,compl,age,dim_penalty,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,4.0,1713.0,0,-0.34327926886536864,0.3722049149415994,12.952828268040186,373.46653498234656,log((1.37e-5/v1))
1,1.0,4033.0,0,-0.0026878709990495633,0.29107615813142723,11.123844538556408,385.50120293929604,-37.9
2,4.0,8264.0,0,-0.34327926886536864,0.36300306678204,12.867460105119347,372.59104230405944,log((3.51e-5/v1))
3,11.0,3252.0,0,-0.981288155185493,0.08955754092134045,2.819235445327844,10.159408039868854,(log(pow3((1.06e-16*v1)))+(v1*(-5.08e-11/v2)))
4,1.0,2666.0,0,100.0,0.28410552569019304,10.986194608852474,385.7718327775915,-37.5
5,4.0,8696.0,0,-0.34327926886536864,0.3603321158913336,12.854070094129685,372.6937636755311,log((4.82e-5/v1))
6,4.0,2891.0,0,-0.34327926886536864,0.3692350179329251,12.921978892820835,373.00795957274426,log((1.83e-5/v1))
7,4.0,2457.0,0,-0.34327926886536864,0.3695816571626089,12.925579557635487,373.05281408420876,log((1.77e-5/v1))
8,4.0,3121.0,0,-0.34327926886536864,0.3621078685486538,12.862937994658214,372.60298188824424,log((3.9e-5/v1))
9,4.0,7394.0,0,-0.34327926886536864,0.36055714826947416,12.85510450243802,372.6771153147214,log((4.69e-5/v1))
10,4.0,8376.0,0,-0.34327926886536864,0.3577524817591973,12.847048996098492,373.0141934336322,log((6.7e-5/v1))
11,4.0,6491.0,0,-0.34327926886536864,0.36162505537692274,12.860499054976229,372.6187972123272,log((4.13e-5/v1))
12,4.0,3261.0,0,-0.34327926886536864,0.36298333155113194,12.867360412234781,372.59106204205796,log((3.52e-5/v1))
13,4.0,6614.0,0,-0.34327926886536864,0.367546658642947,12.904441305123528,372.8222451119252,log((2.16e-5/v1))
14,4.0,1198.0,0,-0.34327926886536864,0.3668573013840596,12.897302572297484,372.7619731863211,log((2.31e-5/v1))
15,24.0,43.0,0,-0.9998988548928945,0.0013138895159371335,0.039639749143013034,0.0026863477668392943,(-113.0+(log((v1*(v1*(v2*((v1/(4.62*v2))--5.25e9)))))-((43.6*v1)/(9.09e11*v2))))
16,4.0,8819.0,0,-0.34327926886536864,0.36734350015114353,12.902331025701603,372.8035619124079,log((2.21e-5/v1))
17,4.0,5610.0,0,-0.34327926886536864,0.3641246258715442,12.87396561584666,372.6070939005539,log((3.08e-5/v1))
18,4.0,2063.0,0,-0.34327926886536864,0.3683095300706658,12.912365521636447,372.89942755567824,log((2.01e-5/v1))
19,4.0,9626.0,0,-0.34327926886536864,0.3606585314112507,12.85561664125701,372.6701979237368,log((4.63e-5/v1))
20,11.0,4405.0,0,-0.984943828342304,0.03530897030010933,1.1440345140251191,1.9289444980288644,(log(pow2((-6.27e-19*v1)))-(4.58e-11*(v1/v2)))
21,21.0,87.0,0,-0.9999133041939097,0.0019036832155387804,0.06124352247679509,0.0071890820835521525,((log((pow2(v1)*(v1*(0.131+((2.77e9*v2)/v1)))))-((v1/v2)/2.08e10))-113.0)
22,12.0,2002.0,0,-0.984943828342304,0.03588194535294455,1.1561420162255798,1.9299445503632306,log((3.63609e-37(v1^2)) / exp((4.57e-11v1) / v2))
23,4.0,4458.0,0,-0.34327926886536864,0.3621620945208321,12.86321191816131,372.6016160154303,log((3.88e-5/v1))
24,4.0,4356.0,0,-0.34327926886536864,0.3679891025856672,12.909037127524991,372.8656571384129,log((2.07e-5/v1))
25,4.0,7505.0,0,-0.34327926886536864,0.35849586416029,12.84907229104862,372.8995165696459,log((6.09e-5/v1))
26,4.0,4843.0,0,-0.34327926886536864,0.36158240134758246,12.860283587356763,372.62051026706183,log((4.15e-5/v1))
27,4.0,5714.0,0,-0.34327926886536864,0.35810950507604855,12.848020721381467,372.95686048498686,log((6.4e-5/v1))
28,4.0,8054.0,0,-0.34327926886536864,0.3630242408080572,12.867567066104057,372.5910333339438,log((3.5e-5/v1))
29,4.0,2392.0,0,-0.34327926886536864,0.3681804228825521,12.911024439411039,372.8855852290904,log((2.03e-5/v1))
30,4.0,2664.0,0,-0.34327926886536864,0.36575785384258175,12.887591222826956,372.6806379165043,log((2.59e-5/v1))
