run,compl,age,dim_penalty,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,1.0,10979.0,0,-0.3044659105091065,9.485265854334566e48,8.107232884434717e-10,6.722810838896724e-18,4.93e-10
1,1.0,3461.0,0,-0.13523379072600364,3.654627849235139e48,5.488675597696035e-10,6.760908269403451e-18,1.9e-10
2,1.0,8660.0,0,-0.18993161819295673,8.777614290995765e48,7.781934710079226e-10,6.717659766524455e-18,4.56e-10
3,1.0,8696.0,0,-0.0026878709990495633,9.489762114010394e48,8.109319233808372e-10,6.722852201219082e-18,4.93e-10
4,1.0,10012.0,0,-0.1015202717127888,9.466584697166491e48,8.09856447483053e-10,6.722640153270348e-18,4.92e-10
5,1.0,8877.0,0,100.0,9.502762323465435e48,8.115351576424123e-10,6.7229724069957374e-18,4.93e-10
6,1.0,6148.0,0,-0.3045015018249694,9.674605138410963e48,8.195089886748359e-10,6.724646988029791e-18,5.02e-10
7,1.0,4865.0,0,-0.18780546480806043,3.6468990771365604e48,5.485345465543903e-10,6.761080435558786e-18,1.89e-10
8,1.0,5159.0,0,-0.10588571457213752,9.486804432611807e48,8.107946813801901e-10,6.722824980429199e-18,4.93e-10
9,1.0,8731.0,0,-0.08796555924508616,3.4562781070556344e48,5.403211717357186e-10,6.765428655112258e-18,1.79e-10
10,1.0,11420.0,0,-0.097087435364483,7.676062426651129e48,7.282963869525651e-10,6.715014994930068e-18,3.99e-10
11,1.0,3958.0,0,-0.0026878709990495633,9.465699959116181e48,8.098153939672379e-10,6.722632116288118e-18,4.92e-10
12,1.0,7624.0,0,-0.1777046633277277,2.7192090299846856e48,5.085627319656035e-10,6.784085455411144e-18,1.41e-10
13,1.0,513.0,0,-0.097087435364483,6.987168606396168e48,6.970915077570413e-10,6.716686685757646e-18,3.63e-10
14,1.0,9785.0,0,-0.10586611353771336,9.630192807904235e48,8.174481726940859e-10,6.7241989372214305e-18,5.0e-10
15,1.0,7975.0,0,-0.097087435364483,9.672888168307413e48,8.194293180205943e-10,6.724629468835573e-18,5.02e-10
16,1.0,9756.0,0,-0.3045015018249694,9.445322809322183e48,8.088698557471426e-10,6.722448177948271e-18,4.9e-10
17,1.0,8312.0,0,-0.097087435364483,3.3338405126352534e48,5.350456458875176e-10,6.768324905947235e-18,1.73e-10
18,1.0,6694.0,0,-0.1777046633277277,7.74352636167545e48,7.313523062838041e-10,6.714988868702447e-18,4.02e-10
19,1.0,3716.0,0,100.0,7.595184399735306e48,7.246328484140036e-10,6.7150786650871444e-18,3.94e-10
20,1.0,216.0,0,-0.097087435364483,8.837520839715117e48,7.80907062799349e-10,6.717991205047887e-18,4.59e-10
21,1.0,733.0,0,-0.10588571457213752,9.547108934264341e48,8.135929241046487e-10,6.723389312744982e-18,4.96e-10
22,1.0,9091.0,0,-0.1015202717127888,9.701758305906889e48,8.207689469086222e-10,6.724926160466902e-18,5.04e-10
23,1.0,1350.0,0,-0.16358756401989677,7.457443326849872e48,7.183935798746792e-10,6.715268293188857e-18,3.87e-10
24,1.0,9954.0,0,-0.1015202717127888,9.469176780462283e48,8.099767250415253e-10,6.722663724118461e-18,4.92e-10
25,1.0,5663.0,0,-0.2716584866224147,3.462376121080854e48,5.405839197157411e-10,6.765286520504738e-18,1.8e-10
26,1.0,6144.0,0,-0.15972930953534278,8.905995647322311e48,7.840087717078835e-10,6.7183937511417305e-18,4.62e-10
27,1.0,936.0,0,-0.097087435364483,6.993600334072144e48,6.973828462467274e-10,6.716659243157249e-18,3.63e-10
28,1.0,11034.0,0,-0.3044659105091065,9.364032780014067e48,8.050978449212658e-10,6.721736681210943e-18,4.86e-10
29,1.0,8204.0,0,-0.097087435364483,9.550979068025892e48,8.137725056175401e-10,6.723426199301071e-18,4.96e-10
30,1.0,8473.0,0,-0.1777046633277277,9.582620759948001e48,8.152407398585048e-10,6.723730808521685e-18,4.98e-10
