run,compl,age,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,7.0,6380.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
1,7.0,5173.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
2,7.0,4085.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
3,7.0,5642.0,-1.0,1.0826244031830851e-15,4.155964461460826e-12,5.933956122172543e-23,(8.31v1*v2) / v3
4,7.0,6639.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
5,7.0,4782.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
6,7.0,5755.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
7,7.0,6676.0,-1.0,1.0826244031830851e-15,4.155964461460826e-12,5.933956122172543e-23,(8.31v1*v2) / v3
8,7.0,5022.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
9,7.0,5443.0,-1.0,1.0378885095050514e-15,4.135121874545197e-12,6.067931377895812e-23,(8.333333333333334v1*v2) / v3
10,7.0,7369.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
11,7.0,5852.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
12,7.0,6083.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
13,7.0,5828.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
14,7.0,5261.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
15,7.0,2279.0,-1.0,1.023810378518618e-15,4.0235666650308605e-12,5.915388818745954e-23,(v1*v2) / (0.12v3)
16,7.0,3655.0,-1.0,1.049799545569478e-15,3.921248511081406e-12,5.897423489817069e-23,(8.333333333333334v1*v2) / v3
17,7.0,5817.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
18,7.0,2863.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
19,7.0,2996.0,-1.0,1.0453997632575236e-15,3.9153273216167385e-12,5.90370156044518e-23,(8.333333333333334v1*v2) / v3
20,7.0,5572.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
21,7.0,6424.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
22,7.0,3664.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
23,7.0,2856.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
24,7.0,5279.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
25,7.0,8341.0,-1.0,1.0826244031830851e-15,4.155964461460826e-12,5.933956122172543e-23,(8.31v1*v2) / v3
26,7.0,4673.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
27,7.0,5714.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
28,7.0,5790.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
29,7.0,5757.0,-1.0,1.0027315166047115e-15,3.5335290249349783e-12,5.628042005724749e-23,(8.333333333333334v1*v2) / v3
30,7.0,1491.0,-1.0,1.039597516415166e-15,3.82911480301118e-12,5.814502302137744e-23,(8.333333333333334v1*v2) / v3
