run,compl,age,dim_penalty,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,9.0,757.0,0,-0.96440489432703,0.2240089301154708,630.7885482733205,736701.0496480629,(8.88v1*v2) / (4.13 + v3)
1,9.0,820.0,0,-0.9688542825361512,0.18686715820154823,607.9664619164956,790103.8187614948,(8.04v1*v2) / (3.27 + v3)
2,9.0,3319.0,0,-0.96440489432703,0.23027277192825193,665.9818929779507,787437.8477721906,(8.99v1*v2) / (4.09 + v3)
3,9.0,657.0,0,-0.96440489432703,0.21466189513491807,612.3592443099485,725783.4313947362,(8.69v1*v2) / (4.07 + v3)
6,9.0,1395.0,0,-0.96440489432703,0.21510720252701063,612.7356844853163,725470.825941546,(-8.7v1*v2) / (-4.08 - v3)
7,9.0,1893.0,0,-0.96440489432703,0.21281749427099136,610.5502901792566,725177.744290902,(8.65v1*v2) / (4.02 + v3)
9,9.0,680.0,0,-0.96440489432703,0.2186456745840601,618.8483871775821,729326.8452577745,(-8.77v1*v2) / (-4.06 - v3)
10,9.0,2629.0,0,-0.96440489432703,0.2201191147904536,642.8201272296542,755200.6098717772,(8.78v1*v2) / (3.96 + v3)
12,9.0,312.0,0,-0.96440489432703,0.21447535231612366,612.0442532323999,724948.3122489833,(v1*v2) / (0.115(4.04 + v3))
13,9.0,1846.0,0,-0.96440489432703,0.21465220845927852,612.354103407249,725823.0920537199,(v1*v2) / (0.115(4.08 + v3))
14,9.0,3404.0,0,-0.96440489432703,0.21358833462194582,637.7350466315634,757329.0097789278,(8.64v1*v2) / (3.82 + v3)
15,9.0,684.0,0,-0.96440489432703,0.22756222554042055,642.783560837969,748637.0668893718,(8.95v1*v2) / (4.15 + v3)
16,9.0,2627.0,0,-0.96440489432703,0.21288891805496946,610.4868472103956,725315.9167701144,(-8.65v1*v2) / (-3.99 - v3)
17,9.0,3664.0,0,-0.96440489432703,0.21591939465396107,613.3369794359297,724967.6321442232,(8.72v1*v2) / (4.07 + v3)
19,9.0,2630.0,0,-0.96440489432703,0.2127853340845685,611.0860612497416,736979.0603321944,(8.65v1*v2) / (4.12 + v3)
25,9.0,3511.0,0,-0.96440489432703,0.21569974076396442,613.0639655640808,725177.561712805,(8.71v1*v2) / (4.05 + v3)
27,9.0,878.0,0,-0.96440489432703,0.21533783017742517,612.7941081731017,724947.0710884463,(8.7v1*v2) / (4.05 + v3)
30,9.0,290.0,0,-0.96440489432703,0.2105911781090481,608.7218105794828,727913.0260987482,(v1*v2) / (0.466 + 0.116v3)
