run,compl,age,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,8.0,1036.0,-1.0,1.334533776539292e-15,3.628054748430708e10,1.8481418492865505e22,(v2*v3) / (1.4884e10(v1^2))
1,8.0,7063.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
2,8.0,6255.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
3,8.0,5430.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
4,8.0,3629.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
5,8.0,6348.0,-1.0,1.390227715261986e-15,4.5461111747787025e10,2.0376734989641255e22,(6.666666666666667e-11v2*v3) / (v1^2)
6,8.0,7522.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
7,8.0,8420.0,-1.0,1.334533776539292e-15,3.628054748430708e10,1.8481418492865505e22,(v2*v3) / (1.4884e10(v1^2))
8,8.0,4383.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
9,8.0,6150.0,-1.0,1.174430922083096e-15,8.647757490083904e10,1.0410112599520411e23,(v2*v3) / (1.4884e10(v1^2))
10,8.0,5877.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
11,8.0,3210.0,-1.0,1.1707041512900034e-15,1.0716506922403464e11,1.766738453697464e23,(v2*v3) / (1.4884e10(v1^2))
12,8.0,8005.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
13,8.0,6566.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
14,8.0,5885.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
15,8.0,4218.0,-1.0,1.334533776539292e-15,3.628054748430708e10,1.8481418492865505e22,(v2*v3) / (1.4884e10(v1^2))
16,8.0,4550.0,-1.0,1.334533776539292e-15,3.628054748430708e10,1.8481418492865505e22,(v2*v3) / (1.4884e10(v1^2))
17,8.0,8907.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
18,8.0,7983.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
19,8.0,5388.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
20,8.0,6135.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
21,8.0,9470.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
22,8.0,5697.0,-1.0,1.174430922083096e-15,8.647757490083904e10,1.0410112599520411e23,(v2*v3) / (1.4884e10(v1^2))
23,8.0,2082.0,-1.0,1.3461402553963945e-15,3.851750961871516e10,2.052784455586345e22,(v2*v3) / (1.4884e10(v1^2))
24,8.0,5872.0,-1.0,1.4154556118884586e-15,4.7698091536590416e10,2.304671864978938e22,(6.666666666666667e-11v2*v3) / (v1^2)
25,8.0,3991.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
26,8.0,9100.0,-1.0,1.3320878897847517e-15,3.6298442634715416e10,1.848163946948705e22,(v2*v3) / (1.4884e10(v1^2))
27,8.0,4516.0,-1.0,1.390227715261986e-15,4.5461111747787025e10,2.0376734989641255e22,(6.666666666666667e-11v2*v3) / (v1^2)
28,8.0,6294.0,-1.0,1.4108766766772153e-15,4.997070565551567e10,2.603727211590429e22,(6.666666666666667e-11v2*v3) / (v1^2)
29,8.0,5507.0,-1.0,1.390227715261986e-15,4.5461111747787025e10,2.0376734989641255e22,(6.666666666666667e-11v2*v3) / (v1^2)
30,8.0,6359.0,-1.0,1.3454842725366268e-15,3.6226895884315414e10,1.8481485752594053e22,(v2*v3) / (1.4884e10(v1^2))
