run,compl,age,dim_penalty,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,1.0,2990.0,0,-0.007601998176451827,6.839119953847488e48,6.903853359465121e-10,6.717380039015426e-18,3.55e-10
1,1.0,1207.0,0,-0.1015202717127888,9.662149378207135e48,8.189310178863734e-10,6.72452025568606e-18,5.02e-10
2,1.0,5097.0,0,-0.2499575515745306,9.563494747056255e48,8.143532567526736e-10,6.723546040200667e-18,4.97e-10
3,1.0,3977.0,0,-0.07442061532080725,1.6697892434871035e48,4.6491413721154043e-10,6.815703485749946e-18,8.67e-11
4,1.0,4629.0,0,-0.097087435364483,9.709759008632685e48,8.211401946194813e-10,6.725009177200942e-18,5.04e-10
5,1.0,4952.0,0,-0.1777046633277277,9.488200011573841e48,8.10859438878716e-10,6.722837818653204e-18,4.93e-10
6,1.0,9652.0,0,-0.2499575515745306,9.468215568912056e48,8.099321230109405e-10,6.722654979211379e-18,4.92e-10
7,1.0,10160.0,0,-0.3045015018249694,9.621471977902784e48,8.170435097181209e-10,6.724112207087076e-18,5.0e-10
8,1.0,7036.0,0,-0.007581564485187637,6.783723393233707e48,6.878760334517373e-10,6.7176698643682434e-18,3.52e-10
9,1.0,8860.0,0,-0.3045015018249694,8.854413946638796e48,7.816722712324795e-10,6.718088165865347e-18,4.6e-10
10,1.0,7587.0,0,-0.097087435364483,9.70352632712289e48,8.2085098643086e-10,6.724944476061894e-18,5.04e-10
11,1.0,9786.0,0,-0.3045015018249694,9.3823940334278e48,8.059498417435426e-10,6.721894273936848e-18,4.87e-10
12,1.0,665.0,0,-0.3045015018249694,9.395147898385306e48,8.065416451553623e-10,6.722004809026491e-18,4.88e-10
13,1.0,7288.0,0,-0.3045015018249694,7.720333946195773e48,7.303017575605945e-10,6.7149950817830314e-18,4.01e-10
14,1.0,4078.0,0,-0.16346844624329637,7.70377049864407e48,7.295514817347486e-10,6.715001294509691e-18,4.0e-10
15,1.0,1064.0,0,-0.2499575515745306,1.6455803371081873e48,4.639245290805177e-10,6.8165029578957355e-18,8.54e-11
16,1.0,7166.0,0,-0.1777046633277277,9.315843856655935e48,8.02861787902449e-10,6.721331727688487e-18,4.84e-10
17,1.0,1333.0,0,-0.017001207878314818,7.799351958287502e48,7.338810428569564e-10,6.714985807427649e-18,4.05e-10
18,1.0,4782.0,0,-0.1015202717127888,9.609803120857702e48,8.165020527218042e-10,6.723996799839203e-18,4.99e-10
19,1.0,5134.0,0,-0.10586611353771336,9.704042944964157e48,8.208749584740077e-10,6.724949831082308e-18,5.04e-10
20,1.0,2351.0,0,-0.016981051789711817,8.706319624377555e48,7.749640307172796e-10,6.717290543245165e-18,4.52e-10
21,1.0,4008.0,0,-0.2499575515745306,9.55440308825313e48,8.139313866202298e-10,6.723458901254211e-18,4.96e-10
22,1.0,212.0,0,-0.3045015018249694,9.651645566047178e48,8.184436211721935e-10,6.72441403387579e-18,5.01e-10
23,1.0,5409.0,0,-0.097087435364483,9.680237409416135e48,8.197703366825388e-10,6.724704568809239e-18,5.03e-10
24,1.0,6573.0,0,-0.097087435364483,9.672098297273933e48,8.193926665134574e-10,6.7246214146840806e-18,5.02e-10
25,1.0,10645.0,0,-0.1777046633277277,9.657954428510335e48,8.187363643008719e-10,6.724477762095999e-18,5.01e-10
26,1.0,2018.0,0,-0.0038009990882259133,6.974597951562203e48,6.965220937864567e-10,6.716740965722591e-18,3.62e-10
27,1.0,6601.0,0,-0.3044659105091065,9.496404006676876e48,8.112401197396716e-10,6.7229135012741885e-18,4.93e-10
28,1.0,9281.0,0,-0.1015202717127888,9.531386230670308e48,8.12863360975276e-10,6.723240288994768e-18,4.95e-10
29,1.0,51.0,0,-0.18780546480806043,3.5824614138140686e48,5.457580908418719e-10,6.762528387620014e-18,1.86e-10
30,1.0,6074.0,0,-0.2499575515745306,9.550085262603999e48,8.137310313585648e-10,6.7234176731968645e-18,4.96e-10
