run,compl,age,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,5.0,1711.0,-0.9915461624026697,0.19412638550695913,750.8194452471236,1.0969910493011537e6,(2280.0v1) / v3
1,5.0,1323.0,-0.9915461624026697,0.19122142463533418,743.7097265006519,1.0907368374470593e6,(2290.0v1) / v3
2,5.0,4044.0,-0.9915461624026697,0.2030487832860965,772.6564824938002,1.1492638627487645e6,(2250.0v1) / v3
3,5.0,4628.0,-0.9915461624026697,0.18953217205788703,739.575381410254,1.089531529608311e6,(2300.0v1) / v3
4,5.0,963.0,-0.9915461624026697,0.1897700371425589,740.1575420404164,1.0895930836270682e6,(2300.0v1) / v3
5,5.0,89.0,-0.9915461624026697,0.19077724454999148,742.6226221921511,1.0902466346403176e6,(2290.0v1) / v3
6,5.0,5890.0,-0.9915461624026697,0.18960118549059315,739.7442876771373,1.0895457376536296e6,(2300.0v1) / v3
9,5.0,2503.0,-0.9915461624026697,0.19186545273932115,745.2859469340822,1.091667176249299e6,(2290.0v1) / v3
10,5.0,3996.0,-0.9915461624026697,0.20582343729554495,779.4472829547079,1.1756881231183407e6,(2250.0v1) / v3
11,5.0,3781.0,-0.9915461624026697,0.19063374641580824,742.2714190538741,1.0901146901753473e6,(2290.0v1) / v3
13,5.0,4135.0,-0.9915461624026697,0.1927051960322048,747.3411686377393,1.093270621699564e6,(2290.0v1) / v3
15,5.0,1839.0,-0.9915461624026697,0.18923815439181196,738.8557906809235,1.0895044413811853e6,(2300.0v1) / v3
16,5.0,3233.0,-0.9915461624026697,0.18952699922987856,739.5627212217387,1.0895305848941726e6,v1 / (0.000435v3)
18,5.0,2075.0,-0.9915461624026697,0.18965016851707603,739.8641707175752,1.0895576328600668e6,(2300.0v1) / v3
19,5.0,2629.0,-0.9915461624026697,0.19618879295326283,755.8670646581375,1.1046411011239823e6,(2277.904328018223v1) / v3
22,5.0,4387.0,-0.9915461624026697,0.1489703335873041,718.598849056858,1.7522509324955721e6,(2440.0v1) / v3
23,5.0,162.0,-0.9915461624026697,0.18922981034444486,738.8353691218705,1.0895044630968855e6,(2300.0v1) / v3
24,5.0,4433.0,-0.9915461624026697,0.19551168027336013,754.2098716952986,1.1018356112030833e6,(2280.0v1) / v3
25,6.0,3856.0,-0.9550611790878755,0.4679293557304605,1275.2875117310987,4.986715360568145e6,sqrt(abs(3.71e8v1)) / v3
26,5.0,3800.0,-0.9915461624026697,0.2021547340188917,770.4683501518458,1.141777101982219e6,(2260.0v1) / v3
29,5.0,722.0,-0.9915461624026697,0.1919914059488116,745.5942099139521,1.0918795091165411e6,(2290.0v1) / v3
30,5.0,1376.0,-0.9915461624026697,0.20203215069233232,770.1683347597769,1.140789636020626e6,(2260.0v1) / v3
