run,compl,age,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,10.0,584.0,-0.9945054945054945,0.00684066705460547,0.16623865344810257,0.048768366601707316,-3.11 - 4.273504273504273e-9v1 - 1.15log(v1)
1,12.0,18.0,-0.9945054945054945,0.006918239535730718,0.164352262773828,0.044396905558320626,v1*((-1.16log(13.477088948787062v1)) / v1 - 4.14e-9)
2,10.0,233.0,-0.9945054945054945,0.006005098001995163,0.14420686957850315,0.03751174526654063,1.21(-1.78 - 3.3333333333333334e-9v1 - log(v1))
3,10.0,395.0,-0.9945054945054945,0.006101293538485032,0.1468467899824413,0.037018352243688005,-2.36 - 1.2(3.3898305084745764e-9v1 + log(v1))
4,10.0,2596.0,-0.9945054945054945,0.00829627486097174,0.1965887745253308,0.054859415601238484,-3.83e-9v1 - 1.29log(2v1)
5,11.0,336.0,-0.9945054945054945,0.00633410480327502,0.15415214794166035,0.040552655771012476,0.589(-7.01e-9v1 - log(92.45562130177514(v1^2)))
7,10.0,2159.0,-0.9945054945054945,0.006073792931232967,0.14562494122693845,0.036719528190904384,-4.032258064516129e-9v1 - 1.21log(6.0v1)
8,12.0,395.0,-0.9945054945054945,0.0060366386220728355,0.1453534676751556,0.036934232680615804,-0.029069767441860465(72.9 + 1.3927576601671308e-7v1) - 1.21log(v1)
9,12.0,641.0,-0.9945054945054945,0.006064511772871462,0.1457208786459853,0.0366669029610361,-2.15 - 1.21(log(v1) - 3.3333333333333334e-9(-3.47e6 - v1))
10,10.0,1574.0,-0.9945054945054945,0.008291251293331296,0.19735632314028073,0.05464318026375899,1.29(-2.97e-9v1 - log(2v1))
11,10.0,1306.0,-0.9945054945054945,0.006071183230058314,0.145547610551981,0.03667987546110834,-4.032258064516129e-9v1 - 1.21log(6.03v1)
13,10.0,4160.0,-0.9945054945054945,0.006447216999878241,0.15854445197215877,0.042428508749709944,-3.87e-9v1 - 1.24log(3.68v1)
14,10.0,2925.0,-0.9945054945054945,0.00831934261564685,0.20058537939808407,0.05498729316736526,-1.29(2.94e-9v1 + log(2v1))
16,10.0,228.0,-0.9945054945054945,0.006484587617700237,0.16053028075272024,0.043293591794240124,-3.91e-9v1 - 1.21log(5.94v1)
19,10.0,1185.0,-0.9945054945054945,0.0061088492446685905,0.14718369974681614,0.03685706531416551,-4.081632653061224e-9v1 - 1.2019230769230769log(6.83v1)
20,10.0,145.0,-0.9945054945054945,0.006742406400887829,0.16138855560040552,0.04355000994298905,-4.17e-9v1 - 1.16log(12.755102040816327v1)
21,10.0,1091.0,-0.9945054945054945,0.006034185499962568,0.1448251130417208,0.036887234469557405,-2.18 - 4.032258064516129e-9v1 - 1.21log(v1)
23,10.0,4353.0,-0.9945054945054945,0.006901562147538936,0.16708454422434352,0.04799816953234897,-1.15(2.72 + 3.6900369003690037e-9v1 + log(v1))
25,11.0,246.0,-0.9945054945054945,0.006369410653494,0.15543935323512295,0.04136165832888863,0.412(9.803921568627451e-9(-4.29e8 - v1) - log(v1^3))
26,12.0,140.0,-0.9945054945054945,0.0060819579254902155,0.14652154115709973,0.03730383499368202,1.2(-3.392857142857143e-9v1 - log(v1)) - 2.35
27,10.0,121.0,-0.9945054945054945,0.006144087326315404,0.1474711421957197,0.03728507545335273,-2.24 - 4.048582995951417e-9v1 - 1.21log(v1)
28,12.0,323.0,-0.9945054945054945,0.006080042942144559,0.14628276335251986,0.03669079485374908,-15.0 - 4.048582995951417e-9v1 - 1.21log(2.4449877750611248e-5v1)
29,12.0,921.0,-0.9945054945054945,0.006595252045718421,0.15832400863050414,0.03972307845506719,(-0.0138v1) / 3.48e6 - 1.89 - 1.23log(v1)
30,12.0,656.0,-0.9945054945054945,0.006077985853442184,0.14520617025777607,0.037088808500178906,0.0278(-82.8 - 1.447178002894356e-7v1) - 1.2log(v1)
