run,compl,age,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,5.0,4080.0,-0.9915461624026697,0.20614560390413308,780.2357665446036,1.1790688484222114e6,(2250.0v1) / v3
5,5.0,2624.0,-0.9915461624026697,0.19222800930474032,746.1732825381503,1.0923052534718502e6,(2290.0v1) / v3
9,5.0,487.0,-0.9915461624026697,0.2068055625142605,781.8509759431707,1.18619734500738e6,(2240.0v1) / v3
10,5.0,4240.0,-0.9915461624026697,0.18944241003068538,739.3556941938953,1.0895175153125576e6,(2300.0v1) / v3
15,5.0,3585.0,-0.9915461624026697,0.15507814542086168,706.8141991097439,1.5558401890972445e6,(2420.0v1) / v3
16,5.0,3599.0,-0.9915461624026697,0.14673952127572404,722.90306518304,1.8325717320566638e6,(2450.0v1) / v3
17,5.0,4817.0,-0.9915461624026697,0.19338919051874218,749.0152044125133,1.0949032165974139e6,(2280.0v1) / v3
19,5.0,1513.0,-0.9915461624026697,0.20671446978100286,781.6280319029823,1.1851971775122778e6,(2240.0v1) / v3
23,5.0,3321.0,-0.9915461624026697,0.20646626100691795,781.0205557089351,1.1824983153326912e6,(2240.0v1) / v3
28,5.0,823.0,-0.9915461624026697,0.1895337266084798,739.5791860802582,1.0895318167926958e6,(2300.0v1) / v3
29,5.0,947.0,-0.9915461624026697,0.19710096876961858,758.0995606497252,1.108874744274172e6,(2270.0v1) / v3
30,5.0,1842.0,-0.9915461624026697,0.19171529826034261,744.9184527882956,1.0914270342793013e6,(2290.0v1) / v3
