run,compl,age,dim_penalty,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,4.0,3799.0,0,-0.34327926886536864,0.3474769934782579,12.870925890733549,377.2522466872366,log((0.000303/v1))
1,4.0,3657.0,0,-0.34327926886536864,0.36059058086298273,12.855273387803528,372.6748021883277,log((4.67e-5/v1))
2,4.0,4476.0,0,-0.34327926886536864,0.3678941682407698,12.90805101076122,372.8560277779939,log((2.09e-5/v1))
3,4.0,1859.0,0,-0.34327926886536864,0.3691163742512205,12.920746498753429,372.99313358011113,log((1.85e-5/v1))
4,4.0,1364.0,0,-0.34327926886536864,0.3586015140631289,12.849359842804734,372.88468648670346,log((6.01e-5/v1))
5,4.0,2961.0,0,-0.34327926886536864,0.36835136850454075,12.912800112311293,372.90398148218895,log((2.0e-5/v1))
6,4.0,2700.0,0,-0.34327926886536864,0.3597895911607706,12.85259348189612,372.7430682852871,log((5.16e-5/v1))
7,4.0,1911.0,0,-0.34327926886536864,0.367921956205449,12.908339654221397,372.8588285722247,log((2.08e-5/v1))
8,4.0,4919.0,0,-0.34327926886536864,0.3618473135312346,12.861621796160467,372.6107007004612,log((4.02e-5/v1))
9,4.0,4294.0,0,-0.34327926886536864,0.3574111011624837,12.846119846260677,373.0729159112841,log((7.0e-5/v1))
10,4.0,2496.0,0,-0.34327926886536864,0.362079636730369,12.862795381105101,372.6037258121605,log((3.91e-5/v1))
11,12.0,10886.0,0,-0.6830401329335694,0.1784029457424824,5.649634003521666,41.98555508723361,log(1.25e-19exp((-3.83e-11v1) / v2)*sqrt(abs(v1)))
12,4.0,4065.0,0,-0.34327926886536864,0.36263298028786467,12.86559060633749,372.5932396443958,log((3.67e-5/v1))
13,4.0,3315.0,0,-0.34327926886536864,0.3574498753547202,12.846225379600229,373.0660541765409,log((6.97e-5/v1))
14,4.0,3371.0,0,-0.34327926886536864,0.3640477165022324,12.87342244400877,372.6050094252112,log((3.11e-5/v1))
15,4.0,4408.0,0,-0.34327926886536864,0.35950842591061305,12.851828222683695,372.77241035227837,log((5.35e-5/v1))
16,4.0,3942.0,0,-0.34327926886536864,0.37048739081003873,12.934987734773198,373.18082877304363,log((1.62e-5/v1))
17,4.0,3460.0,0,-0.34327926886536864,0.36274934831766437,12.866178441595952,372.59213265536124,log((3.62e-5/v1))
18,4.0,2739.0,0,-0.34327926886536864,0.3546746664241524,12.845670802305186,373.74120226434195,log((0.000102/v1))
19,4.0,6621.0,0,-0.34327926886536864,0.3752530484430172,12.984490313501448,374.11207631774835,log((1.02e-5/v1))
20,26.0,1027.0,0,-1.0,0.00023790650272697056,0.008820766583041331,0.0002537561237030051,(2.43e-11v1) / (v2 + 6.13e-12v1) + log(3.067752250000001e-40v2*(v1^2)*(exp((-2.38e-11v1) / v2)^2))
21,4.0,2746.0,0,-0.34327926886536864,0.37154894393935856,12.946014464220719,373.3507768693975,log((1.46e-5/v1))
22,4.0,7024.0,0,-0.34327926886536864,0.357008901423082,12.845321851955553,373.1487965307916,log((7.38e-5/v1))
23,4.0,6199.0,0,-0.34327926886536864,0.3700044178688411,12.929970923267518,373.1106196580964,log((1.7e-5/v1))
24,4.0,1474.0,0,-0.34327926886536864,0.3637308507084111,12.871184581741327,372.5979489496884,log((3.22e-5/v1))
25,4.0,3404.0,0,-0.34327926886536864,0.3608533841519328,12.856600943486571,372.6577165210795,log((4.53e-5/v1))
26,4.0,2381.0,0,-0.34327926886536864,0.36907526719598216,12.920319505168296,372.9880593534014,log((1.86e-5/v1))
27,4.0,4113.0,0,-0.34327926886536864,0.35981664035569255,12.85266710282044,372.74038188979193,log((5.15e-5/v1))
28,4.0,3822.0,0,-0.34327926886536864,0.3667434818701633,12.896297211846612,372.7523445974526,log((2.34e-5/v1))
29,4.0,3059.0,0,-0.34327926886536864,0.3607149693468466,12.855901738534289,372.66647267350544,log((4.6e-5/v1))
30,4.0,2389.0,0,-0.34327926886536864,0.3596317220563371,12.852163802956573,372.75922479532306,log((5.27e-5/v1))
