run,compl,age,dim_penalty,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,1.0,1816.0,0,100.0,1.1024994886812542,0.9493426630133325,1.3646581013540042,1.0
1,1.0,4119.0,0,-0.4123930494211613,0.853076994381765,1.0380957479053516,1.5265583772654363,0.389
2,16.0,641.0,0,-1.0,0.018827408240990377,0.01826500424534199,0.0013751267022349735,-1.15 / log(sqrt(abs(0.09090909090909091(exp(2.6041666666666665(v1 - 5.06)) - v1)))) - 0.611
4,1.0,4264.0,0,-0.9258200997725514,0.9385680986524122,0.9575314684533205,1.34773439043793,0.711
5,11.0,215.0,0,-1.0,0.08337407642390252,0.07338868024870902,0.00884008316779556,log(sqrt_abs((-101.0/(v1+(37.9/(0.163-v1))))))
6,1.0,3166.0,0,-0.3849001794597505,1.053935571228432,0.9493426630133326,1.3429968916447863,0.921
7,14.0,592.0,0,-1.0,0.0447668722839459,0.05359940350846359,0.006691003811493768,log(sqrt(abs(109.0 / (v1 + -1.56 / exp(11.9 / (-2.3 - v1))))))
8,1.0,104.0,0,-0.5773502691896257,1.186964247938915,0.965332901174733,1.4181215535448448,1.12
9,1.0,1651.0,0,-0.5773502691896257,1.0345561330191007,0.9493426630133325,1.3379921632749634,0.889
10,1.0,2915.0,0,100.0,1.022583442055711,0.9493426630133326,1.3359376898196431,0.869
11,1.0,4627.0,0,100.0,0.8922584715573605,1.0011722866464492,1.4188195320392682,0.536
12,1.0,1907.0,0,-0.5773502691896257,1.1320073267805197,0.9493426630133326,1.3841868061385765,1.05
13,1.0,329.0,0,-0.5773502691896257,0.894647133338969,0.9989212826743786,1.4136622450394363,0.545
14,1.0,3786.0,0,100.0,0.9375326995880665,0.9585071978028941,1.348657651691032,0.707
15,1.0,2326.0,0,-0.5773502691896257,1.3916175159106208,1.0263172475542337,1.6189584440131575,1.36
16,1.0,588.0,0,100.0,0.983301426377943,0.9493426630133324,1.3347617432887426,0.803
17,1.0,3888.0,0,-0.3849001794597505,1.0337415092035935,0.9493426630133326,1.337827254150147,0.887
18,1.0,293.0,0,100.0,1.3916122562028697,1.0263156802211415,1.6189517531032804,1.36
20,1.0,4206.0,0,-0.5773502691896257,0.8912343572572703,1.0021373815690984,1.4210803275268562,0.532
21,1.0,1014.0,0,-0.3849001794597505,1.03406202770489,0.9493426630133326,1.337891700897532,0.888
24,1.0,1617.0,0,-0.9258200997725514,0.9439427552221873,0.9524665516115023,1.3434313563489066,0.731
25,1.0,4636.0,0,-0.3849001794597505,1.022928846061345,0.9493426630133326,1.3359858600300176,0.869
26,1.0,1411.0,0,-0.50709255283711,0.8526546682463831,1.0384937355215027,1.5279573196029959,0.387
28,15.0,1409.0,0,-1.0,0.024882884053263325,0.027517814753605714,0.002043856037633605,((-1.2/log(sqrt_abs(((v1+(-6.42e-6/(-5.0+v1)))/12.5))))-0.596)
30,13.0,3180.0,0,-1.0,0.08060090836565047,0.07165986554134662,0.008280580264583719,(-2.31+log(sqrt_abs((v1+((6650.0/(-6.29+v1))--1020.0)))))
