run,compl,age,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,10.0,212.0,-1.0,5.006667263058477e-16,1.2895034834164782e-14,4.104414072794361e-28,1.2(-1.96 - log(v1)) - 4.0e-9v1
1,12.0,426.0,-1.0,3.177296197292242e-16,7.763337298119613e-15,7.245833499807812e-29,-1.2(1.96 + 3.32856e-9v1 + log(v1))
2,11.0,2554.0,-1.0,6.323051119383985e-13,1.599694862172193e-11,5.035821316161371e-22,-2.35 - 3.999248141349427e-9v1 - 1.2log(v1)
3,24.0,286.0,-1.0,1.0681121773147177e-12,2.436464199120194e-11,6.766035343571987e-22,0.893(1.34(6.06 - log(v1)) - 10.8) - 4.002053533709217e-9v1
4,10.0,691.0,-1.0,4.3782131944351176e-8,1.0715972553096318e-6,1.924336309174907e-12,-2.35 - 4.0e-9v1 - 1.2log(v1)
5,10.0,20.0,-1.0,3.827344618838446e-13,1.2408181478181009e-11,7.34032537668846e-22,-4.0e-9v1 - 1.2log(7.092198581560284v1)
6,10.0,483.0,-1.0,9.647252229068825e-7,2.4319322316275532e-5,9.974097827628765e-10,-2.35 - 4.0e-9v1 - 1.2004801920768309log(v1)
7,12.0,185.0,-1.0,2.984947825061002e-9,7.966071193634518e-8,1.3839060982362703e-14,-4.651162790697674e-5(8.620689655172413e-5v1 + 25900.0log(7.07v1))
8,12.0,852.0,-1.0,5.147846138906624e-9,1.3677616103088304e-7,3.769569980771419e-14,-2.35 - 6.993006993006993e-5(5.747126436781609e-5v1 + 17200.0log(v1))
9,10.0,1790.0,-1.0,3.884454807194e-17,9.210739167260557e-16,4.2072581611787294e-30,-4.0e-9v1 - 1.2log(7.092198581560284v1)
10,10.0,1247.0,-1.0,1.4770167445906396e-5,0.000478847870798002,1.0931886747115172e-6,-2.35 - 4.0e-9v1 - 1.2log(v1)
11,10.0,345.0,-1.0,7.014982454660237e-6,0.00018284645201278922,7.466293925015926e-8,1.2log(0.141 / v1) - 4.0e-9v1
12,12.0,141.0,-1.0,3.9080717118000353e-16,8.947575191053114e-15,1.0284408838436895e-28,-1.2(1.96 + 3.33312e-9v1 + log(v1))
13,11.0,53.0,-1.0,8.877113805718873e-17,2.2368937977632784e-15,9.816935709417036e-30,-0.6(6.67e-9v1 + log(50.0(v1^2)))
14,11.0,2.0,-1.0,2.6788524762106836e-13,6.3354095632180195e-12,4.726006360839009e-23,0.4(log(0.00283 / (v1^3)) - 1.0e-8v1)
15,10.0,85.0,-1.0,0.004818337605830879,0.1070438474262424,0.02115005188818302,-3.86e-9v1 - 1.33log(1.28e6 + v1)
16,10.0,597.0,-1.0,1.0638952769546791e-7,2.852052478498603e-6,1.7418197925668574e-11,1.2004801920768309(-1.96 - 3.3333333333333334e-9v1 - log(v1))
17,10.0,692.0,-1.0,0.005837828074877755,0.1382140960942523,0.022313876195060582,-3.78e-9v1 - 1.29log(2v1)
18,10.0,29.0,-1.0,5.729613787156607e-16,1.7237240441587616e-14,1.0653712610362583e-27,-4.0e-9v1 - 1.2004801920768309log(7.092198581560284v1)
19,12.0,993.0,-1.0,6.693441127121379e-17,1.4474018691409447e-15,6.077150677258165e-30,1.2log(0.141 / v1) - 3.9951e-9v1
20,12.0,1642.0,-1.0,1.3618766040076073e-8,3.1151105596273334e-7,1.2787242096195017e-13,1.2(0.495(-3.95 - 6.711409395973154e-9v1) - log(v1))
21,12.0,1533.0,-1.0,0.0009558247141755171,0.024677337653570202,0.001005392806342127,0.00012626262626262626(-9730.0 - 1.3404825737265416e-6v1)*log(4.76v1)
22,10.0,9.0,-1.0,4.417311774808155e-9,1.212547636618587e-7,4.265313643987076e-14,1.2log(0.141 / v1) - 4.0e-9v1
23,10.0,985.0,-1.0,7.57528907649065e-9,2.007967293014577e-7,1.0153403707461223e-13,1.2log(0.141 / v1) - 4.0e-9v1
24,12.0,1265.0,-1.0,1.4839053495751657e-8,3.4825357070539447e-7,1.618425419150211e-13,1.2004801920768309(-0.456(4.29 + 7.299270072992701e-9v1) - log(v1))
25,12.0,645.0,-1.0,2.6767805856428213e-8,7.079588626281831e-7,1.1155273324314725e-12,-0.298(1.3422818791946309e-8v1 + 4.03log(7.092198581560284v1))
26,24.0,1108.0,-1.0,5.550355439155483e-17,1.3158198810372225e-15,6.544623806278024e-30,-4.0e-9v1 - 0.6log((50//1)*(v1^2))
27,12.0,946.0,-1.0,2.135879035448609e-8,5.401066345114116e-7,5.588485639746601e-13,0.452(-8.849557522123894e-9v1 - 2.66log(v1)) - 2.35
28,11.0,1254.0,-1.0,5.6744120093684045e-16,1.4868764655720615e-14,4.165185579566942e-28,-0.4(1.0e-8v1 + log(353.35689045936397(v1^3)))
29,10.0,1346.0,-1.0,2.8872230153001218e-5,0.0007190215480023007,7.430503811062525e-7,-1.2(1.96 + 3.3333333333333334e-9v1 + log(v1))
30,11.0,499.0,-1.0,1.3216659737971028e-16,3.157967714489334e-15,1.6829032644714918e-29,-0.4(1.0e-8v1 + log(353.35689045936397(v1^3)))
