run,compl,age,dim_penalty,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,1.0,8964.0,0,-0.3045015018249694,9.58571069287442e48,8.153841185797194e-10,6.723760844146489e-18,4.98e-10
1,1.0,6074.0,0,-0.38888765610926895,3.4127716887682585e48,5.384465903595962e-10,6.7664485365862686e-18,1.77e-10
2,1.0,751.0,0,-0.10588571457213752,9.632212853375313e48,8.175419066175512e-10,6.724219085418264e-18,5.0e-10
3,1.0,6268.0,0,-0.2499575515745306,9.709472640602676e48,8.211269066022598e-10,6.7250061998381235e-18,5.04e-10
4,1.0,8498.0,0,-0.1777046633277277,9.656095360446819e48,8.186501000330233e-10,6.724458960637059e-18,5.01e-10
5,1.0,3339.0,0,-0.2499575515745306,9.543327116400507e48,8.134174406161408e-10,6.7233533459611605e-18,4.96e-10
6,1.0,9522.0,0,-0.1015202717127888,9.60691244056687e48,8.163679196990467e-10,6.723968323932474e-18,4.99e-10
7,1.0,8163.0,0,-0.3045015018249694,9.633874848399188e48,8.176190263243091e-10,6.724235678873372e-18,5.0e-10
8,1.0,5755.0,0,-0.3045015018249694,9.639502241952136e48,8.178801480090213e-10,6.724291973701298e-18,5.01e-10
9,1.0,9298.0,0,-0.097087435364483,9.687536109662702e48,8.201090101530642e-10,6.7247794405831505e-18,5.03e-10
10,1.0,8645.0,0,-0.0026878709990495633,9.341644353987276e48,8.040589796869171e-10,6.721546983574766e-18,4.85e-10
11,1.0,11646.0,0,-0.1777046633277277,9.566777420212189e48,8.145055789844085e-10,6.7235776124869794e-18,4.97e-10
12,1.0,9174.0,0,-0.3045015018249694,9.526641246486562e48,8.126431847511808e-10,6.7231955766996066e-18,4.95e-10
13,1.0,10429.0,0,-0.3402915934160295,8.849527262605653e48,7.814509187098733e-10,6.7180599597273165e-18,4.6e-10
14,1.0,10540.0,0,-0.097087435364483,9.70406047541227e48,8.208757719198961e-10,6.724950012820031e-18,5.04e-10
15,1.0,1366.0,0,-0.0026878709990495633,9.620405121188255e48,8.169940055524676e-10,6.724101625170931e-18,5.0e-10
16,1.0,7561.0,0,-0.097087435364483,8.845570787775103e48,7.812717019488897e-10,6.718037217131941e-18,4.59e-10
17,1.0,3329.0,0,-0.097087435364483,7.328031638706674e48,7.125316081509341e-10,6.715539672620213e-18,3.81e-10
18,1.0,6412.0,0,-0.1015202717127888,6.903395845738598e48,6.932968462296266e-10,6.717064498611323e-18,3.58e-10
19,1.0,9797.0,0,-0.1777046633277277,9.517077063101669e48,8.121993885860724e-10,6.723105821780021e-18,4.94e-10
20,1.0,5909.0,0,-0.0026878709990495633,7.430671049017977e48,7.171808738364333e-10,6.715317026159386e-18,3.86e-10
21,1.0,7085.0,0,-0.0026878709990495633,9.224704944606475e48,7.986327703238463e-10,6.7206000839434765e-18,4.79e-10
22,1.0,2536.0,0,-0.1777046633277277,9.664182808040127e48,8.190253728694996e-10,6.724540887872759e-18,5.02e-10
23,1.0,11129.0,0,-0.097087435364483,9.29665663963832e48,8.019714648096311e-10,6.7211739744167105e-18,4.83e-10
24,1.0,5212.0,0,-0.1777046633277277,9.594679335609482e48,8.158002805343655e-10,6.7238483152426745e-18,4.98e-10
25,1.0,2028.0,0,-0.18343073191733641,8.920190704515078e47,4.3376560348343415e-10,6.842968774121334e-18,4.63e-11
26,1.0,7157.0,0,-0.3045015018249694,9.607066914630862e48,8.163750875872445e-10,6.723969844506948e-18,4.99e-10
27,1.0,8031.0,0,-0.1777046633277277,9.54639728412274e48,8.13559902194566e-10,6.72338253874189e-18,4.96e-10
28,1.0,9384.0,0,-0.3044659105091065,9.692033209569216e48,8.203176840787197e-10,6.7248257159160304e-18,5.03e-10
29,1.0,3773.0,0,-0.10588571457213752,9.559563328723003e48,8.141708315199567e-10,6.723508304846408e-18,4.96e-10
30,1.0,8453.0,0,-0.2499575515745306,9.685014082802187e48,8.199919833454467e-10,6.724753536559779e-18,5.03e-10
