run,compl,age,dim_penalty,minus_spearman,mare,mae,ms_processed_e,eqs_orig_rounded
0,9.0,1385.0,0,-1.0,1.2830132574678191e-15,4.510281037539698e-16,3.68622991355717e-31,log(0.4 + 0.3exp(0.693v1))
1,9.0,199.0,0,-1.0,5.565117976535199e-16,4.163336342344337e-16,3.143117669239969e-31,log(0.4 + 0.3exp(0.6944444444444444v1))
3,9.0,3146.0,0,-1.0,6.361053911360012e-15,1.956768080901839e-15,4.666143069261399e-30,log(0.4 + 0.3exp(0.693v1))
4,9.0,600.0,0,-1.0,9.432847168459518e-16,3.885780586188048e-16,2.0877080597157637e-31,log(0.4 + 0.3exp(0.693v1))
5,9.0,1128.0,0,-1.0,6.408416517630194e-16,3.677613769070831e-16,2.3303752327085554e-31,log(0.4 + 0.3exp(0.693v1))
6,9.0,1074.0,0,-1.0,5.786325071265946e-16,2.7755575615628914e-16,1.2402988841853799e-31,log(0.4 + 0.3exp(0.693v1))
7,9.0,523.0,0,-1.0,2.3588308747348997e-16,3.677613769070831e-16,2.4536347491493385e-31,log(0.4 + 0.3exp(0.693v1))
10,9.0,2104.0,0,-1.0,4.899632696294152e-15,1.5196177649556834e-15,2.9077690300358508e-30,log(0.4 + 0.3exp(0.693v1))
11,9.0,279.0,0,-1.0,8.608133564703788e-16,3.122502256758253e-16,1.1748172660762139e-31,log(0.4 + 0.3exp(0.693v1))
12,9.0,261.0,0,-1.0,3.0734333758421217e-15,8.881784197001254e-16,1.1432320149882637e-30,log(0.4 + 0.3exp(0.693v1))
13,9.0,649.0,0,-1.0,6.481597420408475e-16,4.2327252813834093e-16,2.2071157162677723e-31,log(0.4 + 0.3exp(0.693v1))
14,9.0,90.0,0,-1.0,9.268387956152106e-16,3.400058012914542e-16,2.083856199826989e-31,log(0.4 + 0.3exp(0.6944444444444444v1))
15,9.0,1515.0,0,-1.0,4.779896138191256e-16,2.636779683484747e-16,1.494521636844495e-31,log(0.4 + 0.3exp(0.693v1))
16,9.0,138.0,0,-1.0,4.889747348076524e-16,1.942890293094024e-16,6.85631060201856e-32,log(0.4 + 0.3exp(0.693v1))
17,9.0,176.0,0,-1.0,5.271007928384529e-16,3.608224830031759e-16,2.6192647243666408e-31,log(0.4 + 0.3exp(0.693v1))
19,9.0,633.0,0,-1.0,9.659503315852645e-16,3.191891195797325e-16,1.4637067577342992e-31,log(0.4 + 0.3exp(0.693v1))
20,9.0,79.0,0,-1.0,5.551856591229033e-16,2.914335439641036e-16,1.1324468072996947e-31,log(0.4 + 0.3exp(0.693v1))
21,9.0,4123.0,0,-1.0,2.249845625075995e-15,6.522560269672796e-16,5.7469749540515135e-31,log(0.4 + 0.3 / exp(-0.693v1))
22,9.0,1752.0,0,-1.0,4.779896138191256e-16,2.636779683484747e-16,1.494521636844495e-31,log(0.4 + 0.3exp(0.693v1))
23,9.0,1838.0,0,-1.0,3.9421164696237315e-16,3.191891195797325e-16,3.0660804714644795e-31,log(0.4 + 0.3exp(0.693v1))
25,9.0,450.0,0,-1.0,1.5198289224061433e-16,1.3183898417423734e-16,4.352601674315153e-32,log(0.4 + 0.3exp(0.693v1))
26,9.0,665.0,0,-1.0,6.911427073977533e-16,4.371503159461554e-16,2.392004990928947e-31,log(0.4 + 0.3 / exp(-0.693v1))
27,9.0,235.0,0,-1.0,2.227168218018773e-15,7.424616477180735e-16,6.552013670805378e-31,log(0.4 + 0.3exp(0.693v1))
28,9.0,440.0,0,-1.0,9.438397094911318e-17,1.249000902703301e-16,6.317050217590134e-32,log(0.4 + 0.3exp(0.693v1))
29,9.0,741.0,0,-1.0,2.991517732955951e-16,2.1510571102112408e-16,7.280015189783752e-32,log(0.4 + 0.3exp(0.6944444444444444v1))
30,9.0,3858.0,0,-1.0,4.543684878083146e-17,4.163336342344337e-17,1.3866695599588098e-32,log(0.4 + 0.3exp(0.693v1))
