time_stamp,max_are,compl,dim_penalty,age,minus_spearman,valid,max_ae,q75_are,n_params,eqs_orig,minus_r2,mse,mare,custom_compl,ms_processed_e,mae,eqs_orig_rounded
457.179239988327,34.38207764534633,2.0,0.0,192.0,-0.08213571266598567,true,0.5032895128053777,1.0040403009705063,1.0,-6.3127194622271e-5,4.2584741022366757e-7,0.007869895981332219,1.0022769123496147,2.0,0.007869895981332219,0.05541367350227896,-6.31e-5
198.2371120452881,367476.81533667055,2.0,4.0,198.0,-0.8245078640979373,true,1.0480485442615504,81.45178420894015,0.0,sin(v2),81.27006768838747,0.6474565993670541,74.98565362044212,3.0,0.6474565993670541,0.7860421523592616,sin(v2)
997.7022790908813,367476.81533667055,2.0,4.0,179.0,-0.8245078640979373,true,1.0480485442615504,81.45178420894015,0.0,sin(v2),81.27006768838747,0.6474565993670541,74.98565362044212,3.0,0.6474565993670541,0.7860421523592616,sin(v2)
382.9537081718445,34.552342428563804,2.0,0.0,194.0,-0.0782729654579755,true,0.5032891908260743,1.0040609084646293,1.0,-6.34491739257068e-5,4.211236139806118e-7,0.00786989594415645,1.0022886514582903,2.0,0.00786989594415645,0.055413754616295795,-6.34e-5
477.8010301589966,33.838600917437745,2.0,0.0,192.0,-0.03305069452801094,true,0.5032905405473158,1.0039745228732129,1.0,-6.20994526842211e-5,4.4110179486800405e-7,0.007869896101382588,1.0022394416980152,2.0,0.007869896101382588,0.05541341459036765,-6.21e-5
178.91454601287842,156342.76283091446,2.0,4.0,199.0,-0.034424940461474846,true,1.0777927674188705,31.38263228380785,0.0,sin(v4),19.74596660715168,0.16326852970299488,38.30904299348931,3.0,0.16326852970299488,0.36268670653961865,sin(v4)
431.54389905929565,367476.81533667055,2.0,4.0,193.0,-0.8245078640979373,true,1.0480485442615504,81.45178420894015,0.0,sin(v2),81.27006768838747,0.6474565993670541,74.98565362044212,3.0,0.6474565993670541,0.7860421523592616,sin(v2)
176.86780905723572,380257.4432220211,2.0,4.0,199.0,-0.04519522774987016,true,1.485309155723122,47.389436393555336,0.0,cos(v2),41.95353971261044,0.3380397456149166,60.58295336347158,3.0,0.3380397456149166,0.5010280937280185,cos(v2)
317.0609769821167,156342.76283091446,2.0,4.0,196.0,-0.034424940461474846,true,1.0777927674188705,31.38263228380785,0.0,sin(v4),19.74596660715168,0.16326852970299488,38.30904299348931,3.0,0.16326852970299488,0.36268670653961865,sin(v4)
734.7905390262604,33.88676386076413,2.0,0.0,186.0,-0.014260463972656517,true,0.5032904494687578,1.0039803521325157,1.0,-6.21905312422799e-5,4.39739110014159e-7,0.007869896090658404,1.0022427623496213,2.0,0.007869896090658404,0.05541343753515824,-6.22e-5
360.49917697906494,367476.81533667055,2.0,4.0,195.0,-0.8245078640979373,true,1.0480485442615504,81.45178420894015,0.0,sin(v2),81.27006768838747,0.6474565993670541,74.98565362044212,3.0,0.6474565993670541,0.7860421523592616,sin(v2)
192.50950503349304,380257.4432220211,2.0,4.0,199.0,-0.04519522774987016,true,1.485309155723122,47.389436393555336,0.0,cos(v2),41.95353971261044,0.3380397456149166,60.58295336347158,3.0,0.3380397456149166,0.5010280937280185,cos(v2)
10380.414615154266,1.0594878890166143e6,3.0,4.0,3.0,-0.8245078594285399,true,2.752106680520506,230.0076713808444,0.0,exp(sin(v2)),657.8429310565257,5.185023127422221,215.33039285655462,5.0,5.185023127422221,2.24463733282174,exp(sin(v2))
2207.5396461486816,952041.4563339901,3.0,3.0,154.0,-0.0034676643367198526,true,9.6846594216372,249.7909723397541,0.0,(v1*v2),1285.1777607774695,10.122080880359551,320.78350958740066,3.0,10.122080880359551,2.796601194542978,(v1*v2)
539.5571961402893,206577.79287878808,3.0,4.0,190.0,-0.08261375409585604,true,24.170658573161077,23.84003798864614,0.0,(v4/v2),51.550827917277594,0.41356937332441734,32.337139006489764,3.0,0.41356937332441734,0.3434390362510449,(v4/v2)
752.1800870895386,192465.36507941518,3.0,4.0,185.0,-0.8245078544345883,true,4.297909270565608,19.703466796344316,0.0,log(sin(v2)),27.7777425643563,0.22647774411407998,33.0103924386056,5.0,0.22647774411407998,0.30468179906761034,log(sin(v2))
1643.539978981018,371915.27055015194,3.0,3.0,165.0,-0.09160653241269254,true,1.1806042084400001,64.01714981620297,0.0,(v4*v1),55.90493657946248,0.4478357409949861,73.18766269167423,3.0,0.4478357409949861,0.6164415875089558,(v4*v1)
1589.5663611888885,528805.6077558479,3.0,4.0,166.0,-0.31397621216804045,true,1.5033526400000001,108.52883324629443,0.0,(v2/v2),127.09729321111638,1.0081119437598394,100.35774766172122,3.0,1.0081119437598394,1.0001210182422329,(v2/v2)
2700.731204032898,192465.36507941518,3.0,4.0,145.0,-0.8245078544345883,true,4.297909270565608,19.703466796344316,0.0,log(sin(v2)),27.7777425643563,0.22647774411407998,33.0103924386056,5.0,0.22647774411407998,0.30468179906761034,log(sin(v2))
10493.933298110962,143314.7730718956,3.0,4.0,1.0,-0.04321935945769088,true,2.33787186064,44.814907362329684,0.0,(v4*v2),63.366412387461565,0.5065567544649741,69.20175056700809,3.0,0.5065567544649741,0.5919236891677829,(v4*v2)
669.4274411201477,952041.4563339901,3.0,3.0,187.0,-0.0034676643367198526,true,9.6846594216372,249.7909723397541,0.0,(v1*v2),1285.1777607774695,10.122080880359551,320.78350958740066,3.0,10.122080880359551,2.796601194542978,(v1*v2)
9883.692033052444,607049.6195651874,3.0,4.0,13.0,-0.04519522906441252,true,10.234532802889,187.83119068220628,0.0,(v2*v2),1726.4418988108973,13.594782268133956,331.05703899482313,3.0,13.594782268133956,2.9397448348918154,(v2*v2)
1763.9987151622772,371915.27055015194,3.0,3.0,163.0,-0.09160653241269254,true,1.1806042084400001,64.01714981620297,0.0,(v1*v4),55.90493657946248,0.4478357409949861,73.18766269167423,3.0,0.4478357409949861,0.6164415875089558,(v1*v4)
1985.914230108261,371915.27055015194,3.0,3.0,159.0,-0.09160653241269254,true,1.1806042084400001,64.01714981620297,0.0,(v4*v1),55.90493657946248,0.4478357409949861,73.18766269167423,3.0,0.4478357409949861,0.6164415875089558,(v4*v1)
309.01823711395264,192465.36507941518,3.0,4.0,196.0,-0.8245078544345883,true,4.297909270565608,19.703466796344316,0.0,log(sin(v2)),27.7777425643563,0.22647774411407998,33.0103924386056,5.0,0.22647774411407998,0.30468179906761034,log(sin(v2))
