time_stamp,max_are,compl,dim_penalty,age,minus_spearman,valid,max_ae,q75_are,n_params,eqs_orig,minus_r2,mse,mare,ms_processed_e,recursive_compl,mae,eqs_orig_rounded
51.125,1.3992597583240031e14,2.0,0.0,4682.0,-0.2623303343135812,true,4.29569668219696e27,2.5131849516595608e10,1.0,6.21977382893795e25,0.02803439880243075,6.377155719825058e53,6.667561752598507e12,6.377155719825058e53,1.0,2.371767339303556e26,6.22e25
51.125,1.3992597583240031e14,2.0,0.0,4682.0,-0.2623303343135812,true,4.29569668219696e27,2.5131849516595608e10,1.0,6.21977382893795e25,0.02803439880243075,6.377155719825058e53,6.667561752598507e12,6.377155719825058e53,1.0,2.371767339303556e26,6.22e25
1250.5427031517029,1.3875816232160298e14,2.0,0.0,1387.0,-0.04218714595286695,true,4.296215780660868e27,2.492210066014935e10,1.0,6.16786398254719e25,0.028255539973075727,6.378527514079131e53,6.611914695985606e12,6.378527514079131e53,1.0,2.367960617234901e26,6.169999999999999e25
51.125,1.3992597583240031e14,2.0,0.0,4682.0,-0.2623303343135812,true,4.29569668219696e27,2.5131849516595608e10,1.0,6.21977382893795e25,0.02803439880243075,6.377155719825058e53,6.667561752598507e12,6.377155719825058e53,1.0,2.371767339303556e26,6.22e25
31.555540084838867,2.2885107633906223e7,4.0,0.0,4737.0,-0.7325917686318131,true,4.324768845887941e27,168702.46730784822,1.0,(0.000352101183334217*v3),0.030237346751823324,6.390821159553836e53,1.233021846096869e6,6.390821159553836e53,3.0,1.8860665321686155e26,(0.000352*v3)
1796.3070080280304,1.2441291720466892e10,4.0,0.0,9.0,-0.7232480533926585,true,4.3568869435710534e27,2.782140462284543e6,1.0,(0.000629470759298685*v2),0.03475566014556142,6.418849392982995e53,5.082276586178515e8,6.418849392982995e53,3.0,1.7801719118660252e26,(0.000629*v2)
29.942996978759766,1.0,4.0,0.0,4741.0,-0.7603139084758879,true,4.35789442048634e27,1.0,1.0,(2.2418306560599e25/v2),0.06071555362658132,6.579885135941972e53,0.9999999999996148,6.579885135941972e53,3.0,1.9407056368903353e26,(2.2399999999999997e25/v2)
31.44663906097412,1.711857705551772e7,4.0,0.0,4738.0,-0.7325917686318131,true,4.333115742636569e27,126193.0032509664,1.0,(v3/3796.80074652811),0.03201021940835469,6.40181873416349e53,922328.1181000674,6.40181873416349e53,3.0,1.897651424928674e26,(v3/3800.0)
34.04686903953552,1.7124765172252923e7,4.0,0.0,4730.0,-0.7325917686318131,true,4.333106785505283e27,126238.62054586479,1.0,(v3/3795.42875429163),0.032006183938450006,6.401793701129561e53,922661.5263828472,6.401793701129561e53,3.0,1.8976389930742357e26,(v3/3800.0)
31.555540084838867,2.2885107633906223e7,4.0,0.0,4737.0,-0.7325917686318131,true,4.324768845887941e27,168702.46730784822,1.0,(0.000352101183334217*v3),0.030237346751823324,6.390821159553836e53,1.233021846096869e6,6.390821159553836e53,3.0,1.8860665321686155e26,(0.000352*v3)
38.82678294181824,1.0,4.0,0.0,4717.0,-0.7642067881376543,true,4.35789442048634e27,1.0,1.0,(1.31918251366009e25/v3),0.06071555362658132,6.579885135941972e53,0.9999999999473898,6.579885135941972e53,3.0,1.9407056368903353e26,(1.32e25/v3)
38.82678294181824,1.0,4.0,0.0,4717.0,-0.7642067881376543,true,4.35789442048634e27,1.0,1.0,(1.31918251366009e25/v3),0.06071555362658132,6.579885135941972e53,0.9999999999473898,6.579885135941972e53,3.0,1.9407056368903353e26,(1.32e25/v3)
38.92475509643555,1.259247482631259e10,4.0,0.0,4717.0,-0.7232480533926585,true,4.3568747009926675e27,2.8159482691093376e6,1.0,(0.000637119912341662*v2),0.034753749460820105,6.41883754052539e53,5.144034993357945e8,6.41883754052539e53,3.0,1.7784205796508086e26,(0.000637*v2)
35.286113023757935,2.1489103397370573e7,4.0,0.0,4727.0,-0.7325917686318131,true,4.3267895241908844e27,158411.46284518728,1.0,(0.000330622817140423*v3),0.030301445705586794,6.3912187814720365e53,1.1578068178138149e6,6.3912187814720365e53,3.0,1.888871088418341e26,(0.000331*v3)
1287.7293560504913,1.729777750864678e7,4.0,0.0,1292.0,-0.7325917686318131,true,4.3328563548367056e27,127514.02550476594,1.0,(v3/3757.46688560033),0.031895212257270655,6.40110531590413e53,931983.2228609861,6.40110531590413e53,3.0,1.89729141330577e26,(v3/3760.0)
43.30610513687134,1.2532172770990799e10,4.0,0.0,4705.0,-0.7232480533926585,true,4.356879584161557e27,2.80246342749259e6,1.0,(v2/1577.1156422803),0.03475360897537261,6.418836669058856e53,5.1194015605051965e8,6.418836669058856e53,3.0,1.7791191294757914e26,(v2/1580.0)
43.30291414260864,1.0,4.0,0.0,4705.0,-0.8035852959167129,true,4.35789442048634e27,1.0,1.0,(5.74626186436459e30/v2),0.06071555362658132,6.579885135941972e53,0.9999999012420703,6.579885135941972e53,3.0,1.9407056368903353e26,(5.75e30/v2)
31.44663906097412,1.711857705551772e7,4.0,0.0,4738.0,-0.7325917686318131,true,4.333115742636569e27,126193.0032509664,1.0,(v3/3796.80074652811),0.03201021940835469,6.40181873416349e53,922328.1181000674,6.40181873416349e53,3.0,1.897651424928674e26,(v3/3800.0)
126.65018796920776,2.3164147788529437e7,4.0,0.0,4460.0,-0.7325917686318131,true,4.324364942825658e27,170759.48361290997,1.0,(0.000356394384219225*v3),0.030252503139071907,6.390915178432724e53,1.2480561938250521e6,6.390915178432724e53,3.0,1.8855059437483997e26,(0.000356*v3)
