max_are,compl,dim_penalty,age,minus_spearman,valid,max_ae,q75_are,n_params,eqs_orig,minus_r2,mse,mare,ms_processed_e,recursive_compl,mae,eqs_orig_rounded
12.498404774795887,1.0,0,4324.0,-0.20381464344701464,true,771.1370835464148,1.0860984849913806,1.0,829.526632269435,0.01759567675928908,211341.93230556682,1.4298007565009205,211341.93230556682,1.0,395.0883086682431,830.0
4.659975442385615,3.0,0,1194.0,-0.8464961067853171,true,712.8239236876665,0.32312593446037996,1.0,(70.6948485474978*v1),-0.7519385476568274,51519.270242666935,0.3976435862168442,51519.270242666935,3.0,175.60914100414163,(70.7*v1)
5.523986686455571,5.0,0,2603.0,-0.8464961067853171,true,683.0339337648633,0.2876607644184672,1.0,(v1*(86.4067252633786-v1)),-0.761244974147675,49586.44151475885,0.42656223324053216,49586.44151475885,7.0,170.16404957292315,(v1*(86.4-v1))
5.443130743278018,7.0,0,2130.0,-0.8464961067853171,true,682.2825846991285,0.28931939637196924,2.0,(134346.980174142/(v1-(-1645.18228647342/v1))),-0.7619600978412538,49437.919241433374,0.4214556760122752,49437.919241433374,6.0,169.53689178794656,(134000.0/(v1-(-1650.0/v1)))
4.979780048183553,8.0,0,1677.0,-0.8464961067853171,true,668.7714016989461,0.29724133626285204,3.0,(168.191882984667+(1937.82441001668*exp((-11.1911415211819/v1)))),-0.7646631923536895,48876.52021969022,0.3996655935942733,48876.52021969022,10.0,166.9983231761367,(168.0+(1940.0*exp((-11.2/v1))))
4.950166277941273,9.0,0,4045.0,-0.9123470522803114,true,430.00766831721216,0.29230573491435313,3.0,(v1*(74.5133695850493+(2.43524048334662/(-17.4762917807067+v1)))),-0.8445500996967249,32285.00578090922,0.3562786349879474,32285.00578090922,11.0,143.16429321375256,(v1*(74.5+(2.44/(-17.5+v1))))
5.052445154066086,10.0,0,3180.0,-0.9123470522803114,true,418.0398351268484,0.28038062584536777,3.0,(v1*(75.6339200132478-pow2((2.47455793564495/(17.7841915448194-v1))))),-0.8499499411332173,31163.52605237267,0.3594076639034914,31163.52605237267,35.0,140.89812102242013,(v1*(75.6-pow2((2.47/(17.8-v1)))))
4.878989199713063,12.0,0,1430.0,-0.9270300333704116,true,371.5557191172213,0.22717038757258212,4.0,((68.6272220581007/(-0.7903212501142+sqrt_abs((-16.9474054891455+v1))))+(68.2213678610961*v1)),-0.8894070733520114,22968.771734122212,0.339053172196849,22968.771734122212,13.0,119.80012540314995,((68.6/(-0.79+sqrt_abs((-16.9+v1))))+(68.2*v1))
4.869983457275271,13.0,0,821.0,-0.9319243604004449,true,358.39791736528036,0.27033440432391215,4.0,((4.50173124583895/pow3((-0.772082251208648+sqrt_abs((-17.0725491574286+v1)))))+(73.2721419806042*v1)),-0.8904185242939125,22758.705986619792,0.3334491651128112,22758.705986619792,516.0,118.89611354946287,((4.5/pow3((-0.772+sqrt_abs((-17.1+v1)))))+(73.3*v1))
4.869144060113096,14.0,0,3068.0,-0.92880978865406,true,383.349700765144,0.2674014613854995,4.0,(-72.7347697322521*((sqrt_abs((-2.44126281897897/(-17.4405129188003+v1)))/(-16.3191634822885+v1))-v1)),-0.8929040974512696,22242.483437762654,0.3311031505267263,22242.483437762654,52.0,114.53923249664753,(-72.7*((sqrt_abs((-2.44/(-17.4+v1)))/(-16.3+v1))-v1))
4.913530115399789,15.0,0,2874.0,-0.932369299221357,true,393.3569128520096,0.2590898912388669,4.0,((71.8884568090526*(v1+(-1.60570522544198/(-16.346874005709+v1))))+(v1/(-17.4496120868186+v1))),-0.893377400251672,22144.18434836278,0.33162277680482877,22144.18434836278,14.0,112.38030852376617,((71.9*(v1+(-1.61/(-16.3+v1))))+(v1/(-17.4+v1)))
5.103880870311693,16.0,0,976.0,-0.9461624026696329,true,353.1946555948939,0.2251973586646775,5.0,(v1*(76.2404183249304-((1.5280258788607/(-14.72808475996+v1))/(0.124331599846507-pow2((-17.0869601808176+v1)))))),-0.9016618528736847,20423.606848656822,0.32771773461754516,20423.606848656822,77.0,109.35453732994124,(v1*(76.2-((1.53/(-14.7+v1))/(0.124-pow2((-17.1+v1))))))
5.048011388618636,17.0,0,12.0,-0.9470522803114572,true,310.2188708014864,0.2133650252030383,5.0,(v1*(75.5415379716338-((3.30204671627513/(-14.7196499790547+v1))/(0.0688185934136343-pow2(pow3((-16.8321057055559+v1))))))),-0.9141699216921204,17825.83693485586,0.3223812937237912,17825.83693485586,2061.0,104.10266484078332,(v1*(75.5-((3.3/(-14.7+v1))/(0.0688-pow2(pow3((-16.8+v1)))))))
4.955105644452075,18.0,0,259.0,-0.9474972191323693,true,304.5094710344211,0.2006237511284269,6.0,((78.951641304467/(-0.784055951173009+sqrt_abs((-16.9761733463754+v1))))+(v1*(68.4380222911465+(0.258784401806365/(-14.7279178133718+v1))))),-0.925788777636704,15412.745446173005,0.31596171761120967,15412.745446173005,21.0,95.36224579733762,((79.0/(-0.784+sqrt_abs((-17.0+v1))))+(v1*(68.4+(0.259/(-14.7+v1)))))
4.996295230849299,19.0,0,1728.0,-0.9528364849833147,true,307.0407226496088,0.19747049246071055,6.0,(((-114.855371861302+((16.6180740534838/(-14.7270418055569+v1))/(-17.4310543232106+v1)))/(-16.3817597370378+v1))+(72.8612775982675*v1)),-0.9304130006011906,14452.352002051142,0.3090200207767602,14452.352002051142,46.0,88.60048557972256,(((-115.0+((16.6/(-14.7+v1))/(-17.4+v1)))/(-16.4+v1))+(72.9*v1))
