time,generation,mean age hall_of_fame,mean compl,mean recursive_compl,mean n_params,min mae,min mse,min max_ae,min minus_r2,min mare,min q75_are,min max_are,min ms_processed_e,min minus_spearman,max penalty
30.691142082214355,1.0,0.0,7.333333333333333,1.4316776616666667e9,0.6666666666666666,6.287933869279899e25,4.10128464851587e52,8.485273659147424e26,-0.9338849185562884,9.351215849997504e6,58.02334538547642,2.4426148141884422e8,4.10128464851587e52,-0.7016685208921113,0.0
35.969149112701416,11.0,4.5,5.75,4.4942328371557893e307,1.0,4.848593525236855e25,2.486521002336521e52,6.90839567243839e26,-0.9599158427980685,29.88968496293624,0.9999239339808343,871.6168275982864,2.486521002336521e52,-0.9261401557285873,0.0
41.12954902648926,28.0,5.222222222222222,7.0,20.77777777777778,0.8888888888888888,4.3102694316829115e24,1.8227684736592373e50,6.341187928054684e25,-0.999706159175924,0.10358168526151901,0.1467427981372654,0.22229402245990085,1.8227684736592373e50,-0.9995550611790879,0.0
46.42229604721069,43.0,8.142857142857142,8.428571428571429,22.428571428571427,0.8571428571428571,2.640012027782205e24,5.137361298331517e49,3.0158050798867495e25,-0.9999171827635109,0.10358168232719289,0.14674279231126103,0.22229402251120958,5.137361298331517e49,-0.9995550611790879,0.0
51.599085092544556,57.0,13.75,8.875,24.25,0.875,2.640012027782205e24,5.137361298331517e49,3.0158050798867495e25,-0.9999171827635109,0.10358168232719274,0.14674279231126092,0.22229402245846208,5.137361298331517e49,-0.9995550611790879,0.0
56.804936170578,71.0,25.5,8.875,24.25,0.875,2.640012027782205e24,5.137361298331517e49,3.0158050798867495e25,-0.9999171827635109,0.10358168232719274,0.14674279231126092,0.22229402245846208,5.137361298331517e49,-0.9995550611790879,0.0
61.8066680431366,84.0,34.5,8.8,72.7,0.9,2.640012027782205e24,5.137361298331517e49,3.0158050798867495e25,-0.9999171827635109,0.10358168232719274,0.14674279231126092,0.22229402245656585,5.137361298331517e49,-0.9995550611790879,0.0
66.81866407394409,97.0,42.9,8.8,71.8,0.9,2.6400120299597144e24,5.137361297247823e49,3.015805079352174e25,-0.9999171827635285,0.10358168232719274,0.14674279231126092,0.22229402245656585,5.137361297247823e49,-0.9995550611790879,0.0
71.97592306137085,110.0,37.583333333333336,11.416666666666666,98.75,1.3333333333333333,6.830401974349854e23,5.901800955601399e48,1.15890370008322e25,-0.9999904859553949,0.08057063686446399,0.0944486948134462,0.22229402245656585,5.901800955601399e48,-0.9995550611790879,0.0
77.26249718666077,123.0,41.583333333333336,11.416666666666666,99.5,1.3333333333333333,6.830401974349854e23,5.901800955601399e48,1.15890370008322e25,-0.9999904859553949,0.08057063686446399,0.0944486948134462,0.22229402245656585,5.901800955601399e48,-0.9995550611790879,0.0
82.3802809715271,135.0,39.625,13.1875,119.75,1.5625,7.000796287308348e23,4.1421553121757665e48,7.887533124277656e24,-0.9999933226059812,0.0805625300824799,0.09447204288403735,0.22229402245656585,4.1421553121757665e48,-0.9995550611790879,0.0
87.66213798522949,147.0,45.0,13.1875,119.75,1.5625,7.000796287308348e23,4.141911658887328e48,7.888586863875116e24,-0.9999933229987643,0.0805625300824799,0.09447204288403735,0.22229402245656585,4.141911658887328e48,-0.9995550611790879,0.0
93.10822415351868,159.0,36.529411764705884,14.529411764705882,95.88235294117646,1.6470588235294117,7.000796287308348e23,4.141845858366982e48,7.888863481558618e24,-0.9999933231048386,0.0805625300824799,0.09447204288403735,0.22229402245656585,4.141845858366982e48,-0.9995550611790879,0.0
98.1116189956665,170.0,46.64705882352941,14.529411764705882,95.88235294117646,1.6470588235294117,7.000796287308348e23,4.141832277501854e48,7.88891443888426e24,-0.9999933231267317,0.0805625300824799,0.09447204288403735,0.22229402245656585,4.141832277501854e48,-0.9995550611790879,0.0
103.52846097946167,182.0,52.470588235294116,14.529411764705882,95.88235294117646,1.6470588235294117,7.000796287308348e23,4.141829130005673e48,7.888919729535957e24,-0.9999933231318057,0.0805625300824799,0.09447204288403735,0.22229402245656585,4.141829130005673e48,-0.9995550611790879,0.0
108.96665406227112,194.0,59.1764705882353,14.529411764705882,95.88235294117646,1.6470588235294117,7.000796287308348e23,4.141829130005673e48,7.888919729535957e24,-0.9999933231318057,0.0805625300824799,0.09447204288403735,0.22229402245656585,4.141829130005673e48,-0.9995550611790879,0.0
114.36670804023743,206.0,52.6875,14.6875,99.8125,1.625,7.000796287308348e23,4.141829130005673e48,7.888919729535957e24,-0.9999933231318057,0.0805625300824799,0.09447204288403735,0.22229402245990398,4.141829130005673e48,-0.9995550611790879,0.0
119.76233100891113,218.0,49.125,13.1875,113.5625,1.4375,6.856391305214965e23,4.141829130005673e48,7.888919729535957e24,-0.9999933231318057,0.0806421074235971,0.09444461726474458,0.22229402271961896,4.141829130005673e48,-0.9995550611790879,0.0
124.81147003173828,229.0,54.125,13.1875,117.9375,1.4375,6.856391305214965e23,4.141829130005673e48,7.888919729535957e24,-0.9999933231318057,0.0806421074235971,0.09444461726474458,0.2144230296806335,4.141829130005673e48,-0.9995550611790879,0.0
129.91076612472534,240.0,46.125,14.5625,146.25,1.625,4.9263303007944285e23,4.141829130005673e48,7.888919729535957e24,-0.9999933231318057,0.0806421074235971,0.09444461726474458,0.2226615614622458,4.141829130005673e48,-0.9995550611790879,0.0
135.02650618553162,251.0,54.5,14.875,194.125,1.6875,4.9263303007944285e23,4.141829130005673e48,7.888919729535957e24,-0.9999933231318057,0.08057060258680263,0.09444461726474458,0.2226615614622458,4.141829130005673e48,-0.9995550611790879,0.0
