time,generation,mean age hall_of_fame,mean compl,mean custom_compl,mean n_params,min mae,min mse,min max_ae,min minus_r2,min mare,min q75_are,min max_are,min ms_processed_e,min minus_spearman,max penalty
121.51888799667358,1.0,0.0,8.636363636363637,10.545454545454545,1.5454545454545454,0.04425807285539199,0.004594337311716584,0.41983540047761086,-0.3293832457225604,1.0074683654699617,1.0005104398243798,246.43881555551926,0.004594337311716584,-0.7824465480983211,5.0
164.2809760570526,2.0,0.0,6.833333333333333,8.5,1.3333333333333333,0.04426389869361673,0.0045938718361459895,0.31033729836679647,-0.3294511893007456,1.0064476332491352,1.0066697569223975,245.4979251380026,0.0045938718361459895,-0.7843130313259388,3.0
203.71626591682434,3.0,0.8333333333333334,6.833333333333333,8.5,1.3333333333333333,0.04426389869361673,0.0045938718361459895,0.31033729836679647,-0.3294511893007456,1.0064476332491352,1.0066697569223975,245.29870246455386,0.0045938718361459895,-0.7843130313259388,3.0
243.41792798042297,4.0,1.4,6.6,7.4,1.4,0.04426389869361673,0.0045938718361459895,0.33202765173938864,-0.3294511893007456,1.0064476332491352,1.0066697569223975,245.29870246455386,0.0045938718361459895,-0.7843130313259388,3.0
278.68499302864075,5.0,2.0,7.833333333333333,9.166666666666666,1.5,0.043962552121528595,0.004347428873831597,0.33202765173938864,-0.3654234674093475,1.0064476332491352,1.0066697569223975,245.29870246455386,0.004347428873831597,-0.8018768841147534,3.0
315.3891451358795,6.0,1.0,10.25,12.375,1.75,0.043962552121528595,0.004336597481430015,0.31163936739697573,-0.36700448175893174,1.0098067140623874,1.0180824620651074,245.29870246455386,0.004336597481430015,-0.8510332562678005,3.0
353.17779994010925,7.0,1.0,8.428571428571429,9.714285714285714,1.7142857142857142,0.040553006192567805,0.003986796034590237,0.31163936739697573,-0.4180635779909402,1.0098067140623874,1.0180824620651074,245.29870246455386,0.003986796034590237,-0.8510332562678005,3.0
391.34857511520386,8.0,1.5714285714285714,8.428571428571429,9.714285714285714,1.7142857142857142,0.03972133015391885,0.003974936563863918,0.31163936739697573,-0.4197946567573272,1.0098067140623874,1.0180824620651074,245.29870246455386,0.003974936563863918,-0.8510332562678005,3.0
425.12519001960754,9.0,2.0,10.666666666666666,12.555555555555555,2.111111111111111,0.03636269714468595,0.0030136584417372668,0.29253145641235423,-0.5601085193408358,1.0098067140623874,1.0180824620651074,245.29870246455386,0.0030136584417372668,-0.9048602967862855,3.0
462.3932509422302,10.0,2.2,10.4,11.8,2.2,0.03636269714468595,0.0030136584417372668,0.26943966146399095,-0.5601085193408358,1.0098067140623874,1.0180824620651074,245.29870246455386,0.0030136584417372668,-0.9048602967862855,3.0
501.67741203308105,11.0,2.7,10.4,11.5,2.2,0.03046259840159928,0.0028714621043050897,0.26943966146399095,-0.5808643410859478,1.0098067140623874,1.0180824620651074,245.29870246455386,0.0028714621043050897,-0.8585267998495548,1.0
542.870551109314,12.0,3.7,10.4,11.5,2.2,0.03046259840159928,0.0028714621043050897,0.26943966146399095,-0.5808643410859478,1.0098067140623874,1.0180824620651074,245.29870246455386,0.0028714621043050897,-0.8585267998495548,1.0
583.555037021637,13.0,3.8181818181818183,10.090909090909092,11.272727272727273,2.090909090909091,0.03046259840159928,0.0028714621043050897,0.261502178799886,-0.5808643410859478,1.0098067140623874,1.0180824620651074,245.29870246455386,0.0028714621043050897,-0.8673657069726505,2.0
623.6558821201324,14.0,4.416666666666667,10.916666666666666,12.416666666666666,2.25,0.03046259840159928,0.0028714621043050897,0.261502178799886,-0.5808643410859478,1.0098067140623874,1.0180824620651074,245.29870246455386,0.0028714621043050897,-0.8673657069726505,2.0
665.6970181465149,15.0,5.6,10.0,11.3,2.2,0.03046259840159928,0.0028714621043050897,0.261502178799886,-0.5808643410859478,1.0098067140623874,1.0180824620651074,245.29870246455386,0.0028714621043050897,-0.8673657069726505,1.0
707.9570989608765,16.0,5.7272727272727275,10.636363636363637,12.181818181818182,2.272727272727273,0.03046259840159928,0.0028289465869814254,0.26156408267138054,-0.5870701584431781,1.0098067140623874,1.0180824620651074,245.29870246455386,0.0028289465869814254,-0.9004103085874139,2.0
750.932168006897,17.0,4.909090909090909,10.818181818181818,12.363636363636363,2.1818181818181817,0.03046259840159928,0.0028289465869814254,0.26156408267138054,-0.5870701584431781,1.0098067140623874,1.0180824620651074,245.29870246455386,0.0028289465869814254,-0.9004103085874139,2.0
792.3145430088043,18.0,4.923076923076923,12.923076923076923,14.615384615384615,2.6153846153846154,0.03046259840159928,0.0028252598773228135,0.26156408267138054,-0.5876082924758963,1.0098067140623874,1.0180824620651074,245.29870246455386,0.0028252598773228135,-0.9004103085874139,2.0
835.4483449459076,19.0,5.769230769230769,12.307692307692308,13.923076923076923,2.5384615384615383,0.019703370685345282,0.0009488669840723445,0.26156408267138054,-0.8614977408217622,1.0098067140623874,0.7911900661367129,245.29870246455386,0.0009488669840723445,-0.9497743695286487,2.0
880.6839871406555,20.0,3.9166666666666665,11.583333333333334,13.0,2.5,0.019748042517528236,0.00094858876812462,0.26156408267138054,-0.8615383508734828,1.0098067140623874,0.8035742480669308,245.29870246455386,0.00094858876812462,-0.9498680926861022,2.0
920.4822549819946,21.0,4.75,11.416666666666666,12.666666666666666,2.4166666666666665,0.019748042517528236,0.00094858876812462,0.26156408267138054,-0.8615383508734828,1.0098067140623874,0.8035742480669308,245.29870246455386,0.00094858876812462,-0.9498680926861022,2.0
