run,eqs_orig_rounded,ms_processed_e
0,(472.0*v1),31146.509315849635
1,(491.0*v1),31432.174667680465
2,(447.0*v1),32049.154958151783
3,(455.0*v1),31593.882563778992
4,(472.0*v1),31145.476346022235
5,(500.0*v1),31840.637116687616
6,(481.0*v1),31173.891686949097
7,(474.0*v1),31137.029058786986
8,(501.0*v1),31895.408579862335
9,(468.0*v1),31189.50393558585
10,(472.0*v1),31150.32539735246
