run,eqs_orig_rounded,ms_processed_e
0,(480.0*v1),31157.289323395908
1,(v1/0.00205),31344.623520708094
2,(466.0*v1),31230.376523541745
3,(457.0*v1),31540.4121475655
4,(v1/0.00216),31331.749639910147
5,(484.0*v1),31215.713231020294
6,(503.0*v1),32004.45821410808
7,(487.0*v1),31287.562900349454
8,(486.0*v1),31259.27234603286
9,(449.0*v1),31952.365574698706
10,(496.0*v1),31631.715994260838
