run,eqs_orig_rounded,ms_processed_e
0,(474.0*v1),31136.665332022923
1,(493.0*v1),31485.13641388795
2,(v1/0.00222),31860.562454061164
3,(487.0*v1),31289.74461930131
4,(483.0*v1),31197.674329069065
5,(521.0*v1),33578.8943620104
6,(473.0*v1),31143.657648668235
7,(v1/0.00205),31303.914003876278
8,(464.0*v1),31291.64064074012
9,(v1/0.00214),31215.009623870377
10,(460.0*v1),31417.0333483714
