ur,ut,t,Ux
0.347731781186548,-0.511794281186547,0.785398163397448,-0.11677211263134013
0.31320636038836,-0.526573044937683,0.83798122500839,-0.18401544296605515
0.277431513943478,-0.54059144477914,0.896055384571344,-0.25083702789789947
0.240819670609894,-0.553478125644936,0.960070362405688,-0.3123790892358282
0.203888056465589,-0.564862086612198,1.03037682652431,-0.3754559617665049
0.167213595499958,-0.574427190999916,1.10714871779409,-0.43830185425728896
0.131349059231631,-0.58197698815042,1.19028994968253,-0.4894814666130105
0.0967073670914697,-0.587487088183865,1.27933953231703,-0.537026848158967
0.0634423185701368,-0.591111370957192,1.37340076694502,-0.566870033896808
0.031373143587218,-0.593115809953151,1.47112767430373,-0.588509133942012
8.85240452757497e-17,-0.59375,1.5707963267949,-0.5868724044027483
0.0313731435872178,0.593115809953151,-1.47112767430374,-0.5746324717082332
0.0634423185701366,0.591111370957192,-1.37340076694502,-0.5748003462948031
0.0967073670914695,0.587487088183865,-1.27933953231703,-0.5345976004510452
0.13134905923163,0.58197698815042,-1.19028994968253,-0.47813657962124184
0.167213595499958,0.574427190999916,-1.10714871779409,-0.43996380729571116
0.203888056465589,0.564862086612198,-1.03037682652431,-0.37919564998786137
0.240819670609894,0.553478125644936,-0.960070362405688,-0.313458300767402
0.277431513943478,0.54059144477914,-0.896055384571344,-0.24606221958969293
0.31320636038836,0.526573044937683,-0.83798122500839,-0.1814712160002711
0.347731781186547,0.511794281186548,-0.785398163397448,-0.11505173270829325
0.348007067098178,-0.473915740443914,0.732815101786507,-0.05823024059980693
0.311873585027425,-0.488056712599442,0.785398163397448,-0.1256484006145039
0.274351948223499,-0.501273765770461,0.844153986113171,-0.19331895471529106
0.235982033633264,-0.513094820926622,0.90975315794421,-0.2593184787011805
0.197479069773333,-0.523043062253688,0.982793723247329,-0.3208919301439313
0.159681735023417,-0.530729899831043,1.06369782240256,-0.38448095679382877
0.123430420565085,-0.535981811134871,1.15257199721567,-0.4407162555975838
0.0893759141649861,-0.538961075828292,1.24904577239825,-0.4840130610755728
0.0577609076456459,-0.540200901014403,1.35212738092095,-0.5166256477189577
0.02826317390352,-0.540470587737272,1.460139105621,-0.5307291957368091
7.14992563214834e-17,-0.540466392318244,1.5707963267949,-0.5329459075125577
0.0282631739035199,0.540470587737271,-1.460139105621,-0.5402117638029419
0.0577609076456457,0.540200901014403,-1.35212738092095,-0.5204292574223585
0.089375914164986,0.538961075828292,-1.24904577239825,-0.4815375290027426
0.123430420565085,0.535981811134871,-1.15257199721567,-0.4366676876880541
0.159681735023417,0.530729899831043,-1.06369782240256,-0.3803434072859758
0.197479069773333,0.523043062253689,-0.982793723247329,-0.33029756902859514
