Ux,Uy,Umag
0.6077767073105869,-0.11600970628841795,0.6346217351586939
0.6009226706933692,-0.11945434144230435,0.6888587101264457
0.5954410906757918,-0.12106718230879818,0.46550493949839666
0.5915279607141335,-0.1201117022336596,0.6570061400226707
0.5892647829070998,-0.11578657990738972,0.6211734620926384
0.5885634921400388,-0.10733126291998996,0.5741742251900499
0.5891338840757822,-0.09418628738543244,0.5937448513301444
0.5904992327429645,-0.0761843144124222,0.6903755837519371
0.5920744498639705,-0.053716165897454746,0.40975382772742475
0.5932940334692138,-0.027799784257410753,0.5612981769507152
0.59375,-7.967164074817471e-17,0.5998400265232895
0.5932940334692138,0.027799784257410635,0.632488425583755
0.5920744498639704,0.053716165897454635,0.5921244467204163
0.5904992327429645,0.07618431441242213,0.6193140856512905
0.5891338840757822,0.09418628738543236,0.577023532618388
0.5885634921400387,0.10733126291998987,0.7186820805407783
0.5892647829070997,0.11578657990738964,0.6147002088562751
0.5915279607141336,0.12011170223365966,0.5355091284664559
0.5954410906757917,0.12106718230879818,0.47954494478800436
0.6009226706933691,0.11945434144230432,0.6555666779217522
0.607776707310587,0.11600970628841811,0.7271932290380322
0.5757045319444384,-0.11945434144230435,0.6663400360748177
0.5656361379285311,-0.12458028423682738,0.5430686099753486
0.5569261972607239,-0.1279749606307336,0.5635832970489265
0.5498914891300428,-0.12873680764162715,0.5069965553490227
0.5447398126531924,-0.12581957113590006,0.5609160635902094
0.5414897094450228,-0.11815827368365847,0.5429106604009611
0.5399162105380823,-0.10489068684343482,0.5257097372992136
0.5395665166097429,-0.08564501996289364,0.5051284929046104
0.5398672296095632,-0.06080057814294524,0.5086330934151483
0.5402860716474497,-0.03159468296943583,0.4731427432349427
0.5404663923182442,-8.160241210604086e-17,0.5270755793309643
0.5402860716474496,0.03159468296943564,0.458714483457809
0.5398672296095632,0.060800578142945115,0.5592605275071256
0.5395665166097431,0.08564501996289357,0.5981164830938269
0.5399162105380821,0.10489068684343476,0.5249697064170665
0.541489709445023,0.11815827368365828,0.5753664273394733
0.5447398126531924,0.1258195711359001,0.6203733222050937
0.5498914891300427,0.12873680764162715,0.501348661646621
0.5569261972607238,0.1279749606307336,0.5917692529336618
0.5656361379285311,0.12458028423682738,0.5786872750674196
0.575704531944438,0.11945434144230432,0.6015843228291
0.5409608586368326,-0.12106718230879815,0.6232422659055529
0.5267098871118007,-0.1279749606307336,0.4305184167214099
0.5136051376969977,-0.1333593721842305,0.6340799272604687
0.5020861469989394,-0.13614630470458824,0.4754572336627371
0.4925,-0.135,0.4885234627395792
0.48498903658572445,-0.1284683707620382,0.5839650524012865
0.47941542398833037,-0.11529725508983289,0.401825565527437
0.47541230985558675,-0.09488041956976619,0.47502079430416566
0.4726004087931817,-0.06766240404344068,0.4790543015681972
0.47083406130876165,-0.03522880035669836,0.5140549968343485
0.47021484375,-8.091651013486495e-17,0.4583966964863348
0.47083406130876176,0.03522880035669818,0.5026156295099984
0.4726004087931817,0.06766240404344058,0.5361556032038561
0.47541230985558663,0.09488041956976613,0.4557983375169679
0.4794154239883302,0.11529725508983286,0.4476484987180487
0.48498903658572445,0.1284683707620383,0.44618734385912934
0.49250000000000005,0.13500000000000004,0.4607370255899361
0.5020861469989394,0.13614630470458824,0.5669617870774153
0.5136051376969976,0.1333593721842305,0.5769009010227611
0.5267098871118006,0.12797496063073366,0.5606220745195096
0.5409608586368324,0.12106718230879818,0.7049363827019088
0.5040180062296101,-0.1201117022336596,0.4956892007993899
0.48450136461366067,-0.12873680764162718,0.5162752335797197
0.4656183868102105,-0.13614630470458824,0.41405525281107874
0.44789494216757364,-0.14108635666896313,0.4165948656177872
0.431777312910994,-0.14186801566687202,0.5209112540585957
0.4174615564867,-0.13652622839137835,0.47428564329057327
0.40478006063995237,-0.12330080124844398,0.4420013642907287
0.39338106430405384,-0.10143656135380619,0.45427360051731036
0.3833689172684343,-0.07188324279265683,0.3497508980710311
0.37597826560287184,-0.037123106012293794,0.3635685339548374
0.3731778425655977,-7.432922752016302e-17,0.43261796110693107
0.37597826560287195,0.037123106012293634,0.32652313483215645
0.38336891726843414,0.07188324279265668,0.4263789695024142
0.39338106430405373,0.10143656135380616,0.44434185975658447
0.4047800606399523,0.12330080124844382,0.3508734475067
0.41746155648669997,0.1365262283913783,0.44803390927508535
0.43177731291099397,0.141868015666872,0.4899110488678213
0.44789494216757353,0.1410863566689631,0.4440184459873564
0.4656183868102104,0.13614630470458827,0.5534513781081181
0.48450136461366067,0.1287368076416273,0.4267273198572397
0.5040180062296101,0.12011170223365969,0.495531752454054
0.46575909767255075,-0.11578657990738966,0.4476466671371705
0.43989017003994235,-0.1258195711359,0.47244433496729143
0.41375000000000006,-0.13500000000000004,0.4413617699190116
0.3878657842522004,-0.141868015666872,0.4727157144041702
0.36266272471177785,-0.14424487289829752,0.43538179348149186
0.3381377625613399,-0.1393575285483012,0.3807014869942221
0.31354825014102344,-0.12462291760607491,0.37646517799398693
0.2877709405000671,-0.0993807989999907,0.32062824723020494
0.2613117028200428,-0.06670429439417686,0.29542271461363667
0.23924939037294518,-0.032423467182210786,0.24702986757733394
0.2303240740740743,-5.4098027668513747e-17,0.2298958019031125
0.23924939037294504,0.03242346718221059,0.22834671809506454
0.26131170282004273,0.06670429439417666,0.305581101339316
0.2877709405000671,0.09938079899999067,0.30362729288061546
0.3135482501410233,0.12462291760607483,0.3227493827942094
0.3381377625613399,0.13935752854830108,0.337424094759786
0.36266272471177785,0.1442448728982974,0.461063815463702
0.3878657842522003,0.14186801566687204,0.44197539170495126
0.41374999999999995,0.1350000000000001,0.46895406673899703
0.43989017003994224,0.12581957113590017,0.45690403625541576
0.4657590976725506,0.11578657990738966,0.5073025832742963
0.4275665977600539,-0.10733126291998996,0.47082704703499384
0.39444830219424787,-0.11815827368365847,0.4000702703977403
0.3597323750927372,-0.12846837076203826,0.39619741429816585
0.3238435713040406,-0.13652622839137835,0.26423588123149316
0.28704000209362956,-0.1393575285483012,0.3179165306541324
0.24869904498929346,-0.1325825214724777,0.2837199816390409
0.20612445250556913,-0.11148632615486469,0.17663616589129225
0.15419004451234583,-0.07510480858857718,0.19092949342970175
0.0902915656486881,-0.03312045270696539,0.09806177103302874
0.02776006230497189,-0.005439611736451173,0.02823628187635989
3.3306690738754696e-16,-2.805098097177385e-31,3.1576674730349045e-16
0.02776006230497169,0.005439611736451102,0.025988568182393916
0.09029156564868783,0.033120452706965293,0.08436081316289559
0.1541900445123457,0.07510480858857704,0.2007537096815185
0.20612445250556882,0.11148632615486448,0.21112871644487297
0.24869904498929318,0.1325825214724777,0.30119204019947937
0.28704000209362945,0.13935752854830114,0.3486503705315803
0.3238435713040406,0.1365262283913783,0.35307848807061276
0.35973237509273703,0.12846837076203838,0.39979676019714555
0.39444830219424787,0.11815827368365842,0.3804150159472993
0.4275665977600537,0.10733126291998996,0.4134305261702122
0.39134268056637406,-0.09418628738543246,0.44584186552853156
0.35053024818188055,-0.10489068684343479,0.3645826299209258
0.30646954135358107,-0.11529725508983289,0.34138956678409993
0.2594612591685721,-0.12330080124844398,0.315691569316726
0.20969581880262772,-0.12462291760607491,0.2225800511199344
0.15595560573588002,-0.11148632615486467,0.18421944628853676
0.09194783470672889,-0.0725060664302613,0.13772775465392198
4.2632564145606005e-16,-3.1974423109204517e-16,4.774411911473052e-16
0.0,0.0,0.0
0.09194783470672843,0.07250606643026121,0.12408984430578769
0.1559556057358797,0.11148632615486442,0.22268223155245515
0.20969581880262758,0.12462291760607491,0.26343747022861036
0.259461259168572,0.12330080124844393,0.2567810310311789
0.3064695413535807,0.11529725508983305,0.3059776918559574
0.35053024818188044,0.10489068684343482,0.39301162756494906
0.39134268056637384,0.0941862873854325,0.4138855117274874
0.35940681235861727,-0.07618431441242215,0.3327317295433214
0.3111797967086934,-0.08564501996289364,0.3642226803808921
0.2579780150082059,-0.0948804195697662,0.2793778709703245
0.20016856648728032,-0.10143656135380616,0.23554286614926861
0.13869974200008112,-0.09938079899999072,0.16456481302571874
0.0740782486845302,-0.07510480858857715,0.0978380585248864
2.398081733190339e-16,-3.197442310920451e-16,4.320968220954809e-16
0.07407824868452993,0.07510480858857699,0.10683956879416957
0.13869974200008095,0.09938079899999071,0.20334456175830226
0.20016856648728015,0.10143656135380616,0.18178346598247208
0.2579780150082057,0.09488041956976624,0.29919683550096915
0.31117979670869317,0.08564501996289363,0.3223519850358811
0.3594068123586171,0.07618431441242225,0.40425336199294204
0.334236853556188,-0.05371616589745475,0.38291368475289134
0.27977586755363115,-0.06080057814294521,0.2989509164450468
0.21886639363027938,-0.0676624040434407,0.21917763133165857
0.15231563686346605,-0.07188324279265684,0.19932775710234857
0.08343358443557136,-0.06670429439417684,0.11437951540864104
0.020738614964060847,-0.033120452706965384,0.038281094554079194
0.020738614964060303,0.033120452706965106,0.04000358808240978
0.08343358443557114,0.06670429439417679,0.10937685159618218
0.15231563686346583,0.07188324279265686,0.15996582132570442
0.2188663936302789,0.06766240404344072,0.22270686693245076
0.27977586755363093,0.060800578142945205,0.2907445830827279
0.3342368535561877,0.05371616589745479,0.31310074430583557
0.31807616932084765,-0.027799784257410778,0.3369332278836904
0.2594444452524653,-0.03159468296943581,0.22948538456627482
0.1934072584997627,-0.03522880035669834,0.21784500688190908
0.12141982437571469,-0.03712310601229383,0.13331876593298597
0.05011249847671599,-0.03242346718221078,0.06657894387413624
0.0016499259700063144,-0.005439611736451171,0.006729162719614066
0.0016499259700062572,0.005439611736450879,0.005585532815166085
0.05011249847671576,0.032423467182210716,0.05289477819400314
0.12141982437571447,0.037123106012293836,0.13678099072792888
0.1934072584997624,0.035228800356698356,0.19669475398065564
0.25944444525246474,0.03159468296943585,0.2779666851283763
0.3180761693208473,0.027799784257410812,0.35162693684436847
0.3125,-6.245004513516506e-17,0.33846905887999706
0.25240054869684503,-7.107051826589937e-17,0.23630724882395523
0.1845703125,-7.928228386300251e-17,0.16315172397017325
0.11078717201166177,-8.323204682737536e-17,0.09914870731419434
0.03935185185185186,-7.067391939164777e-17,0.03574212721412575
-2.220446049250313e-16,-2.465190328815661e-31,2.3012493080116953e-16
0.03935185185185164,7.067391939164761e-17,0.03574552540991126
0.11078717201166155,8.323204682737536e-17,0.09784573948767794
