ur,ut,t,Ux
0.347731781186548,-0.511794281186547,0.785398163397448,-0.11215221037327579
0.31320636038836,-0.526573044937683,0.83798122500839,-0.17875256423107183
0.277431513943478,-0.54059144477914,0.896055384571344,-0.24869444576959787
0.240819670609894,-0.553478125644936,0.960070362405688,-0.324030382456369
0.203888056465589,-0.564862086612198,1.03037682652431,-0.4080711106468762
0.167213595499958,-0.574427190999916,1.10714871779409,-0.4515620791850428
0.131349059231631,-0.58197698815042,1.19028994968253,-0.4877783918659971
0.0967073670914697,-0.587487088183865,1.27933953231703,-0.5265454750776554
0.0634423185701368,-0.591111370957192,1.37340076694502,-0.5836288445541541
0.031373143587218,-0.593115809953151,1.47112767430373,-0.5469881503653601
8.85240452757497e-17,-0.59375,1.5707963267949,-0.6007268749281948
0.0313731435872178,0.593115809953151,-1.47112767430374,-0.6029590880894244
0.0634423185701366,0.591111370957192,-1.37340076694502,-0.5752305232017718
0.0967073670914695,0.587487088183865,-1.27933953231703,-0.5341496490149298
0.13134905923163,0.58197698815042,-1.19028994968253,-0.4844861410144654
0.167213595499958,0.574427190999916,-1.10714871779409,-0.4381369680778493
0.203888056465589,0.564862086612198,-1.03037682652431,-0.37033277001745707
0.240819670609894,0.553478125644936,-0.960070362405688,-0.3284534148188058
0.277431513943478,0.54059144477914,-0.896055384571344,-0.2594513648205339
0.31320636038836,0.526573044937683,-0.83798122500839,-0.18210337680794197
0.347731781186547,0.511794281186548,-0.785398163397448,-0.112604373125719
0.348007067098178,-0.473915740443914,0.732815101786507,-0.05969608777023195
0.311873585027425,-0.488056712599442,0.785398163397448,-0.12612618174532764
0.274351948223499,-0.501273765770461,0.844153986113171,-0.18589339505107755
0.235982033633264,-0.513094820926622,0.90975315794421,-0.2630570457789978
0.197479069773333,-0.523043062253688,0.982793723247329,-0.33870384410866355
0.159681735023417,-0.530729899831043,1.06369782240256,-0.3828191517372287
0.123430420565085,-0.535981811134871,1.15257199721567,-0.42763896944088314
0.0893759141649861,-0.538961075828292,1.24904577239825,-0.482889827491903
0.0577609076456459,-0.540200901014403,1.35212738092095,-0.49998026534315665
0.02826317390352,-0.540470587737272,1.460139105621,-0.5177853427389946
7.14992563214834e-17,-0.540466392318244,1.5707963267949,-0.5446797028760283
0.0282631739035199,0.540470587737271,-1.460139105621,-0.5183042319852886
0.0577609076456457,0.540200901014403,-1.35212738092095,-0.5084570822486335
0.089375914164986,0.538961075828292,-1.24904577239825,-0.45941729240834
0.123430420565085,0.535981811134871,-1.15257199721567,-0.4258282034074623
0.159681735023417,0.530729899831043,-1.06369782240256,-0.3885673605191185
0.197479069773333,0.523043062253689,-0.982793723247329,-0.3330992970823318
0.235982033633264,0.513094820926622,-0.90975315794421,-0.2643216830714367
0.274351948223499,0.501273765770461,-0.844153986113171,-0.17806301757996254
0.311873585027425,0.488056712599442,-0.785398163397449,-0.12772102710772146
0.348007067098178,0.473915740443914,-0.732815101786507,-0.056828137436219575
0.346789392429348,-0.432473155823312,0.674740942223553,0.0006286085601133086
0.308645941751436,-0.445576680684854,0.726642340681726,-0.06617115246652754
0.268874359311548,-0.457472992124048,0.785398163397448,-0.12613050974360304
0.228165505354617,-0.467511301958816,0.851966327173272,-0.20784155728694545
0.1875,-0.475,0.927295218001612,-0.26584305497060234
0.148102714779092,-0.479357980813572,1.01219701145133,-0.3194675709623878
0.111276095499958,-0.480364690999916,1.10714871779409,-0.37608024009757274
0.0780891011868154,-0.478457156551968,1.21202565652432,-0.418592026307109
0.0489802617145337,-0.47490028561246,1.32581766366803,-0.45984540448812944
0.0234430186128771,-0.47156781754207,1.44644133224814,-0.474569273899813
5.22845142409897e-17,-0.47021484375,1.5707963267949,-0.46170699865995607
0.023443018612877,0.47156781754207,-1.44644133224814,-0.46871610113640405
0.0489802617145336,0.47490028561246,-1.32581766366803,-0.45065113192509904
0.0780891011868154,0.478457156551968,-1.21202565652432,-0.40676940458039323
0.111276095499958,0.480364690999916,-1.10714871779409,-0.3661210948850425
0.148102714779092,0.479357980813572,-1.01219701145133,-0.3371370817860832
0.1875,0.475,-0.927295218001613,-0.27652648224196275
0.228165505354617,0.467511301958816,-0.851966327173272,-0.20106476215114988
0.268874359311547,0.457472992124048,-0.785398163397449,-0.13076870708368288
0.308645941751436,0.445576680684854,-0.726642340681726,-0.06390581424292185
0.346789392429348,0.432473155823312,-0.674740942223553,0.0006499277207986377
0.344028100871277,-0.387434687951455,0.610725964389209,0.05916016914832011
0.303405471814196,-0.399073749609595,0.661043168850687,-0.0055284873145022935
0.260760577548134,-0.409072389213964,0.718829999621625,-0.06989957285049843
0.21694643133232,-0.416472670399376,0.785398163397448,-0.13992154279535163
0.173282722936937,-0.420156256344535,0.862170054667226,-0.19948897816473504
0.131548639299812,-0.419056699840774,0.950546840812075,-0.2577340894253438
0.0937720744515084,-0.412621840349311,1.05165021254837,-0.3208202440935053
0.0617254816945067,-0.401532069257059,1.16590454050981,-0.3346732317319371
