ur,ut,t,Umag
0.3477317811865476,-0.5117942811865475,0.7853981633974483,0.6187493659814317
0.3132063603883604,-0.5265730449376825,0.83798122500839,0.6126805006221971
0.2774315139434785,-0.5405914447791398,0.8960553845713439,0.6076243536078588
0.24081967060989376,-0.5534781256449356,0.960070362405688,0.603599328462258
0.20388805646558886,-0.5648620866121983,1.0303768265243125,0.6005326939153286
0.16721359549995796,-0.5744271909999159,1.1071487177940904,0.5982699927959596
0.13134905923163054,-0.5819769881504199,1.1902899496825317,0.5966152781296071
0.09670736709146967,-0.5874870881838649,1.2793395323170293,0.5953934779895733
0.06344231857013678,-0.5911113709571924,1.3734007669450157,0.5945061653679011
0.031373143587217954,-0.5931158099531515,1.4711276743037345,0.5939449790636564
8.852404527574968e-17,-0.59375,1.5707963267948963,0.59375
0.03137314358721781,0.5931158099531515,-1.471127674303735,0.5939449790636564
0.06344231857013659,0.5911113709571922,-1.3734007669450161,0.594506165367901
0.09670736709146946,0.587487088183865,-1.2793395323170298,0.5953934779895733
0.13134905923163034,0.5819769881504199,-1.190289949682532,0.5966152781296071
0.16721359549995776,0.5744271909999159,-1.1071487177940909,0.5982699927959594
0.20388805646558872,0.5648620866121983,-1.0303768265243127,0.6005326939153286
0.24081967060989365,0.5534781256449357,-0.9600703624056882,0.6035993284622581
0.27743151394347826,0.5405914447791398,-0.8960553845713443,0.6076243536078587
0.31320636038836014,0.5265730449376825,-0.8379812250083903,0.612680500622197
0.34773178118654735,0.5117942811865477,-0.7853981633974485,0.6187493659814319
0.3480070670981782,-0.4739157404439144,0.7328151017865067,0.5879668764401439
0.3118735850274255,-0.48805671259944183,0.7853981633974483,0.579192962449677
0.2743519482234989,-0.5012737657704611,0.844153986113171,0.5714406178630712
0.23598203363326367,-0.5130948209266222,0.9097531579442097,0.5647599626915963
0.1974790697733335,-0.5230430622536885,0.982793723247329,0.5590814144382346
0.15968173502341673,-0.5307298998310429,1.0636978224025595,0.5542314345783336
0.12343042056508546,-0.5359818111348709,1.1525719972156674,0.5500105186160446
0.08937591416498615,-0.5389610758282916,1.2490457723982542,0.5463214212263843
0.057760907645645856,-0.5402009010144027,1.3521273809209544,0.5432801633676876
0.02826317390352004,-0.5404705877372715,1.4601391056210007,0.5412090753194853
7.149925632148343e-17,-0.5404663923182442,1.5707963267948963,0.5404663923182442
0.028263173903519855,0.5404705877372714,-1.4601391056210014,0.5412090753194851
0.05776090764564574,0.5402009010144027,-1.3521273809209549,0.5432801633676876
0.08937591416498601,0.5389610758282917,-1.2490457723982547,0.5463214212263845
0.12343042056508526,0.5359818111348709,-1.1525719972156678,0.5500105186160443
0.1596817350234166,0.530729899831043,-1.0636978224025602,0.5542314345783336
0.19747906977333335,0.5230430622536886,-0.9827937232473294,0.5590814144382346
0.23598203363326356,0.5130948209266222,-0.90975315794421,0.5647599626915962
0.2743519482234987,0.5012737657704611,-0.8441539861131713,0.5714406178630711
0.31187358502742535,0.4880567125994419,-0.7853981633974486,0.579192962449677
0.3480070670981779,0.47391574044391427,-0.7328151017865069,0.5879668764401436
0.3467893924293481,-0.43247315582331186,0.6747409422235527,0.554342775915129
0.3086459417514362,-0.44557668068485434,0.7266423406817256,0.5420340355824195
0.2688743593115476,-0.4574729921240476,0.7853981633974483,0.5306363723098183
0.22816550535461733,-0.4675113019588161,0.851966327173272,0.5202175653444961
0.18750000000000003,-0.475,0.9272952180016122,0.5106674553953875
0.14810271477909223,-0.47935798081357167,1.0121970114513341,0.5017155448006387
0.11127609549995804,-0.48036469099991597,1.1071487177940904,0.4930847855989481
0.07808910118681543,-0.4784571565519682,1.2120256565243244,0.48478774569904226
0.048980261714533714,-0.47490028561246,1.3258176636680323,0.47741946683437647
0.023443018612877144,-0.4715678175420701,1.4464413322481349,0.472150168551357
5.2284514240989656e-17,-0.47021484375,1.5707963267948963,0.47021484375
0.023443018612877023,0.47156781754207017,-1.4464413322481355,0.4721501685513571
0.048980261714533596,0.47490028561246,-1.3258176636680328,0.4774194668343764
0.07808910118681535,0.4784571565519681,-1.2120256565243246,0.48478774569904215
0.11127609549995779,0.48036469099991586,-1.1071487177940909,0.49308478559894786
0.148102714779092,0.4793579808135718,-1.0121970114513346,0.5017155448006387
0.1874999999999999,0.4750000000000001,-0.9272952180016125,0.5106674553953875
0.2281655053546172,0.46751130195881613,-0.8519663271732724,0.5202175653444961
0.26887435931154735,0.4574729921240476,-0.7853981633974486,0.5306363723098181
0.30864594175143595,0.44557668068485445,-0.726642340681726,0.5420340355824195
0.3467893924293479,0.4324731558233118,-0.6747409422235529,0.5543427759151288
0.3440281008712768,-0.38743468795145497,0.6107259643892087,0.5181321951173644
0.30340547181419614,-0.39907374960959496,0.6610431688506869,0.5013130139486274
0.2607605775481341,-0.40907238921396416,0.7188299996216245,0.4851147270702647
0.2169464313323202,-0.4164726703993756,0.7853981633974483,0.46959050166865174
0.17328272293693747,-0.4201562563445353,0.8621700546672263,0.4544867234737383
0.13154863929981228,-0.4190566998407744,0.9505468408120751,0.43921926435787517
0.09377207445150844,-0.4126218403493113,1.0516502125483735,0.4231429842029663
0.061725481694506694,-0.40153206925705914,1.165904540509813,0.4062487387454571
0.036202081973561784,-0.38836624027165284,1.2924966677897851,0.3900499036302402
0.016421356237309517,-0.3774494936611666,1.4288992721907325,0.3778065393898624
3.138345161962437e-17,-0.3731778425655977,1.5707963267948963,0.3731778425655977
0.01642135623730944,0.37744949366116665,-1.4288992721907332,0.3778065393898625
0.03620208197356172,0.3883662402716527,-1.2924966677897856,0.39004990363024
0.06172548169450649,0.4015320692570591,-1.1659045405098134,0.40624873874545697
0.09377207445150836,0.41262184034931126,-1.051650212548374,0.4231429842029662
0.13154863929981206,0.4190566998407744,-0.9505468408120756,0.4392192643578751
0.17328272293693728,0.42015625634453535,-0.8621700546672266,0.45448672347373825
0.21694643133232,0.4164726703993755,-0.7853981633974485,0.4695905016686516
0.2607605775481338,0.40907238921396416,-0.7188299996216249,0.4851147270702646
