ur,ut,t,Ux
0.347731781186548,-0.511794281186547,0.785398163397448,-0.11794670221373624
0.31320636038836,-0.526573044937683,0.83798122500839,-0.18884914958600388
0.277431513943478,-0.54059144477914,0.896055384571344,-0.24773203791839304
0.240819670609894,-0.553478125644936,0.960070362405688,-0.28828991929351816
0.203888056465589,-0.564862086612198,1.03037682652431,-0.38741959926337477
0.167213595499958,-0.574427190999916,1.10714871779409,-0.45571654372344633
0.131349059231631,-0.58197698815042,1.19028994968253,-0.5074975131063731
0.0967073670914697,-0.587487088183865,1.27933953231703,-0.515045901405496
0.0634423185701368,-0.591111370957192,1.37340076694502,-0.5521925701176724
0.031373143587218,-0.593115809953151,1.47112767430373,-0.592449039646633
8.85240452757497e-17,-0.59375,1.5707963267949,-0.6090223275529848
0.0313731435872178,0.593115809953151,-1.47112767430374,-0.5598708371778754
0.0634423185701366,0.591111370957192,-1.37340076694502,-0.5761246714516495
0.0967073670914695,0.587487088183865,-1.27933953231703,-0.5269548122042186
0.13134905923163,0.58197698815042,-1.19028994968253,-0.47151776326738265
0.167213595499958,0.574427190999916,-1.10714871779409,-0.45733061647916445
0.203888056465589,0.564862086612198,-1.03037682652431,-0.34746248996320084
0.240819670609894,0.553478125644936,-0.960070362405688,-0.3384708017247651
0.277431513943478,0.54059144477914,-0.896055384571344,-0.263290233323898
0.31320636038836,0.526573044937683,-0.83798122500839,-0.17626525931030226
0.347731781186547,0.511794281186548,-0.785398163397448,-0.12427756916035482
0.348007067098178,-0.473915740443914,0.732815101786507,-0.057327945056000626
0.311873585027425,-0.488056712599442,0.785398163397448,-0.11948235321397575
0.274351948223499,-0.501273765770461,0.844153986113171,-0.1955874359542753
0.235982033633264,-0.513094820926622,0.90975315794421,-0.2601971977559625
0.197479069773333,-0.523043062253688,0.982793723247329,-0.32723932333507655
0.159681735023417,-0.530729899831043,1.06369782240256,-0.35615778437053475
0.123430420565085,-0.535981811134871,1.15257199721567,-0.4063284857438306
0.0893759141649861,-0.538961075828292,1.24904577239825,-0.4898354173196467
0.0577609076456459,-0.540200901014403,1.35212738092095,-0.5042253430046253
0.02826317390352,-0.540470587737272,1.460139105621,-0.5282833669782003
7.14992563214834e-17,-0.540466392318244,1.5707963267949,-0.5291504452650527
0.0282631739035199,0.540470587737271,-1.460139105621,-0.5626461759882819
0.0577609076456457,0.540200901014403,-1.35212738092095,-0.4971074842374991
0.089375914164986,0.538961075828292,-1.24904577239825,-0.4654569519218626
0.123430420565085,0.535981811134871,-1.15257199721567,-0.41661332017140934
0.159681735023417,0.530729899831043,-1.06369782240256,-0.3985353594521714
0.197479069773333,0.523043062253689,-0.982793723247329,-0.3283711692661908
0.235982033633264,0.513094820926622,-0.90975315794421,-0.24911848609574974
0.274351948223499,0.501273765770461,-0.844153986113171,-0.1829921625851022
0.311873585027425,0.488056712599442,-0.785398163397449,-0.12294862021128511
0.348007067098178,0.473915740443914,-0.732815101786507,-0.05712621543314688
0.346789392429348,-0.432473155823312,0.674740942223553,0.0006101640926122048
0.308645941751436,-0.445576680684854,0.726642340681726,-0.06827941729826917
0.268874359311548,-0.457472992124048,0.785398163397448,-0.12608856381227626
0.228165505354617,-0.467511301958816,0.851966327173272,-0.19808343897954414
0.1875,-0.475,0.927295218001612,-0.28125686408783596
0.148102714779092,-0.479357980813572,1.01219701145133,-0.31111384049494717
0.111276095499958,-0.480364690999916,1.10714871779409,-0.40317481201326244
0.0780891011868154,-0.478457156551968,1.21202565652432,-0.3956574757129026
0.0489802617145337,-0.47490028561246,1.32581766366803,-0.4400816611527683
0.0234430186128771,-0.47156781754207,1.44644133224814,-0.4985952482187369
5.22845142409897e-17,-0.47021484375,1.5707963267949,-0.4259204843753185
0.023443018612877,0.47156781754207,-1.44644133224814,-0.46212844749701554
0.0489802617145336,0.47490028561246,-1.32581766366803,-0.4489260124547523
0.0780891011868154,0.478457156551968,-1.21202565652432,-0.4051851364548313
0.111276095499958,0.480364690999916,-1.10714871779409,-0.3655741286704526
0.148102714779092,0.479357980813572,-1.01219701145133,-0.337332178871867
0.1875,0.475,-0.927295218001613,-0.2706643633095036
0.228165505354617,0.467511301958816,-0.851966327173272,-0.16696577704889165
0.268874359311547,0.457472992124048,-0.785398163397449,-0.14060740456659437
0.308645941751436,0.445576680684854,-0.726642340681726,-0.06735588369605043
0.346789392429348,0.432473155823312,-0.674740942223553,0.000616628041272128
0.344028100871277,-0.387434687951455,0.610725964389209,0.06186472762879722
0.303405471814196,-0.399073749609595,0.661043168850687,-0.0062643824849756115
0.260760577548134,-0.409072389213964,0.718829999621625,-0.06857276301368051
0.21694643133232,-0.416472670399376,0.785398163397448,-0.14086058541337856
0.173282722936937,-0.420156256344535,0.862170054667226,-0.20121625519319272
0.131548639299812,-0.419056699840774,0.950546840812075,-0.27298435961066164
0.0937720744515084,-0.412621840349311,1.05165021254837,-0.2990975066653403
0.0617254816945067,-0.401532069257059,1.16590454050981,-0.3667546246377411
0.0362020819735618,-0.388366240271653,1.29249666778979,-0.3464130277946676
0.0164213562373095,-0.377449493661167,1.42889927219073,-0.3853121309980064
3.13834516196244e-17,-0.373177842565598,1.5707963267949,-0.3667099770040549
0.0164213562373094,0.377449493661167,-1.42889927219073,-0.35417074364657375
0.0362020819735617,0.388366240271653,-1.29249666778979,-0.352896441329885
0.0617254816945065,0.401532069257059,-1.16590454050981,-0.3445566438811301
0.0937720744515084,0.412621840349311,-1.05165021254837,-0.33120334738553237
0.131548639299812,0.419056699840774,-0.950546840812076,-0.26253131668170643
0.173282722936937,0.420156256344535,-0.862170054667227,-0.20104794538547305
0.21694643133232,0.416472670399376,-0.785398163397448,-0.14242768258041227
0.260760577548134,0.409072389213964,-0.718829999621625,-0.07126790416787374
0.303405471814196,0.399073749609595,-0.661043168850687,-0.005365319360565533
0.344028100871277,0.387434687951455,-0.610725964389209,0.05819602497204176
0.339813427442648,-0.338917251967319,0.540419500270584,0.11790828008866575
0.29621860466,-0.348695374835792,0.588002603547568,0.05002094085805883
0.25,-0.35625,0.643501108793284,-0.01357766130145573
0.20216317675976,-0.360133934009602,0.70862627212767,-0.0793623825774049
0.15444474414951,-0.358437799705066,0.785398163397448,-0.1539934828685745
0.109413101626318,-0.348979140387486,0.876058050598193,-0.20831123126106688
0.0702327406039275,-0.330016270669205,0.982793723247329,-0.25667161498402324
0.0398061880925506,-0.301834598407323,1.10714871779409,-0.2776076589761988
0.0193527660168379,-0.268995798050514,1.24904577239825,-0.25305904291940035
0.00735004647263273,-0.241324530114102,1.40564764938027,-0.23247830907782047
1.11474723680574e-17,-0.230324074074074,1.5707963267949,-0.2095818785573232
0.00735004647263269,0.241324530114101,-1.40564764938027,-0.2557457393674271
0.0193527660168379,0.268995798050514,-1.24904577239825,-0.24420952105787283
0.0398061880925504,0.301834598407323,-1.10714871779409,-0.2412857271447838
0.0702327406039273,0.330016270669205,-0.982793723247329,-0.23220343386684583
0.109413101626318,0.348979140387486,-0.876058050598194,-0.2181650215125193
0.15444474414951,0.358437799705066,-0.785398163397449,-0.14402306735874004
0.20216317675976,0.360133934009602,-0.708626272127671,-0.08759266038488903
0.25,0.35625,-0.643501108793285,-0.014182803189799947
0.29621860466,0.348695374835793,-0.588002603547568,0.05046369544925426
0.339813427442648,0.338917251967319,-0.540419500270584,0.1235339679216544
0.334427190999916,-0.287213595499958,0.463647609000806,0.16773113405557127
0.28742712304215,-0.294849944350579,0.507098504392337,0.115153113208448
0.236964343646547,-0.299598738008482,0.558599315343563,0.038758183172705955
0.184168095019737,-0.299326214171982,0.620249485982822,-0.02322752237428826
0.131295721951582,-0.290815950322905,0.694738276196703,-0.08632791783657592
0.0821067811865477,-0.269606781186548,0.785398163397448,-0.1416808149885914
0.0417087298863696,-0.230601111644101,0.896055384571344,-0.14298688968948936
0.0149282813790837,-0.170857977615659,1.03037682652431,-0.1379138738138643
0.0027818773053523,-0.0961342414203371,1.19028994968253,-0.07883048916514507
0.000110217978420736,-0.0282877762826365,1.37340076694502,-0.030274866220016242
-1.12203923887095e-31,-3.33066907387547e-16,1.5707963267949,-3.410680159944562e-16
0.000110217978420735,0.0282877762826363,-1.37340076694502,-0.026180749171037396
0.00278187730535221,0.0961342414203368,-1.19028994968253,-0.08438468698747478
0.0149282813790837,0.170857977615658,-1.03037682652431,-0.13732969121315222
0.0417087298863695,0.230601111644101,-0.896055384571345,-0.1642916299704299
0.0821067811865473,0.269606781186547,-0.785398163397449,-0.13715336399959913
0.131295721951582,0.290815950322905,-0.694738276196704,-0.08484455156729039
0.184168095019737,0.299326214171982,-0.620249485982822,-0.02399102410914291
0.236964343646547,0.299598738008482,-0.558599315343563,0.0421857078499092
0.28742712304215,0.294849944350579,-0.507098504392337,0.09442956184390065
0.334427190999916,0.287213595499958,-0.463647609000806,0.18173432936760517
0.328372648079076,-0.232790795260168,0.380506377112365,0.23613290953813412
0.277718446271442,-0.238214138282165,0.418224329579229,0.17129852164156734
0.222552190999916,-0.240182345499958,0.463647609000806,0.08912488514152717
0.16410113029014,-0.235783908771035,0.519146114246523,0.024872996652418107
0.105349110905891,-0.220010847112803,0.588002603547568,-0.031499557294888986
0.052135912357962,-0.184480889315281,0.674740942223553,-0.07264923360285958
0.0137474061865477,-0.116286468686548,0.785398163397448,-0.0713687817845917
0.0,-5.32907051820075e-16,0.927295218001612,-4.0652784300994046e-16
0.0,0.0,-0.927295218001613,0.0
0.0137474061865474,0.116286468686547,-0.785398163397449,-0.07113775203426884
0.0521359123579618,0.184480889315281,-0.674740942223553,-0.07157844231669654
0.105349110905891,0.220010847112803,-0.588002603547568,-0.030991820054848424
0.16410113029014,0.235783908771035,-0.519146114246523,0.025823089925716306
0.222552190999916,0.240182345499958,-0.463647609000806,0.08777754399947321
0.277718446271442,0.238214138282165,-0.418224329579229,0.15902979602241785
0.328372648079076,0.232790795260168,-0.380506377112365,0.23107904644923938
0.322357890304899,-0.17624612645516,0.291456794477867,0.29155031937696163
0.268127742494958,-0.179653691942764,0.321750554396642,0.18733353748568626
0.208237603164841,-0.179421433706988,0.358770670270572,0.12530717859277807
0.144026123953849,-0.17208517253874,0.404891786285084,0.06413418183677776
0.0796123761851011,-0.150917299203662,0.463647609000806,0.003620600742380596
