time_stamp,max_are,compl,dim_penalty,age,minus_spearman,valid,max_ae,q75_are,n_params,eqs_orig,minus_r2,mse,mare,ms_processed_e,recursive_compl,mae,eqs_orig_rounded
15.239866971969604,1090.3566679372916,1.0,0.0,4327.0,-1.0,true,999.0837092681259,4.941464717851664,0.0,v1,78442.0235356315,124774.69511316906,138.767473401432,124774.69511316906,2.0,126.50174848510248,v1
25.204780101776123,8.941788312544052,2.0,0.0,4302.0,-0.7637626158259734,true,2.081350734982066,2.358647340299322,1.0,0.894178831254405,-4.440892098500626e-16,1.5906410728353948,2.1534330197316405,1.5906410728353948,1.0,1.0949193435707758,0.894
12.478727102279663,1.0246655720132747,5.0,0.0,4332.0,-1.0,true,1.1683264041182824,0.8962679862528183,1.0,exp((v1-4.73327728642974)),-0.6421939931096998,0.5691409306669359,0.6610348733651,0.5691409306669359,8.0,0.6628119640807144,exp((v1-4.73))
15.13637399673462,1.024665572013052,5.0,0.0,4328.0,-1.0,true,1.1683264041226162,0.8962679862537541,1.0,exp((-4.73327728643876+v1)),-0.6421939931096998,0.5691409306669359,0.661034873364775,0.5691409306669359,8.0,0.6628119640789617,exp((-4.73+v1))
19.804233074188232,1.0246655720121676,5.0,0.0,4323.0,-1.0,true,1.1683264041398427,0.8962679862574744,1.0,(0.00879759151465662*exp(v1)),-0.6421939931096998,0.5691409306669359,0.6610348733634827,0.5691409306669359,5.0,0.6628119640719943,(0.0088*exp(v1))
58.31483197212219,1.0246655720136117,5.0,0.0,4195.0,-1.0,true,1.1683264041117176,0.8962679862514006,1.0,(exp(v1)/113.667473452872),-0.6421939931096998,0.5691409306669359,0.6610348733655927,0.5691409306669359,5.0,0.6628119640833694,(exp(v1)/114.0)
312.3966031074524,1.4648281133309462,6.0,0.0,2843.0,-1.0,true,0.6033823640067832,0.5472568065030643,1.0,(v1/(7.82673953960407-v1)),-0.9150106153138319,0.13518760603682667,0.4894241714930388,0.13518760603682667,7.0,0.3200121833746902,(v1/(7.83-v1))
719.9721910953522,4.610833523938826,7.0,0.0,615.0,-1.0,true,0.5160294421632425,0.785199432769781,1.0,log(sqrt_abs((0.203548652695236-exp(v1)))),-0.9268945492766112,0.11628453256876639,0.909816680040176,0.11628453256876639,4.294967296e9,0.2970083801933509,log(sqrt_abs((0.204-exp(v1))))
259.9610149860382,1.4991266325717412,8.0,0.0,3136.0,-1.0,true,0.23462145558154934,0.33287089206885734,2.0,(-1.12205348835718+exp((v1/4.15690047590349))),-0.9857997542071307,0.022587494202495863,0.3384890372045943,0.022587494202495863,9.0,0.13694774465121431,(-1.12+exp((v1/4.16)))
440.96588611602783,1.499126632397163,9.0,0.0,2114.0,-1.0,true,0.23462145558154934,0.33287089206885734,2.0,(-1.12205348835718+pow3(exp((v1/12.470701428422)))),-0.9857997542071307,0.022587494202495815,0.3384890371898963,0.022587494202495815,257.0,0.1369477446570024,(-1.12+pow3(exp((v1/12.5))))
613.4677290916443,0.779537775346277,10.0,0.0,1176.0,-1.0,true,0.10923881654994494,0.15185426987969985,2.0,log((sqrt_abs((6.50580349935674+exp(v1)))-2.11211074949911)),-0.996127437185738,0.006159857469500079,0.1730742355153701,0.006159857469500079,8.589934592e9,0.07197357074327271,log((sqrt_abs((6.51+exp(v1)))-2.11))
525.420175075531,4.4408920985006246e-15,12.0,0.0,1656.0,-1.0,true,5.551115123125783e-16,9.956278855440363e-16,3.0,log((0.4+(0.3*exp((0.693147180559945*v1))))),-1.0,1.3250398017384183e-31,9.508047153249873e-16,1.3250398017384183e-31,1024.0,3.0531133177191805e-16,log((0.4+(0.3*exp((0.693*v1)))))
625.6131160259247,3.543237612037747e-16,13.0,0.0,1110.0,-1.0,true,4.440892098500626e-16,1.2818547685711775e-16,3.0,log((0.4+pow2((0.547722557505166*exp((0.346573590279973*v1)))))),-1.0,2.965932114356343e-32,7.809197605847641e-17,2.965932114356343e-32,2.6815615859885194e154,9.020562075079397e-17,log((0.4+pow2((0.548*exp((0.347*v1))))))
838.8233690261841,0.0,16.0,0.0,0.0,-1.0,true,0.0,0.0,4.0,log(((0.0130069264302863-pow3((-0.213670868723467*exp((0.231049060186648*v1)))))/0.0325173160757157)),-1.0,0.0,0.0,0.0,5.363123171977039e154,0.0,log(((0.013-pow3((-0.214*exp((0.231*v1)))))/0.0325))
