time_stamp,max_are,compl,dim_penalty,age,minus_spearman,valid,max_ae,q75_are,n_params,eqs_orig,minus_r2,mse,mare,custom_compl,ms_processed_e,mae,eqs_orig_rounded
1647.9386818408966,6.4947144108774095,2.0,0.0,185.0,-0.0480530092981148,true,0.4528909132707766,1.0024563734853713,1.0,-2.24267292234163e-5,1.9618678177568682e-6,0.0029978610620232118,1.0009085136768554,2.0,0.0029978610620232118,0.03468182284751827,-2.24e-5
272.29759883880615,233667.04953622026,2.0,0.0,199.0,-0.8334745410972301,true,1.1004431209560899,82.16751755996712,0.0,sin(v2),216.7946928522287,0.652916948280253,77.34226351181476,3.0,0.652916948280253,0.7863323292541525,sin(v2)
660.1029818058014,233667.04953622026,2.0,0.0,195.0,-0.8334745410972301,true,1.1004431209560899,82.16751755996712,0.0,sin(v2),216.7946928522287,0.652916948280253,77.34226351181476,3.0,0.652916948280253,0.7863323292541525,sin(v2)
45375.3544178009,287986.8820317322,2.0,0.0,7.0,-0.017950297496940302,true,2.8642844831160694,33.89109578907594,0.0,log(v2),139.0837704016351,0.4199508568203905,56.88525942698834,3.0,0.4199508568203905,0.543870960989136,log(v2)
1140.4018869400024,6.106190135335617,2.0,0.0,190.0,-0.2340988384705898,true,0.45289207586727415,1.0023290356474575,1.0,-2.12641327258561e-5,2.0218010932104846e-6,0.002997861241694492,1.0008511850026227,2.0,0.002997861241694492,0.03468139819385022,-2.13e-5
1852.0283379554749,233667.04953622026,2.0,0.0,184.0,-0.8334745410972301,true,1.1004431209560899,82.16751755996712,0.0,sin(v2),216.7946928522287,0.652916948280253,77.34226351181476,3.0,0.652916948280253,0.7863323292541525,sin(v2)
12737.215983867645,6.079698045617061,2.0,0.0,127.0,-0.2286738476205653,true,0.452892155140598,1.0023203529327882,1.0,-2.11848594020029e-5,2.0259205693040627e-6,0.002997861254044085,1.0008472759640459,2.0,0.002997861254044085,0.03468136923822561,-2.12e-5
696.8393650054932,6.269542617517163,2.0,0.0,195.0,-0.20136528667032688,true,0.45289158706120564,1.002382574005826,1.0,-2.17529387943757e-5,1.9964926778470726e-6,0.0029978611658235278,1.0008752884675172,2.0,0.0029978611658235278,0.034681576736698395,-2.18e-5
445.4256799221039,233667.04953622026,2.0,0.0,198.0,-0.8334745410972301,true,1.1004431209560899,82.16751755996712,0.0,sin(v2),216.7946928522287,0.652916948280253,77.34226351181476,3.0,0.652916948280253,0.7863323292541525,sin(v2)
23284.29305100441,375294.7691879342,3.0,1.0,86.0,-0.09664620020346185,true,3.3312864019993387,45.076999865225716,0.0,(v2/v1),201.158505119253,0.606041921879686,70.80530286307868,3.0,0.606041921879686,0.6675313914671116,(v2/v1)
